ID,time,gFx,gFy,gFz,TgF
1027,10.57001,3.1457,-0.9219,0.6692,3.35
1028,10.5813,2.5813,0.239,1.6041,3.05
1029,10.59211,2.3495,1.3549,1.5704,3.13
1030,10.60365,3.2385,2.5532,0.1051,4.13
1031,10.61515,3.4921,3.5565,-1.9629,5.36
1032,10.62704,3.6216,4.3297,-2.8323,6.32
1033,10.63846,3.7887,4.2161,-2.665,6.26
1034,10.63902,3.7887,4.2161,-2.665,6.26
1035,10.64878,3.143,3.7405,-1.8229,5.21
1036,10.66343,1.4972,2.6092,0.3601,3.03
1037,10.68194,-0.0495,0.6235,1.5308,1.65
1038,10.6822,-0.0495,0.6235,1.5308,1.65
1039,10.69161,-1.2802,0.0333,1.4614,1.94
1040,10.70289,-2.1323,-0.4431,1.3425,2.56
1041,10.71443,-1.7984,-1.0399,0.8519,2.25
1042,10.7264,-1.641,-1.634,-0.1336,2.32
1043,10.73861,-1.558,-2.2267,-0.8662,2.85
1044,10.74823,-1.3682,-2.7651,-1.1027,3.28
1045,10.76295,-2.1235,-3.1228,-0.6361,3.83
1046,10.76338,-2.1235,-3.1228,-0.6361,3.83
1047,10.7844,-2.6451,-2.2533,0.9186,3.59
1048,10.78476,-2.6451,-2.2533,0.9186,3.59
1049,10.79163,-2.255,-1.7645,1.242,3.12
1050,10.80298,-1.1016,-0.9024,1.5086,2.07
1051,10.81576,0.4017,0.0426,1.2433,1.31
1052,10.8279,1.7642,0.9359,0.4256,2.04
1053,10.83785,2.352,1.6852,-0.4136,2.92
1054,10.84861,2.7915,2.4186,-0.801,3.78
1055,10.85951,3.0528,2.5114,-0.5088,3.99
1056,10.87077,2.7895,2.39,0.1295,3.68
1057,10.8819,2.0647,1.9928,0.6557,2.94
1058,10.89685,1.0916,1.3979,1.4641,2.3
1059,10.89731,1.0916,1.3979,1.4641,2.3
1060,10.92069,0.4484,0.4813,1.8247,1.94
1061,10.92103,0.4484,0.4813,1.8247,1.94
1062,10.92682,0.3497,0.3423,1.6341,1.71
1063,10.93818,0.1118,0.1589,1.0661,1.08
1064,10.9489,0.1431,-0.1089,0.4664,0.5
1065,10.95999,-0.1142,-0.127,0.3391,0.38
1066,10.97195,-0.9639,0.186,0.4327,1.07
1067,10.98222,-1.4752,0.5468,0.8248,1.78
1068,10.9973,-2.3092,3.1955,2.5094,4.67
1069,10.9979,-2.2068,3.6638,2.6763,5.05
1070,11.01283,-1.6281,7.1271,3.2265,7.99
1071,11.02507,-1.602,7.9966,3.5675,8.9
1072,11.04052,-0.4584,7.9966,4.8188,9.35
1073,11.04181,-0.0851,7.9966,5.2585,9.57
1074,11.05094,0.8349,7.9966,6.9429,10.62
1075,11.0608,0.2361,7.9966,7.9631,11.29
1076,11.07093,0.5295,7.9155,7.9766,11.25
1077,11.08231,2.7963,5.2312,7.9766,9.94
1078,11.09305,5.1922,3.7414,7.9766,10.23
1079,11.10502,7.7929,3.8362,7.9766,11.79
1080,11.11746,8.0077,5.3924,6.2181,11.48
1081,11.12823,8.0077,6.7375,5.6782,11.91
1082,11.14307,8.0077,7.4364,7.9722,13.53
1083,11.14381,8.0077,7.2835,7.9766,13.45
1084,11.15702,8.0077,6.2702,7.9766,12.93
1085,11.17111,8.0077,1.9664,7.9766,11.47
1086,11.18251,8.0077,-2.2826,6.0034,10.27
1087,11.19325,8.0077,-4.4593,4.2652,10.11
1088,11.194,8.0077,-4.8995,3.9396,10.18
1089,11.20431,8.0077,-5.7238,3.9215,10.6
1090,11.21601,7.4524,-5.7077,5.729,11.0
1091,11.22722,7.7411,-7.1185,3.9721,11.24
1092,11.23894,5.296,-6.8571,0.3894,8.67
1093,11.24982,4.4453,-7.9652,-2.288,9.4
1094,11.26426,2.0876,-7.8079,-3.8462,8.95
1095,11.28015,2.1607,-7.0364,-3.7149,8.25
1096,11.28034,2.1607,-7.0364,-3.7149,8.25
1097,11.29274,3.1181,-5.7629,-3.1648,7.28
1098,11.30354,4.1969,-3.6991,-1.7904,5.87
1099,11.31553,5.3571,-0.9053,1.0869,5.54
1100,11.33966,4.9596,2.8752,5.5615,7.99
1101,11.34175,4.3691,3.0223,5.4327,7.6
1102,11.34198,4.3691,3.0223,5.4327,7.6
1103,11.34858,2.4787,3.482,4.5041,6.21
1104,11.36003,0.661,3.1483,2.337,3.98
1105,11.37019,-0.0057,2.7616,0.9591,2.92
1106,11.38227,0.0585,2.3934,0.1762,2.4
1107,11.39619,-0.4435,2.4271,1.8882,3.11
1108,11.41523,-1.9907,2.852,2.7794,4.45
1109,11.41551,-1.9907,2.852,2.7794,4.45
1110,11.42638,-2.0747,3.4236,2.078,4.51
1111,11.4403,-1.2155,3.8665,1.3371,4.27
1112,11.45039,-0.9128,3.9281,0.6223,4.08
1113,11.46196,-0.8718,3.7182,0.0301,3.82
1114,11.47202,-0.6993,3.3254,-0.0254,3.4
1115,11.48351,0.1191,2.8371,-0.4863,2.88
1116,11.48417,0.2835,2.7477,-0.6031,2.83
1117,11.49425,0.6346,2.4865,-0.9334,2.73
1118,11.50543,0.648,2.3197,-1.12,2.66
1119,11.5168,0.5263,2.048,-1.2776,2.47
1120,11.53128,0.4389,1.6752,-1.1166,2.06
1121,11.54519,0.3732,1.3764,-0.8909,1.68
1122,11.54906,0.3143,1.2846,-0.8667,1.58
1123,11.5599,0.1477,1.0838,-0.7963,1.35
1124,11.57115,-0.0568,0.8519,-0.4873,0.98
1125,11.58247,0.0265,0.6799,-0.0417,0.68
1126,11.59331,0.209,0.6347,0.2783,0.72
1127,11.60501,0.3241,0.5754,0.3995,0.77
1128,11.61703,0.0793,0.5358,0.2854,0.61
1129,11.6281,-0.3184,0.4803,0.2021,0.61
1130,11.63861,-0.6358,0.3887,0.2253,0.78
1131,11.64964,-0.8788,0.2783,0.2653,0.96
1132,11.65026,-0.8788,0.2783,0.2653,0.96
1133,11.66143,-0.8513,0.2216,0.1557,0.89
1134,11.67584,-0.8498,0.2287,-0.0251,0.88
1135,11.69324,-1.0147,0.3604,-0.1561,1.09
1136,11.69361,-1.023,0.3821,-0.1873,1.11
1137,11.70452,-1.0313,0.5048,-0.2924,1.18
1138,11.71539,-0.9605,0.6792,-0.383,1.24
1139,11.72754,-0.7826,0.7598,-0.4815,1.19
1140,11.73864,-0.6678,0.8182,-0.6381,1.23
1141,11.74966,-0.743,0.9037,-0.7683,1.4
1142,11.76128,-0.9245,0.9306,-0.7978,1.54
1143,11.77232,-1.0669,0.9413,-0.6498,1.56
1144,11.78709,-1.1725,1.0044,-0.1473,1.55
1145,11.78736,-1.1725,1.0044,-0.1473,1.55
1146,11.79957,-1.1715,1.0566,0.3745,1.62
1147,11.80439,-1.1586,1.095,0.5634,1.69
1148,11.81692,-1.0398,1.1917,0.8636,1.8
1149,11.82709,-0.8227,1.2594,0.9,1.75
1150,11.83969,-0.3837,1.3415,0.686,1.55
1151,11.84982,-0.1452,1.3889,0.4378,1.46
1152,11.86177,0.0167,1.4619,0.1087,1.47
1153,11.87306,-0.0026,1.4751,-0.2308,1.49
1154,11.88742,-0.1521,1.341,-0.6263,1.49
1155,11.88784,-0.1521,1.341,-0.6263,1.49
1156,11.90535,-0.35,1.1265,-0.7734,1.41
1157,11.91799,-0.4399,0.9475,-0.6727,1.24
1158,11.92105,-0.4802,0.8773,-0.5633,1.15
1159,11.92686,-0.5156,0.8182,-0.407,1.05
1160,11.93926,-0.5754,0.667,-0.0376,0.88
1161,11.95046,-0.646,0.5739,0.176,0.88
1162,11.96178,-0.7193,0.5783,0.2636,0.96
1163,11.97265,-0.7071,0.5995,0.2231,0.95
1164,11.98828,-0.5728,0.6245,0.0022,0.85
1165,12.00482,-0.4174,0.6936,-0.4043,0.9
1166,12.00508,-0.4174,0.6936,-0.4043,0.9
1167,12.01719,-0.2784,0.7256,-0.4399,0.89
1168,12.02656,-0.2095,0.7799,-0.3398,0.88
1169,12.0391,-0.2009,0.7916,-0.1624,0.83
1170,12.05073,-0.2816,0.849,0.0604,0.9
1171,12.06189,-0.3414,0.8964,0.2497,0.99
1172,12.06234,-0.3414,0.8964,0.2497,0.99
1173,12.07261,-0.3404,0.8605,0.3926,1.01
1174,12.08388,-0.231,0.8827,0.7193,1.16
1175,12.09534,-0.0324,0.9501,1.0539,1.42
1176,12.10578,0.103,0.9359,1.0217,1.39
1177,12.12146,0.0145,0.9423,0.5847,1.11
1178,12.13809,-0.2769,0.9821,0.2143,1.04
1179,12.13832,-0.2769,0.9821,0.2143,1.04
1180,12.15135,-0.3741,0.9318,0.077,1.01
1181,12.16164,-0.4093,0.8761,0.089,0.97
1182,12.17285,-0.3832,0.8519,0.2074,0.96
1183,12.18384,-0.3038,0.8267,0.3313,0.94
1184,12.19557,-0.2346,0.7799,0.321,0.88
1185,12.19606,-0.2346,0.7799,0.321,0.88
1186,12.20606,-0.2478,0.783,0.2578,0.86
1187,12.21737,-0.2703,0.7994,0.1354,0.85
1188,12.22898,-0.229,0.8097,0.0167,0.84
1189,12.23995,-0.2483,0.8045,-0.0459,0.84
1190,12.25432,-0.4032,0.8309,-0.1045,0.93
1191,12.27275,-0.4582,0.8974,-0.0383,1.01
1192,12.27299,-0.4582,0.8974,-0.0383,1.01
1193,12.28262,-0.2964,0.9291,0.0433,0.98
1194,12.29364,-0.1665,0.9171,-0.0378,0.93
1195,12.3087,-0.1103,0.914,-0.1626,0.93
1196,12.31744,-0.1694,0.9599,-0.1644,0.99
1197,12.32909,-0.2295,1.0337,-0.1551,1.07
1198,12.33959,-0.2356,1.0427,-0.1285,1.08
1199,12.3407,-0.2324,1.0403,-0.1082,1.07
1200,12.35637,-0.2087,1.073,0.0936,1.1
1201,12.36054,-0.1997,1.0828,0.1422,1.11
1202,12.37237,-0.1242,1.1316,0.4136,1.21
1203,12.38355,-0.0209,1.1597,0.6565,1.33
1204,12.39494,0.0803,1.1658,0.7608,1.39
1205,12.40489,0.186,1.16,0.7776,1.41
1206,12.42019,0.1904,1.1556,0.6775,1.35
1207,12.429,0.1186,1.1592,0.6064,1.31
1208,12.43947,0.0588,1.1834,0.5485,1.31
1209,12.45092,0.0434,1.2057,0.4439,1.29
1210,12.46229,0.1103,1.2237,0.2839,1.26
1211,12.47356,0.2324,1.2242,0.2299,1.27
1212,12.48518,0.3783,1.1536,0.1288,1.22
1213,12.49614,0.3272,1.0786,0.0736,1.13
1214,12.49696,0.293,1.0642,0.0765,1.11
1215,12.50721,0.1252,1.0508,0.1474,1.07
1216,12.52144,-0.1049,1.0427,0.3342,1.1
1217,12.53646,-0.2212,0.976,0.4354,1.09
1218,12.53928,-0.2344,0.9714,0.4422,1.09
1219,12.55208,-0.3145,0.9306,0.4024,1.06
1220,12.56225,-0.3451,0.8661,0.3176,0.98
1221,12.57292,-0.357,0.7989,0.1862,0.89
1222,12.58487,-0.3336,0.8045,-0.0237,0.87
1223,12.59575,-0.2332,0.839,-0.1302,0.88
1224,12.60888,-0.0407,0.8461,-0.4516,0.96
1225,12.61841,0.0588,0.8553,-0.6222,1.06
1226,12.6328,0.0583,0.9401,-0.6339,1.14
1227,12.63308,0.0583,0.9401,-0.6339,1.14
1228,12.64975,-0.2789,1.0122,-0.4463,1.14
1229,12.66189,-0.5424,1.0166,-0.222,1.17
1230,12.66217,-0.5424,1.0166,-0.222,1.17
1231,12.67217,-0.6512,1.0259,-0.0095,1.22
1232,12.68412,-0.6614,1.0134,0.2128,1.23
1233,12.69563,-0.4985,0.9531,0.335,1.13
1234,12.70745,-0.3898,0.9023,0.2802,1.02
1235,12.7184,-0.3443,0.911,0.0482,0.98
1236,12.73286,-0.3177,0.9128,-0.3029,1.01
1237,12.75035,-0.3475,0.9895,-0.577,1.2
1238,12.7507,-0.3475,0.9895,-0.577,1.2
1239,12.76124,-0.3553,0.9916,-0.5977,1.21
1240,12.77208,-0.3805,0.9487,-0.5145,1.14
1241,12.78521,-0.4367,0.8788,-0.361,1.05
1242,12.78574,-0.4367,0.8788,-0.361,1.05
1243,12.79618,-0.3854,0.7974,-0.2416,0.92
1244,12.80734,-0.2691,0.6731,-0.0816,0.73
1245,12.81834,-0.2017,0.5798,0.0167,0.61
1246,12.82931,-0.1855,0.4713,0.0658,0.51
1247,12.84066,-0.3939,0.3421,0.0465,0.52
1248,12.85188,-0.521,0.3792,0.1305,0.66
1249,12.86762,-0.3661,0.4376,0.2663,0.63
1250,12.86804,-0.3661,0.4376,0.2663,0.63
1251,12.88336,-0.2381,0.325,-0.1539,0.43
1252,12.89486,-0.3482,0.5241,-0.4824,0.79
1253,12.90588,-0.3336,0.6755,-0.7968,1.1
1254,12.9189,-0.1667,0.8045,-1.0499,1.33
1255,12.91965,-0.1401,0.8341,-1.0724,1.37
1256,12.92972,-0.0649,0.9477,-1.016,1.39
1257,12.9409,0.0991,1.0664,-0.6459,1.25
1258,12.95106,0.3617,1.2069,-0.2174,1.28
1259,12.96356,0.5295,1.3166,0.1039,1.42
1260,12.97445,0.3678,1.3146,-0.0158,1.37
1261,12.98559,-0.0319,1.4008,-0.3056,1.43
1262,13.00033,-0.3226,1.3772,-0.5897,1.53
1263,13.00084,-0.3226,1.3772,-0.5897,1.53
1264,13.0214,-0.4516,1.428,-0.3305,1.53
1265,13.0216,-0.4516,1.428,-0.3305,1.53
1266,13.03952,-0.0927,1.1641,-0.3588,1.22
1267,13.03978,-0.0927,1.1641,-0.3588,1.22
1268,13.05185,-0.2595,0.8267,-0.382,0.95
1269,13.0637,-0.7975,0.6746,0.2111,1.07
1270,13.07446,-1.0775,0.2041,1.0305,1.5
1271,13.08574,-1.3435,-0.4218,1.503,2.06
1272,13.10038,-1.9117,-3.5896,-1.9418,4.51
1273,13.12089,-7.6051,-3.8755,-8.0283,11.72
1274,13.12112,-7.6051,-3.8755,-8.0283,11.72
1275,13.12903,-7.9903,-2.288,-8.0283,11.56
1276,13.13992,-7.9903,-1.3089,-5.6385,9.87
1277,13.1514,-6.4368,-1.3573,-0.0053,6.58
1278,13.16357,-4.9386,-1.8847,2.1144,5.69
1279,13.16448,-5.0385,-2.0371,1.7707,5.72
1280,13.17452,-5.3035,-2.621,-0.6258,5.95
1281,13.1855,-2.3576,-2.8045,-3.3087,4.94
1282,13.19761,4.8506,-3.1389,-6.9411,9.03
1283,13.20869,5.6419,-4.4918,-7.4407,10.36
1284,13.21943,4.868,-3.9949,1.9654,6.6
1285,13.23064,8.0077,-0.4057,7.9766,11.31
1286,13.24507,8.0077,4.6173,7.2466,11.75
1287,13.26636,5.7206,-7.566,-1.0199,9.54
1288,13.26664,5.7206,-7.566,-1.0199,9.54
1289,13.2736,-4.7111,-7.9379,6.1265,11.08
1290,13.28461,-6.9423,-4.4669,7.9766,11.48
1291,13.2979,3.2427,-3.2659,4.3165,6.31
1292,13.308,5.9815,-1.8075,-5.7414,8.49
1293,13.30852,5.9815,-1.8075,-5.7414,8.49
1294,13.31831,4.7133,0.1061,-8.0283,9.31
1295,13.3302,2.6107,-0.426,-6.8845,7.38
1296,13.34209,-0.2862,-0.6664,-1.8911,2.03
1297,13.35652,-1.5726,0.3394,-2.3122,2.82
1298,13.37388,0.0062,1.2057,-3.0031,3.24
1299,13.37418,0.0062,1.2057,-3.0031,3.24
1300,13.38486,0.3116,1.1209,-2.9755,3.19
1301,13.39642,0.0974,0.3582,-3.0366,3.06
1302,13.40782,-0.873,-0.4912,-2.4182,2.62
1303,13.4177,-1.4688,-1.1699,-2.1889,2.88
1304,13.42981,-1.8655,-1.4916,-2.7969,3.68
1305,13.44164,-2.3649,-1.8945,-3.2483,4.44
1306,13.45294,-2.6769,-1.5945,-2.76,4.16
1307,13.45351,-2.6769,-1.5945,-2.76,4.16
1308,13.46435,-2.0569,-1.5512,-1.8092,3.15
1309,13.47923,-1.1647,-1.3927,-0.3518,1.85
1310,13.49744,-0.7594,-0.9449,0.6098,1.36
1311,13.49759,-0.7594,-0.9449,0.6098,1.36
1312,13.50814,-0.3648,-0.6529,0.8304,1.12
1313,13.51849,-0.0084,-0.392,0.623,0.74
1314,13.53075,0.3617,-0.1035,-0.3474,0.51
1315,13.54187,0.4834,-0.0454,-1.0585,1.16
1316,13.55255,0.4604,0.0272,-1.582,1.65
1317,13.56395,0.3512,-0.0429,-1.4491,1.49
1318,13.5752,0.2173,-0.1558,-1.0392,1.07
1319,13.57573,0.2173,-0.1558,-1.0392,1.07
1320,13.58687,-0.0214,-0.3634,-0.4715,0.6
1321,13.5988,-0.3991,-0.5823,-0.0447,0.71
1322,13.61122,-0.5974,-0.6996,0.5517,1.07
1323,13.62456,-0.3773,-0.8073,0.8104,1.2
1324,13.62946,-0.2163,-0.8215,0.7195,1.11
1325,13.64104,0.0509,-0.6991,0.4825,0.85
1326,13.65203,0.3165,-0.4411,0.3894,0.67
1327,13.66322,1.0811,-0.2994,0.258,1.15
1328,13.6749,2.0478,0.0215,-0.3566,2.08
1329,13.68773,3.0421,0.6714,-1.5329,3.47
1330,13.68881,3.2124,0.817,-1.7772,3.76
1331,13.69807,3.8302,1.169,-2.4295,4.68
1332,13.70888,3.8637,1.4465,-2.0945,4.63
1333,13.71977,3.3125,1.8411,-0.5535,3.83
1334,13.73132,3.0472,2.134,0.6587,3.78
1335,13.74242,3.0431,2.4792,0.7735,4.0
1336,13.75761,3.0895,2.8087,-2.2614,4.75
1337,13.7749,2.8349,3.3743,-4.5685,6.35
1338,13.77512,2.8349,3.3743,-4.5685,6.35
1339,13.78498,2.9124,3.8018,-5.0088,6.93
1340,13.79999,2.9927,5.3741,-3.3695,7.01
1341,13.80887,2.0415,6.9791,-1.8639,7.51
1342,13.81992,0.2459,7.9966,-0.4702,8.01
1343,13.83166,-1.5814,7.9966,2.454,8.51
1344,13.83217,-1.5814,7.9966,2.454,8.51
1345,13.84341,0.2691,7.9966,4.8542,9.36
1346,13.854,2.2638,7.9966,5.4239,9.92
1347,13.86905,7.598,7.9966,5.0206,12.12
1348,13.88587,8.0077,7.9966,2.8043,11.66
1349,13.88609,8.0077,7.9966,2.8043,11.66
1350,13.89746,8.0077,7.6876,4.8256,12.1
1351,13.90812,8.0077,4.7248,7.9766,12.25
1352,13.92082,8.0077,3.6024,7.9766,11.86
1353,13.93078,8.0077,3.0594,7.9766,11.71
1354,13.94245,8.0077,2.2229,7.9766,11.52
1355,13.95339,8.0077,2.6055,7.9572,11.59
1356,13.96436,8.0077,1.4671,6.2806,10.28
1357,13.96556,8.0077,0.9015,5.1405,9.56
1358,13.97577,8.0077,-0.0082,0.3782,8.02
1359,13.99047,8.0077,-1.0423,0.8937,8.12
1360,14.00748,8.0077,-4.9831,4.9976,10.67
1361,14.00776,8.0077,-4.9831,4.9976,10.67
1362,14.01983,7.7494,-6.9294,4.5476,11.35
1363,14.02995,4.1524,-7.7309,4.8061,10.01
1364,14.04304,1.591,-7.9713,2.5568,8.52
1365,14.0537,0.1081,-6.7882,0.5018,6.81
1366,14.06564,1.5468,-5.6561,-0.6874,5.9
1367,14.07624,2.6764,-4.814,-1.7298,5.77
1368,14.08734,3.5578,-4.0372,-2.8494,6.09
1369,14.09834,4.0054,-2.5682,-2.9181,5.58
1370,14.09879,4.0054,-2.5682,-2.9181,5.58
1371,14.10946,5.0878,-1.623,-2.322,5.82
1372,14.12402,4.6144,0.0543,-0.7692,4.68
1373,14.13924,3.1174,1.3667,0.3159,3.42
1374,14.14196,2.8515,1.5701,0.4046,3.28
1375,14.15219,1.77,2.6568,0.3641,3.21
1376,14.16484,1.2622,4.5278,-0.6908,4.75
1377,14.17615,2.4524,6.0312,-1.5876,6.7
1378,14.18699,3.2954,6.5748,-1.1792,7.45
1379,14.19799,2.8882,5.9719,-0.449,6.65
1380,14.20938,1.2947,4.3216,0.3015,4.52
1381,14.22068,-0.5684,2.5043,0.9687,2.74
1382,14.23123,-1.5734,1.257,0.9494,2.23
1383,14.23197,-1.7519,0.9951,0.9025,2.21
1384,14.24666,-2.3107,0.1078,0.7112,2.42
1385,14.26352,-1.8607,-0.3334,0.2888,1.91
1386,14.26378,-1.8607,-0.3334,0.2888,1.91
1387,14.27515,-1.3498,-0.652,-0.5056,1.58
1388,14.28603,-1.1136,-1.0873,-1.2268,1.98
1389,14.29861,-1.2331,-1.5393,-1.7972,2.67
1390,14.31007,-1.3537,-1.9375,-1.6873,2.9
1391,14.32063,-1.3459,-1.9665,-0.843,2.53
1392,14.33092,-1.3296,-1.7234,0.1491,2.18
1393,14.34297,-1.1761,-1.306,0.8685,1.96
1394,14.35394,-0.8095,-0.9822,1.1458,1.71
1395,14.36597,-0.339,-0.5716,1.1546,1.33
1396,14.3674,-0.199,-0.5059,1.1228,1.25
1397,14.37646,0.3263,-0.402,0.9569,1.09
1398,14.39166,1.228,-0.307,0.13,1.27
1399,14.40888,1.118,-0.0661,-0.5657,1.25
1400,14.41949,1.0464,-0.244,-0.9021,1.4
1401,14.42087,1.0464,-0.244,-0.9021,1.4
1402,14.43082,0.9749,-0.3639,-0.8941,1.37
1403,14.44167,0.8303,-0.5086,-0.8044,1.26
1404,14.45367,0.7281,-0.6747,-0.7473,1.24
1405,14.46502,0.7929,-0.8635,-0.6073,1.32
1406,14.47693,0.8693,-1.1315,-0.2289,1.45
1407,14.48832,0.852,-1.1132,0.2641,1.43
1408,14.49822,1.1276,-1.0279,0.7886,1.72
1409,14.5102,2.029,-0.9273,1.2697,2.57
1410,14.52488,2.854,-0.3798,1.3427,3.18
1411,14.52522,2.854,-0.3798,1.3427,3.18
1412,14.54268,3.8446,0.3572,0.3934,3.88
1413,14.54292,3.8446,0.3572,0.3934,3.88
1414,14.55325,4.0366,1.1026,0.5077,4.22
1415,14.56404,4.1737,1.3637,1.1419,4.54
1416,14.57749,3.023,2.7506,2.7709,4.94
1417,14.58765,2.1924,4.3566,3.4756,5.99
1418,14.59846,1.7688,6.0149,3.407,7.14
1419,14.61049,0.5723,7.9966,3.6085,8.79
1420,14.62116,-1.1182,7.9966,4.5386,9.26
1421,14.63278,-6.1854,7.9966,7.765,12.75
1422,14.64733,-7.811,7.9966,7.9766,13.73
1423,14.64781,-7.811,7.9966,7.9766,13.73
1424,14.67514,1.3399,4.8127,7.9766,9.41
1425,14.67537,1.3399,4.8127,7.9766,9.41
1426,14.68838,5.2317,3.6313,7.9766,10.21
1427,14.68944,5.7276,3.5409,7.8556,10.35
1428,14.69761,6.9704,3.5932,6.8003,10.38
1429,14.7096,8.0077,3.9581,5.8531,10.68
1430,14.72108,8.0077,4.328,5.968,10.88
1431,14.73196,8.0077,4.3725,6.4248,11.16
1432,14.74477,7.7038,4.6383,7.8229,11.92
1433,14.7548,7.8594,4.9241,7.9766,12.23
1434,14.7661,8.0077,3.7949,7.9766,11.92
1435,14.78022,8.0077,0.0516,7.9766,11.3
1436,14.79726,8.0077,-3.6961,3.405,9.45
1437,14.79741,8.0077,-3.6961,3.405,9.45
1438,14.81022,7.9722,-4.9323,2.4367,9.69
1439,14.82102,6.0606,-5.6886,3.5445,9.04
1440,14.83264,4.2113,-7.2023,2.7193,8.78
1441,14.83303,4.2113,-7.2023,2.7193,8.78
1442,14.84403,3.1965,-7.7715,1.1216,8.48
1443,14.85491,2.1296,-7.5477,-1.1132,7.92
1444,14.86776,1.6926,-6.8822,-2.5934,7.55
1445,14.87791,2.0786,-6.1269,-2.645,6.99
1446,14.88879,2.2797,-4.6152,-2.1906,5.59
1447,14.89947,3.5649,-3.0434,-0.7534,4.75
1448,14.91086,4.4918,-1.0912,1.0283,4.74
1449,14.92427,4.4114,0.4845,2.7362,5.21
1450,14.92469,4.4114,0.4845,2.7362,5.21
1451,14.94172,2.1795,2.0463,3.5765,4.66
1452,14.95456,1.3819,2.8354,2.0326,3.75
1453,14.96501,1.6523,2.9751,1.382,3.67
1454,14.96566,1.6804,3.0132,1.297,3.69
1455,14.97712,1.5267,3.0137,1.0405,3.53
1456,14.98846,0.6438,2.8283,0.9132,3.04
1457,14.99955,-0.3925,2.4948,1.4902,2.93
1458,15.01217,-1.2995,2.4926,1.6942,3.28
1459,15.02204,-1.6181,3.2792,1.3329,3.89
1460,15.03339,-0.7272,3.802,0.3965,3.89
1461,15.04405,-0.3238,4.1177,-0.4451,4.15
1462,15.05933,-0.639,4.0368,-0.5753,4.13
1463,15.05961,-0.639,4.0368,-0.5753,4.13
1464,15.07597,-0.8661,3.5905,0.5174,3.73
1465,15.0897,-0.8141,3.1661,1.017,3.42
1466,15.09085,-0.7885,3.0631,1.0564,3.33
1467,15.09995,-0.6082,2.6477,1.0209,2.9
1468,15.11165,-0.1789,2.069,0.3162,2.1
1469,15.12196,-0.0612,1.6862,-0.4756,1.75
1470,15.1331,-0.178,1.3246,-1.0424,1.69
1471,15.14521,-0.2158,0.9753,-0.8584,1.32
1472,15.15604,-0.3277,0.6369,-0.4126,0.83
1473,15.16796,-0.6121,0.5141,0.0611,0.8
1474,15.18064,-0.5676,0.3521,0.517,0.84
1475,15.19651,-0.5146,0.2959,0.7149,0.93
1476,15.19669,-0.5146,0.2959,0.7149,0.93
1477,15.21038,-0.3783,0.3873,0.2287,0.59
1478,15.22172,-0.1074,0.5724,-0.4441,0.73
1479,15.23255,0.049,0.7007,-0.6955,0.99
1480,15.23284,0.049,0.7007,-0.6955,0.99
1481,15.24351,0.0043,0.7273,-0.6012,0.94
1482,15.25555,-0.2984,0.7554,-0.2794,0.86
1483,15.26754,-0.5837,0.73,0.0936,0.94
1484,15.27864,-0.8041,0.7119,0.3413,1.13
1485,15.29325,-0.7946,0.7452,0.4097,1.16
1486,15.32386,0.0592,1.0464,-0.4297,1.13
1487,15.32419,0.0592,1.0464,-0.4297,1.13
1488,15.32446,0.0592,1.0464,-0.4297,1.13
1489,15.33241,0.0099,1.1148,-0.9354,1.46
1490,15.34348,-0.1838,1.1714,-1.2918,1.75
1491,15.35712,-0.4059,1.1651,-1.3727,1.85
1492,15.35754,-0.4059,1.1651,-1.3727,1.85
1493,15.3685,-0.5219,1.117,-1.1784,1.71
1494,15.37987,-0.6387,1.1666,-0.8802,1.59
1495,15.38946,-0.6817,1.2689,-0.5709,1.55
1496,15.40458,-0.4401,1.3312,-0.2814,1.43
1497,15.42997,-0.2698,1.3559,-0.2171,1.4
1498,15.43025,-0.2698,1.3559,-0.2171,1.4
1499,15.43048,-0.2698,1.3559,-0.2171,1.4
1500,15.44545,-0.5842,1.3564,-0.4009,1.53
1501,15.45454,-0.7863,1.4221,-0.4111,1.68
1502,15.46561,-0.7826,1.436,-0.2504,1.65
1503,15.4795,-0.3507,1.4104,0.2297,1.47
1504,15.48892,0.0346,1.362,0.4869,1.45
1505,15.5008,0.4692,1.2865,0.4838,1.45
1506,15.50151,0.5258,1.2643,0.4415,1.44
1507,15.51519,0.5459,1.1644,0.173,1.3
1508,15.53279,-0.0829,1.0386,-0.0618,1.04
1509,15.53306,-0.0829,1.0386,-0.0618,1.04
1510,15.5442,-0.3673,0.9206,-0.0227,0.99
1511,15.55448,-0.5471,0.7821,0.0794,0.96
1512,15.5669,-0.5708,0.6824,0.1984,0.91
1513,15.57864,-0.4677,0.6472,0.3536,0.87
1514,15.58965,-0.242,0.6531,0.5937,0.92
1515,15.60069,-0.0627,0.6369,0.61,0.88
1516,15.61521,0.0668,0.5456,0.1874,0.58
1517,15.6156,0.0668,0.5456,0.1874,0.58
1518,15.62978,-0.177,0.5883,-0.3732,0.72
1519,15.63357,-0.2149,0.6015,-0.4238,0.77
1520,15.64374,-0.3529,0.6445,-0.5843,0.94
1521,15.65521,-0.4157,0.6484,-0.6161,0.99
1522,15.66843,-0.4501,0.6325,-0.4719,0.91
1523,15.67854,-0.5107,0.7056,-0.2899,0.92
1524,15.68952,-0.4867,0.8072,-0.1715,0.96
1525,15.70072,-0.3321,0.8304,-0.1336,0.9
1526,15.71162,-0.1159,0.849,-0.0207,0.86
