ID,time,gFx,gFy,gFz,TgF
515,5.29576,-0.3026,0.8429,-0.3876,0.98
516,5.30918,-0.3822,0.8578,-0.373,1.01
517,5.31816,-0.4057,0.8575,-0.3825,1.02
518,5.33244,-0.5202,0.8878,-0.3811,1.1
519,5.33287,-0.5202,0.8878,-0.3811,1.1
520,5.34865,-0.5439,0.9367,-0.3036,1.12
521,5.35264,-0.5366,0.9411,-0.2892,1.12
522,5.36204,-0.5185,0.9416,-0.2601,1.11
523,5.37328,-0.6067,0.9787,-0.1842,1.17
524,5.3844,-0.5854,1.0019,-0.1673,1.17
525,5.39569,-0.6221,0.9948,-0.1954,1.19
526,5.40928,-0.6629,1.019,-0.2005,1.23
527,5.41839,-0.6016,1.039,-0.201,1.22
528,5.42915,-0.5034,1.0093,-0.2027,1.15
529,5.44043,-0.4166,0.958,-0.222,1.07
530,5.45419,-0.3465,0.904,-0.2227,0.99
531,5.47234,-0.389,0.8646,-0.1651,0.96
532,5.47295,-0.389,0.8646,-0.1651,0.96
533,5.4778,-0.4147,0.8412,-0.1578,0.95
534,5.49561,-0.5046,0.7733,-0.1358,0.93
535,5.49661,-0.5129,0.7613,-0.1346,0.93
536,5.50917,-0.5185,0.6873,-0.1624,0.88
537,5.51933,-0.5591,0.6401,-0.1912,0.87
538,5.52938,-0.5977,0.6382,-0.2237,0.9
539,5.54162,-0.4286,0.6311,-0.2856,0.81
540,5.5561,-0.3346,0.527,-0.3845,0.73
541,5.5749,-0.4677,0.5246,-0.4739,0.85
542,5.57537,-0.4677,0.5246,-0.4739,0.85
543,5.58492,-0.5417,0.4872,-0.5103,0.89
544,5.5952,-0.6377,0.4796,-0.4915,0.94
545,5.60737,-0.7486,0.4994,-0.4324,1.0
546,5.61943,-0.764,0.5358,-0.3471,1.0
547,5.62046,-0.7572,0.5468,-0.3256,0.99
548,5.62971,-0.7064,0.5949,-0.2474,0.96
549,5.6413,-0.5916,0.6719,-0.1624,0.91
550,5.65187,-0.4811,0.7014,-0.1436,0.86
551,5.66325,-0.3639,0.7483,-0.1631,0.85
552,5.67423,-0.2984,0.7894,-0.1768,0.86
553,5.68886,-0.2466,0.7659,-0.2789,0.85
554,5.7084,-0.3949,0.7239,-0.384,0.91
555,5.70882,-0.3949,0.7239,-0.384,0.91
556,5.71873,-0.4963,0.719,-0.3984,0.96
557,5.72889,-0.5557,0.7131,-0.3906,0.98
558,5.74212,-0.5319,0.7239,-0.3796,0.98
559,5.75266,-0.4814,0.7073,-0.3869,0.94
560,5.75389,-0.4726,0.7022,-0.3908,0.93
561,5.76328,-0.4635,0.7002,-0.414,0.94
562,5.77431,-0.5007,0.6963,-0.4497,0.97
563,5.78597,-0.5615,0.6633,-0.4661,0.99
564,5.797,-0.5784,0.6343,-0.4355,0.96
565,5.81143,-0.4875,0.5866,-0.3982,0.86
566,5.83039,-0.3517,0.5695,-0.4477,0.81
567,5.83076,-0.3517,0.5695,-0.4477,0.81
568,5.84084,-0.2925,0.5595,-0.5474,0.84
569,5.85103,-0.2661,0.5463,-0.6864,0.92
570,5.86305,-0.3258,0.5488,-0.781,1.01
571,5.87393,-0.4323,0.5859,-0.8977,1.16
572,5.88516,-0.5652,0.6174,-0.9942,1.3
573,5.89624,-0.7523,0.6714,-1.0412,1.45
574,5.90716,-0.8659,0.7342,-1.005,1.52
575,5.90748,-0.8659,0.7342,-1.005,1.52
576,5.91834,-0.8935,0.7916,-0.9156,1.5
577,5.92958,-0.8358,0.8807,-0.8086,1.46
578,5.94271,-0.6837,0.9709,-0.6295,1.34
579,5.95219,-0.5737,1.0004,-0.4866,1.25
580,5.96197,-0.3756,1.0298,-0.3945,1.16
581,5.97352,-0.1501,1.0395,-0.3989,1.12
582,5.98591,-0.0754,1.043,-0.5252,1.17
583,5.99696,-0.0849,1.0552,-0.7187,1.28
584,6.00803,-0.1022,1.022,-0.9185,1.38
585,6.0193,-0.1213,0.9814,-1.0343,1.43
586,6.03037,-0.187,0.8954,-1.0587,1.4
587,6.04104,-0.2649,0.8094,-1.0028,1.32
588,6.05286,-0.4166,0.6751,-0.8289,1.15
589,6.06342,-0.5359,0.401,-0.5186,0.85
590,6.07709,-0.3878,0.0079,0.1671,0.42
591,6.07744,-0.3878,0.0079,0.1671,0.42
592,6.0958,-0.0226,-0.6713,1.4631,1.61
593,6.09651,-0.0023,-0.835,1.6886,1.88
594,6.10732,-0.1384,-1.6748,2.4498,2.97
595,6.11949,-0.2112,-4.325,0.9569,4.43
596,6.13109,-2.7382,-7.2389,-6.0167,9.8
597,6.14226,-7.9905,-5.9393,-8.0283,12.79
598,6.15316,-7.9905,-4.76,-8.0283,12.29
599,6.16391,-7.6395,-4.9372,-4.4904,10.14
600,6.18973,1.0061,-2.1722,-0.3246,2.42
601,6.18999,1.0061,-2.1722,-0.3246,2.42
602,6.19025,1.0061,-2.1722,-0.3246,2.42
603,6.20945,1.9564,-2.2489,-7.2538,7.84
604,6.21025,1.9564,-2.2489,-7.2538,7.84
605,6.21795,2.3901,-3.7831,-6.7093,8.06
606,6.22912,3.3357,-4.4784,-0.3425,5.59
607,6.24086,8.0077,0.0113,7.9766,11.3
608,6.25201,8.0077,2.2029,7.9766,11.52
609,6.26277,8.0077,5.1757,-1.1736,9.61
610,6.27478,8.0077,-0.6649,-8.0283,11.36
611,6.28625,-3.9929,-7.1766,4.7211,9.47
612,6.29778,-6.2986,-3.7435,7.9766,10.83
613,6.30805,-1.6809,-2.6129,7.5532,8.17
614,6.32095,3.7459,-0.3205,-6.7967,7.77
615,6.33106,3.9025,1.1881,-8.0283,9.01
616,6.34211,2.6287,0.4386,-5.9566,6.53
617,6.34321,2.0666,0.1334,-5.0066,5.42
618,6.35665,-1.9584,-0.5567,-2.0713,2.9
619,6.37192,-2.0569,0.0572,-2.6743,3.37
620,6.37538,-1.5275,0.1977,-2.9892,3.36
621,6.38595,-0.8073,0.6128,-3.5681,3.71
622,6.39763,-0.4242,1.213,-3.6913,3.91
623,6.40798,0.1269,1.4067,-3.2525,3.55
624,6.41969,0.8107,1.2196,-2.5543,2.94
625,6.43083,1.0924,0.5839,-2.5211,2.81
626,6.44203,0.307,-0.2789,-3.2735,3.3
627,6.45632,-0.7438,-1.0387,-2.1945,2.54
628,6.4568,-0.7438,-1.0387,-2.1945,2.54
629,6.47296,-1.986,-1.3983,-0.0071,2.43
630,6.47804,-2.1467,-1.3956,0.2949,2.58
631,6.48612,-2.2528,-1.3196,0.6533,2.69
632,6.49803,-1.8081,-1.1345,0.9477,2.34
633,6.50849,-1.1617,-1.091,0.7119,1.75
634,6.52011,-0.5136,-0.8608,-0.0711,1.0
635,6.53133,-0.2689,-0.6258,-0.864,1.1
636,6.54218,-0.2449,-0.47,-1.2102,1.32
637,6.55518,-0.2065,-0.4551,-1.1108,1.22
638,6.56438,-0.232,-0.4338,-0.9131,1.04
639,6.57631,-0.2478,-0.4433,-0.704,0.87
640,6.58661,-0.2429,-0.492,-0.4497,0.71
641,6.60161,-0.402,-0.5916,0.1373,0.73
642,6.60204,-0.402,-0.5916,0.1373,0.73
643,6.62354,-0.2212,-0.7668,0.537,0.96
644,6.62389,-0.2212,-0.7668,0.537,0.96
645,6.63076,-0.0954,-0.7602,0.5326,0.93
646,6.64123,0.1443,-0.7687,0.3904,0.87
647,6.65388,0.4418,-0.8442,-0.0166,0.95
648,6.66518,0.6143,-0.7585,-0.2198,1.0
649,6.6758,0.8989,-0.681,-0.0356,1.13
650,6.69005,1.8077,-0.4707,0.6061,1.96
651,6.70698,3.0108,0.2212,0.1618,3.02
652,6.70727,3.0108,0.2212,0.1618,3.02
653,6.72086,3.99,0.7982,-1.4291,4.31
654,6.73068,4.1612,1.5078,-2.4573,5.06
655,6.74155,4.5846,1.6725,-3.0168,5.74
656,6.75334,4.4167,1.8088,-2.3232,5.31
657,6.75391,4.3092,1.8276,-1.9485,5.07
658,6.76479,4.2602,1.6625,-0.6065,4.61
659,6.77558,4.2865,1.6075,-0.0273,4.58
660,6.78725,3.494,1.5313,-1.0243,3.95
661,6.79873,2.684,1.5272,-3.2549,4.49
662,6.80945,3.0758,1.6825,-5.5008,6.52
663,6.82131,4.2174,3.5326,-6.5341,8.54
664,6.8362,6.4087,7.2886,-2.9005,10.13
665,6.83672,6.4087,7.2886,-2.9005,10.13
666,6.85571,2.7423,7.9966,7.2923,11.16
667,6.86627,1.096,7.9966,7.9766,11.35
668,6.87546,1.2346,7.9966,7.9766,11.36
669,6.88875,4.0432,7.9966,7.9766,12.0
670,6.89006,4.6594,7.9966,7.9766,12.22
671,6.90058,6.3105,7.9966,7.3902,12.59
672,6.90908,6.6719,7.9966,6.8968,12.49
673,6.92094,7.6488,5.2444,7.7042,12.06
674,6.93164,8.0077,2.9895,7.9766,11.69
675,6.94312,8.0077,2.1958,7.9766,11.51
676,6.95438,8.0077,2.177,7.9766,11.51
677,6.96516,8.0077,1.4737,7.9766,11.4
678,6.97935,8.0077,2.8525,6.7732,10.87
679,6.97981,8.0077,2.8525,6.7732,10.87
680,6.99574,8.0077,0.6526,2.5385,8.43
681,7.00887,8.0077,0.1921,-1.6797,8.18
682,7.02001,8.0077,-2.4915,1.6789,8.55
683,7.02036,8.0077,-2.4915,1.6789,8.55
684,7.03102,8.0077,-6.1493,6.3178,11.91
685,7.04392,5.5796,-8.0082,6.0984,11.51
686,7.05384,1.8602,-7.9444,4.9121,9.52
687,7.065,0.4526,-7.5704,2.2415,7.91
688,7.07853,0.5618,-6.6607,-0.96,6.75
689,7.09061,0.8977,-5.1988,-2.4363,5.81
690,7.10132,2.0908,-4.2739,-2.7392,5.49
691,7.10858,3.0279,-3.6094,-2.9071,5.54
692,7.1203,4.0374,-2.5489,-3.6321,6.0
693,7.13197,4.1202,-1.4486,-3.9067,5.86
694,7.14314,3.6912,-0.1944,-2.7844,4.63
695,7.14353,3.6912,-0.1944,-2.7844,4.63
696,7.1545,3.3536,0.7352,-1.1098,3.61
697,7.16577,2.594,2.0622,-0.3745,3.33
698,7.17713,2.5364,4.0703,-0.3937,4.81
699,7.18783,3.2436,5.0179,-0.3952,5.99
700,7.20978,3.4454,5.3758,0.6286,6.42
701,7.21008,3.4454,5.3758,0.6286,6.42
702,7.22034,2.3134,4.3006,1.1082,5.01
703,7.23131,0.9145,2.5068,1.5288,3.08
704,7.24172,-0.112,1.1214,2.0673,2.35
705,7.25338,-1.2622,-0.0757,2.475,2.78
706,7.26517,-2.0283,-0.9131,1.9657,2.97
707,7.27722,-1.8959,-1.6922,0.4481,2.58
708,7.27775,-1.8959,-1.6922,0.4481,2.58
709,7.28809,-1.2922,-2.2355,-1.3103,2.9
710,7.29877,-0.9375,-2.4776,-2.5419,3.67
711,7.30987,-0.8517,-2.5741,-3.2166,4.21
712,7.32104,-0.9026,-2.482,-2.7605,3.82
713,7.33224,-0.7103,-2.3364,-1.5244,2.88
714,7.34346,-0.3412,-1.9181,-0.4421,2.0
715,7.35453,-0.1513,-1.315,0.1808,1.34
716,7.3692,-0.2009,-0.5342,0.8607,1.03
717,7.38857,0.5341,0.0135,1.642,1.73
718,7.38917,0.5341,0.0135,1.642,1.73
719,7.39927,0.8789,0.1134,1.4409,1.69
720,7.40907,0.8732,0.1022,0.8705,1.24
721,7.42088,0.4709,0.0863,0.1537,0.5
722,7.42182,0.3927,0.0675,0.0587,0.4
723,7.43241,0.2789,-0.1065,-0.1512,0.33
724,7.44371,0.4677,-0.5037,-0.3205,0.76
725,7.45547,0.4878,-0.7634,-0.4265,1.0
726,7.4666,0.596,-1.0685,-0.5167,1.33
727,7.48035,0.8549,-1.3551,-0.3725,1.64
728,7.49892,1.7268,-1.623,0.5143,2.42
729,7.49927,1.7268,-1.623,0.5143,2.42
730,7.51062,2.1507,-1.5004,0.8607,2.76
731,7.52084,2.4807,-1.1083,1.1739,2.96
732,7.53283,3.357,-0.423,1.6498,3.76
733,7.54389,4.43,0.1784,1.4126,4.65
734,7.55448,4.568,0.6648,0.5453,4.65
735,7.55539,4.4265,0.764,0.3062,4.5
736,7.56597,3.1535,1.1268,-0.5418,3.39
737,7.57757,1.5563,2.7433,0.5089,3.19
738,7.58851,2.7746,5.161,4.4096,7.33
739,7.60267,1.9462,7.9966,7.9766,11.46
740,7.62049,-0.6964,7.9966,7.9766,11.32
741,7.62117,-0.6964,7.9966,7.9766,11.32
742,7.63211,-3.4488,7.9966,7.9766,11.81
743,7.64397,-3.8285,7.9966,7.9766,11.93
744,7.65533,-0.5402,7.3353,7.9766,10.85
745,7.66708,6.109,3.7998,7.9766,10.74
746,7.6777,8.0077,2.5727,7.132,11.03
747,7.67815,8.0077,2.5727,7.132,11.03
748,7.68823,8.0077,2.7824,3.3308,9.11
749,7.69951,8.0077,3.738,1.6268,8.99
750,7.71298,8.0077,3.2531,5.4637,10.23
751,7.73058,8.0077,2.9384,7.9766,11.68
752,7.73137,8.0077,3.0027,7.9766,11.69
753,7.7438,8.0077,2.8454,7.9766,11.66
754,7.75484,8.0077,1.0205,7.9766,11.35
755,7.76636,8.0077,-1.9353,6.9871,10.8
756,7.77799,8.0077,-5.2955,4.2982,10.52
757,7.78827,8.0077,-6.8456,3.1097,10.98
758,7.79968,5.5666,-6.5903,5.1586,10.05
759,7.81252,4.5609,-8.0082,3.7568,9.95
760,7.81323,4.5609,-8.0082,3.7568,9.95
761,7.82168,3.1484,-8.0082,1.2916,8.7
762,7.83326,2.0527,-8.0082,-2.4173,8.61
763,7.84436,0.1934,-7.9911,-4.1618,9.01
764,7.85882,0.6265,-6.8309,-3.0707,7.52
765,7.87754,2.0693,-3.4895,-0.2259,4.06
766,7.87791,2.0693,-3.4895,-0.2259,4.06
767,7.88836,3.2737,-1.3372,1.0752,3.7
768,7.8996,4.6982,0.5527,2.5896,5.39
769,7.91112,3.5173,2.1335,3.0208,5.1
770,7.922,2.1096,3.1466,1.9757,4.27
771,7.93324,1.8915,2.9722,1.1724,3.71
772,7.94428,1.3242,2.444,0.0369,2.78
773,7.95592,0.2593,1.6549,-0.8736,1.89
774,7.95645,0.2593,1.6549,-0.8736,1.89
775,7.96789,-0.5547,0.9262,-0.6845,1.28
776,7.97844,-0.8068,0.6225,0.3032,1.06
777,7.99198,-0.9499,0.9071,1.0898,1.71
778,8.0087,-0.4504,1.9486,0.3807,2.04
779,8.02148,0.3211,2.8327,-0.2782,2.86
780,8.02212,0.3602,2.9279,-0.3212,2.97
781,8.03191,0.2075,3.1879,-0.2587,3.21
782,8.04549,-0.3749,3.2568,0.0106,3.28
783,8.0549,-0.7176,3.2783,0.4554,3.39
784,8.06694,-0.7623,3.149,1.1262,3.43
785,8.07804,-0.4061,3.0401,1.1126,3.26
786,8.08948,0.3057,2.7195,-0.028,2.74
787,8.10317,0.553,2.3993,-1.6714,2.98
788,8.10358,0.553,2.3993,-1.6714,2.98
789,8.12428,0.0815,1.9776,-1.9318,2.77
790,8.12464,0.0815,1.9776,-1.9318,2.77
791,8.13332,0.0251,1.7697,-1.4394,2.28
792,8.14378,-0.2161,1.5399,-0.5677,1.66
793,8.15637,-0.5434,1.4062,0.1002,1.51
794,8.16713,-0.5903,1.3823,0.3809,1.55
795,8.17862,-0.2327,1.2262,0.5023,1.35
796,8.18978,0.1413,1.0635,0.368,1.13
797,8.20082,0.0421,1.0456,-0.1614,1.06
798,8.21406,-0.241,0.9904,-0.6488,1.21
799,8.23244,-0.3666,0.7713,-0.792,1.16
800,8.24235,-0.3631,0.5854,-0.5643,0.89
801,8.24453,-0.3842,0.539,-0.4798,0.82
802,8.25449,-0.531,0.3721,-0.1568,0.67
803,8.2656,-0.7091,0.238,0.122,0.76
804,8.26576,-0.7091,0.238,0.122,0.76
805,8.28853,-0.8583,0.184,0.2602,0.92
806,8.30087,-0.712,0.2629,0.0829,0.76
807,8.30127,-0.712,0.2629,0.0829,0.76
808,8.32224,-0.5202,0.3709,-0.3769,0.74
809,8.32245,-0.5202,0.3709,-0.3769,0.74
810,8.33324,-0.5012,0.463,-0.5956,0.91
811,8.34453,-0.38,0.5343,-0.8398,1.07
812,8.36384,-0.2288,0.5937,-0.9432,1.14
813,8.364,-0.2288,0.5937,-0.9432,1.14
814,8.3773,-0.2566,0.6284,-0.8486,1.09
815,8.3879,-0.2713,0.6528,-0.7846,1.06
816,8.40171,-0.1833,0.7821,-0.6285,1.02
817,8.41179,-0.0946,0.8502,-0.5516,1.02
818,8.42294,-0.1355,0.954,-0.5095,1.09
819,8.43366,-0.2845,1.1275,-0.3857,1.23
820,8.43424,-0.3177,1.1668,-0.3351,1.25
821,8.4449,-0.3639,1.2628,-0.1248,1.32
822,8.45689,-0.294,1.3246,0.1051,1.36
823,8.46795,-0.2151,1.4246,0.2527,1.46
824,8.47914,-0.1254,1.439,0.3025,1.48
825,8.49251,0.0356,1.458,0.3577,1.5
826,8.50831,0.0746,1.3515,0.3775,1.41
827,8.50866,0.0746,1.3515,0.3775,1.41
828,8.52192,-0.0294,1.2723,0.3511,1.32
829,8.53296,-0.1831,1.211,0.3355,1.27
830,8.54491,-0.2813,1.1143,0.3704,1.21
831,8.5571,-0.4088,1.0271,0.4078,1.18
832,8.55796,-0.4406,1.0117,0.4136,1.18
833,8.57946,-0.7049,0.9167,0.4657,1.25
834,8.58042,-0.7254,0.9071,0.4752,1.25
835,8.59038,-0.7589,0.8497,0.4977,1.24
836,8.60344,-0.6715,0.7752,0.4723,1.13
837,8.61765,-0.5273,0.729,0.375,0.97
838,8.62204,-0.5053,0.7212,0.3416,0.94
839,8.63317,-0.4098,0.6865,0.1112,0.81
840,8.64507,-0.3583,0.6724,-0.2679,0.81
841,8.65713,-0.3575,0.6797,-0.6742,1.02
842,8.66835,-0.3519,0.7134,-0.9796,1.26
843,8.67948,-0.3629,0.7666,-1.1269,1.41
844,8.69038,-0.4147,0.8434,-1.1027,1.45
845,8.70455,-0.4682,0.9623,-0.9077,1.4
846,8.70513,-0.4682,0.9623,-0.9077,1.4
847,8.71858,-0.4501,0.9592,-0.686,1.26
848,8.72206,-0.4579,0.9548,-0.6486,1.24
849,8.73365,-0.5019,0.9672,-0.4128,1.17
850,8.74565,-0.5161,0.9685,-0.1829,1.11
851,8.75688,-0.4093,0.9233,-0.0747,1.01
852,8.76798,-0.2862,0.8883,-0.1175,0.94
853,8.77905,-0.3145,0.9001,-0.1578,0.97
854,8.79068,-0.4675,0.9623,-0.2003,1.09
855,8.8008,-0.6118,1.0107,-0.2105,1.2
856,8.81237,-0.7203,1.0283,-0.2032,1.27
857,8.82341,-0.712,1.0004,-0.1416,1.24
858,8.83447,-0.6458,0.9772,-0.0584,1.17
859,8.85037,-0.5334,0.9025,-0.0085,1.05
860,8.85106,-0.5241,0.8947,-0.0117,1.04
861,8.86448,-0.4758,0.8551,-0.105,0.98
862,8.86858,-0.453,0.8294,-0.172,0.96
863,8.87872,-0.4161,0.7813,-0.3075,0.94
864,8.88983,-0.423,0.7527,-0.4387,0.97
865,8.90074,-0.4421,0.7325,-0.5015,0.99
866,8.91206,-0.4428,0.6873,-0.5157,0.97
867,8.92382,-0.4245,0.6333,-0.4739,0.9
868,8.93545,-0.465,0.5998,-0.4255,0.87
869,8.94586,-0.5278,0.5873,-0.3425,0.86
870,8.95764,-0.6021,0.581,-0.2352,0.87
871,8.96854,-0.6138,0.559,-0.1653,0.85
872,8.98258,-0.5464,0.5329,-0.0742,0.77
873,8.98302,-0.5464,0.5329,-0.0742,0.77
874,9.00239,-0.4484,0.4928,-0.1536,0.68
875,9.00272,-0.4484,0.4928,-0.1536,0.68
876,9.01223,-0.4843,0.4916,-0.2174,0.72
877,9.02267,-0.554,0.4984,-0.2557,0.79
878,9.03452,-0.5529,0.4776,-0.2455,0.77
879,9.0464,-0.5642,0.4036,-0.1942,0.72
880,9.05772,-0.6028,0.5886,-0.049,0.84
881,9.06856,-0.4391,0.5524,-0.0197,0.71
882,9.0796,-0.2461,0.5478,-0.0444,0.6
883,9.09426,-0.1921,0.6377,-0.1165,0.68
884,9.0948,-0.1921,0.6377,-0.1165,0.68
885,9.11384,-0.2403,0.6607,-0.1189,0.71
886,9.12304,-0.2938,0.6518,-0.0571,0.72
887,9.13354,-0.3521,0.5859,0.0372,0.68
888,9.13381,-0.3521,0.5859,0.0372,0.68
889,9.14602,-0.4286,0.5434,0.1068,0.7
890,9.15787,-0.5322,0.5722,-0.0171,0.78
891,9.16966,-0.6265,0.689,-0.1717,0.95
892,9.17976,-0.7645,0.8832,-0.3163,1.21
893,9.19252,-0.8757,1.0432,-0.5753,1.48
894,9.20236,-0.9262,1.1265,-0.7607,1.64
895,9.2138,-0.8987,1.2181,-0.8701,1.75
896,9.22791,-0.7364,1.3031,-0.727,1.66
897,9.22826,-0.7364,1.3031,-0.727,1.66
898,9.24618,-0.4374,1.5526,-0.2482,1.63
899,9.25766,-0.2806,1.651,-0.1028,1.68
900,9.27021,-0.2996,1.7209,-0.104,1.75
901,9.27039,-0.2996,1.7209,-0.104,1.75
902,9.27969,-0.4049,1.7849,0.0128,1.83
903,9.28968,-0.2889,1.7411,-0.085,1.77
904,9.30186,-0.0661,1.5115,-0.1187,1.52
905,9.31178,-0.0275,1.3972,-0.125,1.4
906,9.32482,0.0226,1.1998,-0.1861,1.21
907,9.33567,0.0253,1.0254,-0.2294,1.05
908,9.34696,-0.0013,0.8121,-0.3127,0.87
909,9.35837,-0.0241,0.6775,-0.4065,0.79
910,9.37159,-0.1018,0.4576,-0.4082,0.62
911,9.37202,-0.1018,0.4576,-0.4082,0.62
912,9.39161,-0.2657,0.2033,-0.4057,0.53
913,9.39215,-0.2725,0.1757,-0.3813,0.5
914,9.40114,-0.2916,0.0978,-0.2535,0.4
915,9.41167,-0.3299,-0.0248,0.1308,0.36
916,9.42382,-0.327,-0.2125,0.5553,0.68
917,9.43594,-0.3512,-0.2609,0.697,0.82
918,9.44741,-0.186,-0.1318,0.571,0.61
919,9.45869,0.1814,-0.0275,0.389,0.43
920,9.47248,0.9463,0.5822,0.4071,1.18
921,9.4891,1.9745,0.9428,0.141,2.19
922,9.48996,1.9024,1.0151,0.0389,2.16
923,9.50096,1.0738,1.3867,-0.5638,1.84
924,9.51245,-0.5112,1.3635,-1.411,2.03
925,9.52397,-4.2142,1.1065,-2.173,4.87
926,9.53529,-7.7692,0.4061,-4.3794,8.93
927,9.53604,-7.9903,0.2077,-5.2506,9.56
928,9.5482,-7.9903,0.463,-7.2275,10.78
929,9.55802,-7.9563,0.4246,-4.7772,9.29
930,9.56903,-3.9846,0.2859,-1.978,4.46
931,9.57993,-3.5471,0.7026,-1.6035,3.96
932,9.59104,-4.9801,0.8121,-2.2529,5.53
933,9.60594,-5.5158,-0.2789,-2.1622,5.93
934,9.6243,-4.1558,-3.0314,-1.9978,5.52
935,9.62457,-4.1558,-3.0314,-1.9978,5.52
936,9.63422,-3.0479,-4.111,-2.3256,5.62
937,9.6459,2.5479,-6.0778,-1.883,6.85
938,9.65917,8.0077,-5.2662,0.935,9.63
939,9.67014,8.0077,-0.5623,6.8491,10.55
940,9.67076,8.0077,-0.5623,6.8491,10.55
941,9.68037,8.0077,2.3377,5.5986,10.05
942,9.69087,8.0077,5.9594,-3.5691,10.6
943,9.70256,8.0077,-4.7649,-4.8219,10.49
944,9.71295,1.1894,-8.0082,5.7803,9.95
945,9.7246,-6.5448,-6.8871,7.9766,12.41
946,9.73635,0.9094,-5.1898,6.0493,8.02
947,9.7503,3.8463,-1.987,-8.0283,9.12
948,9.7654,2.9998,-1.2771,-8.0283,8.67
949,9.76592,2.8481,-1.5698,-7.9296,8.57
950,9.7809,0.5295,-2.216,-1.8385,2.93
951,9.79182,-2.331,-0.4939,-1.4066,2.77
952,9.80255,-1.9323,0.5954,-3.6468,4.17
953,9.8134,-1.5812,1.6478,-3.8132,4.44
954,9.81414,-1.4964,1.8442,-3.7812,4.47
955,9.82494,-1.4307,2.2271,-3.1582,4.12
956,9.83614,-2.2203,2.1035,-1.2989,3.32
957,9.84728,-3.015,1.3168,-0.3798,3.31
958,9.85855,-4.4123,0.398,-0.1705,4.43
959,9.87053,-4.0215,0.4977,-0.5135,4.08
960,9.884,-0.4931,0.119,-2.0061,2.07
961,9.90307,0.6385,-0.1749,-4.1234,4.18
962,9.90339,0.6385,-0.1749,-4.1234,4.18
963,9.91273,0.2733,-0.4128,-3.2603,3.3
964,9.92392,0.0157,-0.9449,-0.8699,1.28
965,9.93725,-0.2532,-1.4723,0.8419,1.71
966,9.94702,-0.9138,-1.3993,1.8613,2.5
967,9.95925,-1.044,-0.9669,2.4024,2.79
968,9.9597,-1.044,-0.9669,2.4024,2.79
969,9.9696,-0.4931,-0.7888,2.0651,2.26
970,9.98104,-0.2285,-0.5538,1.202,1.34
971,9.99174,-0.2525,-0.3735,0.2947,0.54
972,10.00452,-0.0478,-0.2266,-0.9254,0.95
973,10.01762,0.1648,-0.1768,-1.317,1.34
974,10.04065,0.3355,-0.2613,-0.8797,0.98
975,10.04096,0.3355,-0.2613,-0.8797,0.98
976,10.04729,0.2757,-0.2982,-0.748,0.85
977,10.05767,0.2014,-0.3989,-0.3398,0.56
978,10.06849,0.1501,-0.4172,0.0196,0.44
979,10.08127,0.0265,-0.1751,0.6711,0.69
980,10.08182,0.0265,-0.1751,0.6711,0.69
981,10.09282,0.1362,0.1159,1.36,1.37
982,10.10361,0.6917,0.2856,1.6566,1.82
983,10.11461,1.7136,0.6157,0.9211,2.04
984,10.1296,2.213,1.0701,-1.1205,2.7
985,10.14801,1.9613,1.4184,-2.6765,3.61
986,10.14838,1.9613,1.4184,-2.6765,3.61
987,10.15996,1.9567,1.3285,-1.5219,2.81
988,10.168,1.9472,1.4106,-0.4377,2.44
989,10.18199,2.1255,1.6625,1.254,2.98
990,10.19205,2.0925,2.0004,1.5682,3.29
991,10.20331,1.4823,2.8422,0.1427,3.21
992,10.21404,1.3508,3.5543,-1.5771,4.12
993,10.22659,1.9506,4.4374,-2.6098,5.51
994,10.22706,1.9506,4.4374,-2.6098,5.51
995,10.23653,1.8688,4.9155,-2.1116,5.67
996,10.24761,1.0003,5.2842,-1.1462,5.5
997,10.26169,-1.053,6.3222,-1.4552,6.57
998,10.27771,-0.5535,7.3233,-3.8173,8.28
999,10.27795,-0.5535,7.3233,-3.8173,8.28
1000,10.2878,0.4049,7.9966,-5.8701,9.93
1001,10.30273,2.6576,7.9966,-4.1569,9.4
1002,10.31283,3.1965,7.9966,-1.0365,8.67
1003,10.32479,3.6846,7.9966,4.4216,9.85
1004,10.33684,7.0674,7.9966,7.9384,13.3
1005,10.34896,8.0077,7.9966,7.5764,13.62
1006,10.3597,8.0077,7.6243,6.0879,12.62
1007,10.37049,8.0077,5.883,6.5662,11.91
1008,10.37132,8.0077,5.4738,6.9955,11.96
1009,10.38491,8.0077,3.7449,7.9766,11.91
1010,10.39828,8.0077,2.7245,7.9766,11.63
1011,10.40223,8.0077,3.0027,7.9766,11.69
1012,10.413,8.0077,3.0721,7.9766,11.71
1013,10.42568,8.0077,-0.1423,5.1752,9.54
1014,10.43744,8.0077,-1.4413,-1.6851,8.31
1015,10.44866,8.0077,-2.7964,-1.71,8.65
1016,10.45932,7.9871,-4.0227,2.0902,9.18
1017,10.47094,7.3554,-5.52,3.0569,9.69
1018,10.48161,5.7042,-6.4134,2.5915,8.97
1019,10.49322,3.2434,-6.6384,1.2311,7.49
1020,10.49363,3.2434,-6.6384,1.2311,7.49
1021,10.50396,2.1279,-6.3167,1.0202,6.74
1022,10.51588,2.084,-5.7617,1.061,6.22
1023,10.52985,2.7057,-4.7425,0.1124,5.46
1024,10.54482,3.6299,-3.7215,-1.1008,5.31
1025,10.54511,3.6299,-3.7215,-1.1008,5.31
1026,10.55936,3.4337,-2.226,-1.0756,4.23
