ID,time,gFx,gFy,gFz,TgF
5185,53.45697,-0.2913,0.8649,-0.0964,0.92
5186,53.45716,-0.2913,0.8649,-0.0964,0.92
5187,53.46682,-0.3177,0.8707,-0.0703,0.93
5188,53.47751,-0.3402,0.8759,-0.0515,0.94
5189,53.48854,-0.3634,0.8805,-0.0466,0.95
5190,53.49962,-0.3517,0.8856,-0.0385,0.95
5191,53.51115,-0.3358,0.9049,-0.0388,0.97
5192,53.52205,-0.2921,0.9186,-0.0473,0.97
5193,53.52286,-0.2798,0.9233,-0.0493,0.97
5194,53.53496,-0.2273,0.9413,-0.0735,0.97
5195,53.54557,-0.1992,0.9492,-0.0979,0.97
5196,53.56073,-0.2234,0.968,-0.1314,1.0
5197,53.58047,-0.2711,0.9765,-0.1006,1.02
5198,53.58069,-0.2711,0.9765,-0.1006,1.02
5199,53.58791,-0.2737,0.977,-0.0601,1.02
5200,53.60042,-0.2635,0.9658,0.0045,1.0
5201,53.61118,-0.2713,0.9665,0.0604,1.01
5202,53.62095,-0.2784,0.9741,0.0997,1.02
5203,53.63444,-0.2493,1.0024,0.15,1.04
5204,53.6448,-0.221,1.0068,0.1574,1.04
5205,53.65524,-0.2156,1.0063,0.1332,1.04
5206,53.66679,-0.2366,1.0119,0.108,1.04
5207,53.66751,-0.2364,1.0141,0.1031,1.05
5208,53.67788,-0.2542,1.0049,0.077,1.04
5209,53.68888,-0.2698,0.9831,0.0672,1.02
5210,53.70479,-0.326,0.9692,0.0636,1.02
5211,53.73074,-0.337,0.9492,0.0496,1.01
5212,53.73114,-0.337,0.9492,0.0496,1.01
5213,53.7318,-0.3341,0.9467,0.0425,1.0
5214,53.74416,-0.3297,0.9377,0.0235,0.99
5215,53.7571,-0.3057,0.9381,0.0106,0.99
5216,53.76777,-0.2586,0.944,0.022,0.98
5217,53.77868,-0.22,0.9374,0.0211,0.96
5218,53.7892,-0.2107,0.9423,-0.0068,0.97
5219,53.79018,-0.2124,0.9438,-0.0144,0.97
5220,53.80074,-0.2239,0.9562,-0.0378,0.98
5221,53.81141,-0.2232,0.9565,-0.05,0.98
5222,53.82256,-0.2176,0.9536,-0.0478,0.98
5223,53.83842,-0.2058,0.9558,-0.0022,0.98
5224,53.86134,-0.1958,0.9355,0.0325,0.96
5225,53.86158,-0.1958,0.9355,0.0325,0.96
5226,53.86613,-0.1963,0.9291,0.0323,0.95
5227,53.87911,-0.2212,0.9162,0.0128,0.94
5228,53.88878,-0.2483,0.9174,-0.0112,0.95
5229,53.90108,-0.2642,0.9189,-0.0185,0.96
5230,53.91202,-0.2664,0.9223,-0.0097,0.96
5231,53.92336,-0.2644,0.9164,-0.0073,0.95
5232,53.93492,-0.2784,0.9135,-0.0105,0.96
5233,53.93537,-0.2784,0.9135,-0.0105,0.96
5234,53.94954,-0.3104,0.9242,-0.0075,0.97
5235,53.97136,-0.3182,0.9264,0.0184,0.98
5236,53.97186,-0.3182,0.9264,0.0184,0.98
5237,53.97772,-0.3221,0.9386,0.0342,0.99
5238,53.98814,-0.3184,0.9531,0.056,1.01
5239,54.00052,-0.306,0.9728,0.0743,1.02
5240,54.01146,-0.2908,0.9838,0.0596,1.03
5241,54.02265,-0.2943,0.9963,0.0399,1.04
5242,54.03459,-0.3104,1.0183,0.0281,1.06
5243,54.04565,-0.3055,1.0434,0.0338,1.09
5244,54.06043,-0.2488,1.0742,0.0648,1.1
5245,54.06105,-0.2383,1.0821,0.0751,1.11
5246,54.0773,-0.1413,1.1216,0.1087,1.14
5247,54.08872,-0.0741,1.129,0.0926,1.14
5248,54.08912,-0.0741,1.129,0.0926,1.14
5249,54.09943,-0.0035,1.1341,0.0457,1.14
5250,54.1115,0.0353,1.1421,-0.0019,1.14
5251,54.12366,0.0739,1.1353,-0.039,1.14
5252,54.13463,0.092,1.115,-0.0859,1.12
5253,54.14583,0.0961,1.1001,-0.0952,1.11
5254,54.15666,0.0763,1.0757,-0.0842,1.08
5255,54.16797,0.0502,1.0464,-0.0539,1.05
5256,54.18342,0.0248,1.0009,0.0184,1.0
5257,54.18389,0.0248,1.0009,0.0184,1.0
5258,54.21081,-0.0768,0.8839,0.0765,0.89
5259,54.21149,-0.0768,0.8839,0.0765,0.89
5260,54.21379,-0.0851,0.8766,0.0692,0.88
5261,54.22222,-0.1154,0.8585,0.0298,0.87
5262,54.23524,-0.1724,0.8404,-0.0422,0.86
5263,54.24559,-0.1868,0.8424,-0.0676,0.87
5264,54.25614,-0.1609,0.8172,-0.0701,0.84
5265,54.26743,-0.1228,0.8038,-0.0532,0.81
5266,54.28035,-0.1894,0.8241,-0.1094,0.85
5267,54.29103,-0.2569,0.847,-0.1487,0.9
5268,54.3068,-0.3392,0.8446,-0.2213,0.94
5269,54.30723,-0.3392,0.8446,-0.2213,0.94
5270,54.33048,-0.4061,0.9753,0.312,1.1
5271,54.33079,-0.4061,0.9753,0.312,1.1
5272,54.34458,0.3866,0.9594,1.095,1.51
5273,54.35734,1.1188,0.7806,1.3979,1.95
5274,54.35773,1.1188,0.7806,1.3979,1.95
5275,54.36796,1.4515,0.5106,1.1111,1.9
5276,54.37902,1.1913,0.2866,0.0802,1.23
5277,54.3901,0.5618,0.354,-0.9789,1.18
5278,54.40183,-0.1567,0.6311,-1.7777,1.89
5279,54.41268,-0.85,0.8793,-2.0845,2.42
5280,54.42413,-0.9973,0.7356,-1.5908,2.02
5281,54.4354,-0.8513,0.6242,-0.7289,1.28
5282,54.45044,-0.7144,0.657,0.2785,1.01
5283,54.45073,-0.7144,0.657,0.2785,1.01
5284,54.47964,-0.5432,0.9804,1.6974,2.03
5285,54.48026,-0.5581,1.0139,1.6925,2.05
5286,54.49,-0.6182,1.1587,1.5504,2.03
5287,54.49022,-0.6182,1.1587,1.5504,2.03
5288,54.50127,-0.6197,1.3095,1.3205,1.96
5289,54.51306,-0.5114,1.373,1.0065,1.78
5290,54.52314,-0.3512,1.3554,0.7569,1.59
5291,54.53615,-0.1176,1.3847,0.4288,1.45
5292,54.5461,0.0048,1.4018,0.2527,1.42
5293,54.56212,0.1643,1.4114,0.1024,1.42
5294,54.56245,0.1643,1.4114,0.1024,1.42
5295,54.57805,0.2359,1.4165,0.0965,1.44
5296,54.58942,0.2498,1.4048,0.0953,1.43
5297,54.60098,0.2097,1.3442,0.0992,1.36
5298,54.61272,0.1394,1.2531,0.15,1.27
5299,54.61311,0.1394,1.2531,0.15,1.27
5300,54.63118,-0.0082,1.0105,0.2309,1.04
5301,54.63486,-0.0382,0.9841,0.2245,1.01
5302,54.64619,-0.1863,0.8451,0.176,0.88
5303,54.65799,-0.2913,0.753,0.1085,0.81
5304,54.67805,-0.5075,0.5742,-0.0461,0.77
5305,54.67827,-0.5075,0.5742,-0.0461,0.77
5306,54.6905,-0.5796,0.5219,-0.0723,0.78
5307,54.70077,-0.6018,0.4906,-0.0564,0.78
5308,54.71346,-0.6082,0.433,-0.0083,0.75
5309,54.72454,-0.5471,0.3623,0.0741,0.66
5310,54.73654,-0.446,0.261,0.1622,0.54
5311,54.73728,-0.446,0.261,0.1622,0.54
5312,54.7469,-0.3922,0.1803,0.2136,0.48
5313,54.7579,-0.3028,0.0611,0.2236,0.38
5314,54.76904,-0.219,-0.0048,0.1369,0.26
5315,54.78085,-0.1372,-0.0315,0.0557,0.15
5316,54.79154,-0.0473,-0.0293,0.0237,0.06
5317,54.80642,0.1841,0.046,-0.0022,0.19
5318,54.83092,0.9649,0.1474,0.0682,0.98
5319,54.83124,0.9649,0.1474,0.0682,0.98
5320,54.83152,0.9649,0.1474,0.0682,0.98
5321,54.84643,1.2504,0.2292,0.089,1.27
5322,54.85839,1.3025,0.4342,-0.073,1.37
5323,54.86854,1.3438,0.5554,-0.3691,1.5
5324,54.87989,1.5013,0.5781,-0.9016,1.84
5325,54.88023,1.5013,0.5781,-0.9016,1.84
5326,54.8912,1.6122,0.6917,-1.272,2.17
5327,54.90251,1.6574,0.8561,-1.4296,2.35
5328,54.91479,1.8629,1.0205,-1.6231,2.67
5329,54.92525,1.5734,1.2743,-1.8793,2.76
5330,54.94015,0.861,1.9437,-1.798,2.78
5331,54.96169,1.1603,2.691,-2.0103,3.55
5332,54.96196,1.1603,2.691,-2.0103,3.55
5333,54.96797,1.2585,2.903,-2.6217,4.11
5334,54.97938,1.6257,3.9073,-4.4913,6.17
5335,54.99224,2.2916,5.5448,-5.3271,8.02
5336,55.00264,3.0328,7.0788,-4.6831,9.01
5337,55.01434,3.2273,7.9966,-2.7874,9.06
5338,55.01535,3.0873,7.9966,-2.2819,8.87
5339,55.02591,2.6747,7.9966,0.6171,8.45
5340,55.03618,3.1872,7.9966,5.8573,10.41
5341,55.05187,7.5144,7.9966,7.968,13.56
5342,55.08372,8.0079,7.3409,5.8443,12.34
5343,55.08396,8.0079,7.3409,5.8443,12.34
5344,55.08413,8.0079,7.3409,5.8443,12.34
5345,55.09034,8.0079,6.0781,7.9162,12.8
5346,55.10145,8.0079,3.0459,7.9766,11.71
5347,55.11511,7.9451,0.2849,7.9766,11.26
5348,55.12572,7.9717,-0.1919,7.9766,11.28
5349,55.13658,8.0079,-0.6529,7.6365,11.08
5350,55.14796,8.0079,-1.5651,5.452,9.81
5351,55.16288,8.0079,-2.661,3.4859,9.13
5352,55.16314,8.0079,-2.661,3.4859,9.13
5353,55.18455,6.5478,-4.6054,3.2545,8.64
5354,55.18484,6.5478,-4.6054,3.2545,8.64
5355,55.1908,5.9224,-4.9484,3.0935,8.31
5356,55.20147,4.2565,-5.6182,2.345,7.43
5357,55.21538,2.6043,-5.703,1.0938,6.36
5358,55.22587,2.4037,-5.4551,0.2148,5.97
5359,55.23652,2.4297,-4.9638,-0.885,5.6
5360,55.24817,2.4248,-4.1173,-1.6614,5.06
5361,55.26315,2.918,-2.9188,-1.6218,4.43
5362,55.26356,2.918,-2.9188,-1.6218,4.43
5363,55.2932,3.4422,-0.1766,-1.3966,3.72
5364,55.29344,3.4422,-0.1766,-1.3966,3.72
5365,55.29361,3.4422,-0.1766,-1.3966,3.72
5366,55.30196,3.1559,0.4027,-1.2662,3.42
5367,55.31383,2.8234,1.2806,-0.9706,3.25
5368,55.32478,2.8137,2.0964,-1.1557,3.69
5369,55.33624,2.7079,2.9436,-1.8041,4.39
5370,55.34745,2.6906,3.5223,-2.162,4.93
5371,55.35922,2.7575,3.6689,-2.1393,5.06
5372,55.37024,2.2066,3.2739,-1.3143,4.16
5373,55.38104,1.2822,2.7027,-0.1155,2.99
5374,55.39283,0.2623,1.8653,1.1487,2.21
5375,55.40821,-0.6311,0.8658,1.5968,1.92
5376,55.40858,-0.6311,0.8658,1.5968,1.92
5377,55.43813,-1.2419,0.0304,0.4742,1.33
5378,55.43846,-1.1781,-0.0016,0.2939,1.21
5379,55.43862,-1.1781,-0.0016,0.2939,1.21
5380,55.44764,-0.9558,-0.0664,-0.2345,0.99
5381,55.45894,-0.5847,-0.1624,-0.9021,1.09
5382,55.4699,-0.382,-0.1436,-1.2256,1.29
5383,55.48101,-0.1447,-0.1428,-1.4278,1.44
5384,55.49282,0.0133,-0.1873,-1.3898,1.4
5385,55.50421,-0.0663,-0.2423,-1.1054,1.13
5386,55.51551,-0.3646,-0.252,-0.6613,0.8
5387,55.5261,-0.6077,-0.1372,-0.1939,0.65
5388,55.54124,-0.9959,0.0301,0.3631,1.06
5389,55.54222,-0.9959,0.0301,0.3631,1.06
5390,55.56319,-1.4818,0.3377,0.1107,1.52
5391,55.56337,-1.4818,0.3377,0.1107,1.52
5392,55.56875,-1.5275,0.4122,-0.0012,1.58
5393,55.57976,-1.5208,0.5871,-0.1507,1.64
5394,55.59266,-1.408,0.7073,-0.2491,1.6
5395,55.60428,-1.2934,0.8175,-0.4023,1.58
5396,55.61498,-1.2819,0.8763,-0.6278,1.67
5397,55.62556,-1.3222,0.9296,-0.7702,1.79
5398,55.63693,-1.3506,0.968,-0.7509,1.82
5399,55.64742,-1.2988,0.9948,-0.5816,1.74
5400,55.66741,-0.9128,1.0144,-0.1663,1.37
5401,55.66791,-0.853,1.0066,-0.1412,1.33
5402,55.68121,-0.5266,0.975,-0.1128,1.11
5403,55.69511,-0.26,0.894,-0.3417,0.99
5404,55.69526,-0.26,0.894,-0.3417,0.99
5405,55.71322,-0.2899,0.8397,-0.7893,1.19
5406,55.7252,-0.3091,0.7957,-0.9354,1.27
5407,55.72534,-0.3091,0.7957,-0.9354,1.27
5408,55.73561,-0.2935,0.7405,-0.9034,1.2
5409,55.7466,-0.2427,0.6834,-0.7406,1.04
5410,55.75908,-0.1599,0.5927,-0.5147,0.8
5411,55.76948,-0.166,0.5231,-0.339,0.65
5412,55.78,-0.249,0.4803,-0.169,0.57
5413,55.79148,-0.369,0.4586,-0.1497,0.61
5414,55.80225,-0.453,0.4246,-0.2296,0.66
5415,55.81739,-0.5195,0.4647,-0.2267,0.73
5416,55.81759,-0.5195,0.4647,-0.2267,0.73
5417,55.8349,-0.1313,0.6704,-0.0464,0.68
5418,55.84732,0.1958,0.7784,-0.1698,0.82
5419,55.85934,0.4127,0.7972,-0.2841,0.94
5420,55.86925,0.4301,0.6895,-0.2934,0.86
5421,55.88208,0.2254,0.398,-0.2159,0.51
5422,55.89258,-0.0182,0.2976,-0.0263,0.3
5423,55.90408,-0.0421,0.3931,0.4715,0.62
5424,55.90446,-0.0421,0.3931,0.4715,0.62
5425,55.91456,0.2913,0.3885,0.7173,0.87
5426,55.9261,0.4277,0.3115,0.5231,0.74
5427,55.93734,-0.2082,0.3692,0.0958,0.43
5428,55.95182,-0.7946,0.4728,0.067,0.93
5429,55.9702,0.5552,0.5478,0.5753,0.97
5430,55.97059,0.5552,0.5478,0.5753,0.97
5431,55.98132,1.6357,0.3768,0.1938,1.69
5432,55.99178,1.8372,0.131,-1.2063,2.2
5433,56.00357,0.467,0.3084,-2.8331,2.89
5434,56.0149,-0.592,0.5045,-2.9845,3.08
5435,56.02639,-0.6834,0.1281,-1.2918,1.47
5436,56.02707,-0.6057,0.058,-0.8594,1.05
5437,56.03761,-0.4161,0.0826,0.848,0.95
5438,56.04809,-0.3123,0.4403,2.3502,2.41
5439,56.05956,0.079,0.8702,3.385,3.5
5440,56.07075,0.5684,1.4961,2.8209,3.24
5441,56.08195,1.3469,2.0876,1.415,2.86
5442,56.09711,1.7219,2.8744,-1.0876,3.52
5443,56.11408,1.2067,3.3469,-1.9106,4.04
5444,56.11429,1.2067,3.3469,-1.9106,4.04
5445,56.1254,0.3546,3.4432,-0.9034,3.58
5446,56.13609,-0.6123,3.7055,-0.1163,3.76
5447,56.14794,-1.6814,4.329,0.3594,4.66
5448,56.14843,-1.8336,4.5071,0.4373,4.89
5449,56.16004,-2.1006,5.1759,0.739,5.63
5450,56.17077,-1.6122,5.5055,0.8487,5.8
5451,56.18218,-0.8239,5.5864,0.0587,5.65
5452,56.19371,-0.5424,5.7354,-2.1229,6.14
5453,56.20825,-0.667,6.6955,-3.0255,7.38
5454,56.22982,-1.0545,6.8833,2.8434,7.52
5455,56.23,-1.0545,6.8833,2.8434,7.52
5456,56.23657,-0.9404,6.6794,4.1816,7.94
5457,56.24741,0.6715,5.6988,5.4061,7.88
5458,56.26129,2.0906,5.1989,3.1722,6.44
5459,56.2619,2.0906,5.1989,3.1722,6.44
5460,56.27142,3.3472,5.3081,1.3857,6.43
5461,56.28332,4.1544,5.4882,0.6631,6.92
5462,56.2942,4.2831,4.5095,1.371,6.37
5463,56.30511,3.0885,2.7552,2.2454,4.71
5464,56.31594,0.3153,1.7597,2.8537,3.37
5465,56.32755,1.9498,0.1821,5.004,5.37
5466,56.34254,6.5756,-0.5897,4.9991,8.28
5467,56.36285,8.0079,1.3351,-2.4561,8.48
5468,56.36304,8.0079,1.3351,-2.4561,8.48
5469,56.37056,8.0079,0.902,-2.9955,8.6
5470,56.38118,8.0079,-1.5786,-1.3641,8.28
5471,56.39528,5.4313,-6.0221,3.7461,8.93
5472,56.39571,5.4313,-6.0221,3.7461,8.93
5473,56.40529,1.0958,-7.3576,5.954,9.53
5474,56.41596,-1.5736,-6.1242,5.3618,8.29
5475,56.42726,-0.1843,-5.2086,2.8102,5.92
5476,56.43907,2.0327,-4.1263,-1.5549,4.86
5477,56.45011,2.6224,-3.1338,-4.4933,6.07
5478,56.46187,2.2332,-2.3571,-4.0963,5.23
5479,56.47304,1.6423,-1.4679,-2.5064,3.34
5480,56.48821,1.5443,0.4759,-0.8374,1.82
5481,56.48861,1.5443,0.4759,-0.8374,1.82
5482,56.50923,1.5893,2.1623,0.0267,2.68
5483,56.50951,1.5893,2.1623,0.0267,2.68
5484,56.52588,1.4542,3.1048,1.084,3.6
5485,56.53909,1.106,3.2834,0.9482,3.59
5486,56.54991,0.1572,3.0938,0.3228,3.11
5487,56.5503,0.1572,3.0938,0.3228,3.11
5488,56.56138,-0.422,2.507,0.0843,2.54
5489,56.57234,-0.7078,1.7333,0.0189,1.87
5490,56.58377,-1.2372,0.6843,-0.0618,1.42
5491,56.59541,-1.6596,-0.1629,-0.3127,1.7
5492,56.60984,-1.8455,-0.8655,-0.51,2.1
5493,56.63461,-1.5765,-0.9329,0.1794,1.84
5494,56.63494,-1.4962,-0.9153,0.2277,1.77
5495,56.63508,-1.4962,-0.9153,0.2277,1.77
5496,56.64871,-1.0635,-0.6534,0.281,1.28
5497,56.66038,-0.6499,-0.1775,-0.0872,0.68
5498,56.67198,-0.3365,0.2483,-0.7844,0.89
5499,56.68346,-0.1995,0.5536,-1.2664,1.4
5500,56.697,-0.0693,0.7623,-1.3687,1.57
5501,56.69897,-0.0693,0.7623,-1.3687,1.57
5502,56.70585,-0.081,0.8446,-1.2446,1.51
5503,56.71644,-0.1543,0.9665,-0.9239,1.35
5504,56.72656,-0.142,1.0381,-0.6139,1.21
5505,56.73941,0.0402,0.9374,-0.2841,0.98
5506,56.75269,0.1047,0.7469,-0.1241,0.76
5507,56.75961,0.0666,0.6479,-0.0586,0.65
5508,56.77094,0.0155,0.4789,0.0472,0.48
5509,56.78216,0.2029,0.3203,0.1547,0.41
5510,56.79405,0.4892,0.1625,0.2981,0.6
5511,56.80521,0.6463,0.1205,0.378,0.76
5512,56.81646,0.746,0.1063,0.3367,0.83
5513,56.81733,0.7838,0.1007,0.325,0.85
5514,56.82834,0.968,0.0301,0.3433,1.03
5515,56.83929,1.1442,-0.0376,0.3909,1.21
5516,56.85018,1.3809,-0.1749,0.4803,1.47
5517,56.86127,1.5695,-0.3534,0.5246,1.69
5518,56.87686,1.6066,-0.252,0.7955,1.81
5519,56.89224,1.814,-0.1707,1.1771,2.17
5520,56.89319,1.814,-0.1707,1.1771,2.17
5521,56.90572,1.8404,-0.1509,1.2618,2.24
5522,56.91713,1.592,-0.1797,1.124,1.96
5523,56.92754,0.9084,-0.1841,1.0637,1.41
5524,56.93992,-0.7269,0.3587,1.5208,1.72
5525,56.9403,-0.7269,0.3587,1.5208,1.72
5526,56.95069,-1.6056,1.2687,1.9561,2.83
5527,56.96208,-1.74,3.397,2.924,4.81
5528,56.97403,-1.2167,6.716,4.3874,8.11
5529,56.98556,-0.0294,7.9966,5.0074,9.44
5530,57.00115,-3.3203,7.9966,7.4125,11.4
5531,57.01685,-5.6837,7.9966,7.9766,12.64
5532,57.01701,-5.6837,7.9966,7.9766,12.64
5533,57.02722,-4.4546,7.1816,7.9766,11.62
5534,57.0382,-0.4948,4.938,7.9766,9.39
5535,57.05003,3.1142,3.1358,7.9766,9.12
5536,57.0612,5.5864,2.5197,7.9766,10.06
5537,57.07346,7.9996,2.9521,7.7647,11.53
5538,57.07386,7.9996,2.9521,7.7647,11.53
5539,57.08404,8.0015,3.6347,7.5339,11.58
5540,57.0959,7.425,4.7003,7.6907,11.68
5541,57.10669,7.1983,6.1944,7.9766,12.4
5542,57.12191,8.0079,6.7944,7.9766,13.19
5543,57.14304,8.0079,1.2159,7.1127,10.78
5544,57.1432,8.0079,1.2159,7.1127,10.78
5545,57.14928,8.0079,-2.2922,5.7029,10.09
5546,57.16042,8.0079,-5.3869,5.2551,10.99
5547,57.17298,4.4219,-6.6054,7.1186,10.67
5548,57.18502,4.7319,-7.1519,7.4643,11.37
5549,57.19614,6.706,-8.0082,3.7563,11.1
5550,57.20627,6.558,-8.0082,-1.5068,10.46
5551,57.21848,5.4814,-7.4099,-6.0338,11.02
5552,57.21944,5.3795,-7.2536,-6.2593,10.99
5553,57.23027,5.1694,-7.0423,-5.1905,10.16
5554,57.2444,5.0407,-6.0062,-3.6605,8.65
5555,57.26077,5.8925,-4.1302,-3.1438,7.85
5556,57.26097,5.8925,-4.1302,-3.1438,7.85
5557,57.27187,7.0183,-1.5539,-1.2073,7.29
5558,57.28331,7.7807,0.7887,2.0941,8.1
5559,57.29654,6.332,2.4672,5.1305,8.51
5560,57.30753,3.5334,3.1749,6.7907,8.29
5561,57.31761,0.1196,3.4906,7.0094,7.83
5562,57.32856,-1.5873,3.8778,5.9547,7.28
5563,57.34051,-2.188,4.2574,4.8496,6.81
5564,57.34122,-2.305,4.3339,4.5249,6.68
5565,57.35592,-2.5103,4.8361,2.6951,6.08
5566,57.37359,-1.2194,5.0069,1.5034,5.37
5567,57.37378,-1.2194,5.0069,1.5034,5.37
5568,57.38484,-0.7032,4.6617,1.081,4.84
5569,57.39574,-0.5412,3.8827,0.5373,3.96
5570,57.40757,-0.7093,3.1178,-0.0205,3.2
5571,57.4184,-1.0051,2.4015,-0.5885,2.67
5572,57.42898,-0.9744,1.6955,-0.6539,2.06
5573,57.43933,-0.8351,1.0769,-0.6058,1.49
5574,57.45104,-0.5911,0.5912,-0.8374,1.18
5575,57.4675,0.4772,0.4447,-1.7992,1.91
5576,57.46801,0.4772,0.4447,-1.7992,1.91
5577,57.48366,0.6834,0.7916,-2.043,2.3
5578,57.49455,0.5815,1.1192,-1.4266,1.9
5579,57.49525,0.5698,1.1714,-1.2014,1.77
5580,57.50587,0.6097,1.2411,-0.1629,1.39
5581,57.51794,0.4504,1.1558,1.0669,1.64
5582,57.52863,0.082,0.9797,1.6481,1.92
5583,57.53999,-0.2029,0.7373,1.3757,1.57
5584,57.55318,-0.3235,0.4808,0.5456,0.8
5585,57.56302,-0.2031,0.3592,-0.0877,0.42
5586,57.57804,-0.2676,0.2905,-0.6815,0.79
5587,57.57865,-0.296,0.3086,-0.7157,0.83
5588,57.59484,-0.2952,0.3555,-0.5157,0.69
5589,57.60668,-0.2657,0.2761,-0.3659,0.53
5590,57.61818,-0.3827,0.365,-0.2157,0.57
5591,57.61848,-0.3827,0.365,-0.2157,0.57
5592,57.62901,-0.486,0.4698,-0.2418,0.72
5593,57.64032,-0.541,0.5014,-0.4414,0.86
5594,57.65179,-0.6094,0.591,-0.6366,1.06
5595,57.66282,-0.5693,0.7237,-0.6925,1.15
5596,57.67414,-0.4753,0.7557,-0.7172,1.15
5597,57.68577,-0.5171,0.8952,-0.6454,1.22
5598,57.69616,-0.5324,0.9794,-0.5396,1.24
5599,57.71135,-0.4037,1.0469,-0.2956,1.16
5600,57.71971,-0.2608,1.1013,-0.1111,1.14
5601,57.73846,-0.1184,1.0547,-0.1253,1.07
5602,57.73872,-0.1184,1.0547,-0.1253,1.07
5603,57.74113,-0.1296,1.0625,-0.1458,1.08
5604,57.76132,-0.1643,1.0014,-0.3488,1.07
5605,57.76148,-0.1643,1.0014,-0.3488,1.07
5606,57.7747,-0.1858,0.9103,-0.3979,1.01
5607,57.78569,-0.2657,0.8942,-0.4072,1.02
5608,57.79638,-0.346,0.892,-0.481,1.07
5609,57.80762,-0.3922,0.9272,-0.5616,1.15
5610,57.81881,-0.4196,0.9865,-0.5264,1.19
5611,57.83466,-0.1946,1.2208,-0.0996,1.24
5612,57.83501,-0.1946,1.2208,-0.0996,1.24
5613,57.85012,0.1154,1.1321,0.3457,1.19
5614,57.86163,-0.1919,1.3549,0.6518,1.52
5615,57.87577,-0.0336,1.3451,0.6675,1.5
5616,57.87697,0.0871,1.2509,0.5741,1.38
5617,57.88572,0.436,1.0085,0.2133,1.12
5618,57.8968,0.7545,1.0066,-0.2919,1.29
5619,57.90807,1.0435,0.9619,-0.7429,1.6
5620,57.91996,1.0596,0.783,-1.0795,1.7
5621,57.93527,0.1271,0.2905,-1.1205,1.16
5622,57.95086,-0.572,0.2058,0.9166,1.1
5623,57.95116,-0.572,0.2058,0.9166,1.1
5624,57.9615,0.2046,0.1322,1.8611,1.88
5625,57.97508,1.4579,-0.3549,1.3996,2.05
5626,57.98539,1.0176,-0.4035,-0.0586,1.1
5627,57.99709,-0.6143,0.0071,-2.0713,2.16
5628,58.00744,-1.4434,-0.0872,-2.4473,2.84
5629,58.0191,-1.2919,-0.5425,-1.2705,1.89
5630,58.01983,-1.1705,-0.5777,-0.9232,1.6
5631,58.0301,-0.6372,-0.511,0.3631,0.89
5632,58.04224,0.0004,-0.2196,1.5398,1.56
5633,58.05239,0.6106,0.0958,1.7304,1.84
5634,58.06786,1.3323,0.742,0.8602,1.75
5635,58.08245,1.6511,1.2467,-0.2093,2.08
5636,58.08268,1.6511,1.2467,-0.2093,2.08
5637,58.09606,1.7085,1.4937,-0.5201,2.33
5638,58.10763,1.4854,2.199,-0.5807,2.72
5639,58.1195,1.3332,3.2067,-1.8287,3.92
5640,58.1306,0.8657,4.2762,-2.8802,5.23
5641,58.14126,0.4899,5.7899,-2.7957,6.45
5642,58.1534,0.6673,7.9814,-1.3448,8.12
5643,58.15394,0.6673,7.9814,-1.3448,8.12
5644,58.16948,0.9952,7.9966,0.1456,8.06
5645,58.18715,3.1437,7.9966,-2.366,8.91
5646,58.18736,3.1437,7.9966,-2.366,8.91
5647,58.19643,4.2076,7.9966,-2.802,9.46
5648,58.20678,5.3886,7.9966,0.3433,9.65
5649,58.21941,5.8456,7.9966,5.1835,11.18
5650,58.2307,6.0088,7.8029,7.9766,12.67
5651,58.24184,6.193,6.4812,7.9766,12.0
5652,58.2543,7.051,5.8287,7.9766,12.14
5653,58.26418,7.6542,5.2512,7.9766,12.24
5654,58.27558,7.4619,4.1936,7.9766,11.7
5655,58.28653,7.1776,2.8803,7.9766,11.11
5656,58.30178,8.0079,1.5423,4.8882,9.51
5657,58.30207,8.0079,1.5423,4.8882,9.51
5658,58.31807,8.0079,-0.3258,2.6848,8.45
5659,58.31827,8.0079,-0.3258,2.6848,8.45
5660,58.33114,6.514,-0.7763,3.9891,7.68
5661,58.34056,7.0957,-1.5451,5.7769,9.28
5662,58.35237,7.5635,-2.8015,5.6203,9.83
5663,58.36524,5.571,-4.4471,2.3255,7.5
5664,58.37559,3.765,-5.3471,1.6698,6.75
5665,58.38739,1.8287,-6.2835,1.673,6.75
5666,58.40096,0.7296,-5.8349,0.7625,5.93
5667,58.42022,2.489,-4.1974,-0.93,4.97
5668,58.42039,2.489,-4.1974,-0.93,4.97
5669,58.42982,3.4987,-3.2979,-1.6309,5.08
5670,58.44074,3.8556,-2.2909,-1.5417,4.74
5671,58.45316,4.1351,-0.8955,-0.6925,4.29
5672,58.45541,4.2191,-0.6288,-0.566,4.3
5673,58.46534,4.2465,0.6284,-0.631,4.34
5674,58.47548,3.7948,1.4541,-0.9542,4.17
5675,58.4865,3.1452,2.2715,-1.1674,4.05
5676,58.50222,2.78,3.8296,-0.9065,4.82
5677,58.52131,2.5039,4.5244,-0.0964,5.17
5678,58.52153,2.5039,4.5244,-0.0964,5.17
5679,58.52953,2.135,4.0502,0.1781,4.58
5680,58.54092,1.333,3.3208,0.0895,3.58
5681,58.55283,0.4049,2.2122,-0.426,2.29
5682,58.56705,-0.3008,0.9453,-0.6456,1.18
5683,58.56821,-0.3966,0.7669,-0.6119,1.06
5684,58.57613,-0.5471,0.3203,-0.4504,0.78
5685,58.58666,-0.5688,-0.1018,-0.2939,0.65
