ID,time,gFx,gFy,gFz,TgF
3178,32.77531,-0.1692,1.0493,-1.0748,1.51
3179,32.7866,-0.2234,1.0908,-1.0934,1.56
3180,32.80105,-0.1142,1.0132,-0.9381,1.39
3181,32.82165,0.015,1.0667,-0.2931,1.11
3182,32.8219,0.015,1.0667,-0.2931,1.11
3183,32.82955,0.1269,1.0689,-0.1052,1.08
3184,32.84211,0.3387,1.0425,0.0863,1.1
3185,32.85146,0.4552,1.008,0.0799,1.11
3186,32.86335,0.5254,0.986,-0.0855,1.12
3187,32.86393,0.5254,0.986,-0.0855,1.12
3188,32.87649,0.5623,0.8856,-0.4018,1.12
3189,32.88644,0.5637,0.8119,-0.6026,1.16
3190,32.89735,0.5251,0.7342,-0.7512,1.17
3191,32.90845,0.4413,0.6518,-0.8193,1.14
3192,32.91959,0.2925,0.6526,-0.7451,1.03
3193,32.93091,0.2036,0.6452,-0.6361,0.93
3194,32.94665,0.2041,0.5671,-0.554,0.82
3195,32.94703,0.2041,0.5671,-0.554,0.82
3196,32.96813,0.1841,0.4794,-0.4566,0.69
3197,32.96843,0.1841,0.4794,-0.4566,0.69
3198,32.98609,0.092,0.4166,-0.428,0.6
3199,32.99811,0.0412,0.3895,-0.4258,0.58
3200,33.02499,-0.1772,0.4295,-0.3935,0.61
3201,33.02809,-0.1858,0.44,-0.3881,0.62
3202,33.0291,-0.1907,0.4469,-0.3859,0.62
3203,33.03162,-0.2004,0.4564,-0.3891,0.63
3204,33.04286,-0.187,0.4887,-0.4236,0.67
3205,33.05533,-0.1245,0.5011,-0.545,0.75
3206,33.06316,-0.1037,0.5199,-0.6165,0.81
3207,33.07546,-0.1096,0.5783,-0.7458,0.95
3208,33.08645,-0.0981,0.6294,-0.8205,1.04
3209,33.09757,-0.0922,0.6545,-0.8188,1.05
3210,33.11085,-0.1824,0.71,-0.671,0.99
3211,33.12069,-0.2639,0.7855,-0.4311,0.93
3212,33.13213,-0.3152,0.8793,-0.1495,0.95
3213,33.14319,-0.2588,0.9763,0.0648,1.01
3214,33.14365,-0.2588,0.9763,0.0648,1.01
3215,33.15456,-0.1208,1.0674,0.2297,1.1
3216,33.16511,0.0517,1.168,0.3699,1.23
3217,33.18018,0.1662,1.2726,0.4036,1.35
3218,33.19947,0.0712,1.4678,0.3902,1.52
3219,33.19976,0.0712,1.4678,0.3902,1.52
3220,33.20806,0.0148,1.5272,0.3291,1.56
3221,33.21902,0.0101,1.5374,0.2436,1.56
3222,33.23054,-0.0052,1.5377,0.1312,1.54
3223,33.24272,-0.0116,1.5433,0.0467,1.54
3224,33.25412,0.0304,1.5093,-0.0168,1.51
3225,33.26557,0.0568,1.4524,-0.0498,1.45
3226,33.27769,0.0192,1.3896,-0.0476,1.39
3227,33.27816,0.0192,1.3896,-0.0476,1.39
3228,33.29154,-0.1167,1.3031,-0.0486,1.31
3229,33.3159,-0.2872,1.139,0.045,1.18
3230,33.31611,-0.2872,1.139,0.045,1.18
3231,33.32058,-0.3069,1.1126,0.0601,1.16
3232,33.33053,-0.3524,1.0681,0.0824,1.13
3233,33.34304,-0.3832,1.0049,0.0731,1.08
3234,33.35594,-0.4186,0.9421,0.0636,1.03
3235,33.36474,-0.4643,0.9186,0.0308,1.03
3236,33.37678,-0.5041,0.8702,-0.0251,1.01
3237,33.3872,-0.507,0.8395,-0.0378,0.98
3238,33.39871,-0.5,0.8006,-0.0588,0.95
3239,33.41403,-0.5266,0.7671,-0.0921,0.94
3240,33.41454,-0.5332,0.7645,-0.0938,0.94
3241,33.43181,-0.5747,0.7855,-0.1363,0.98
3242,33.43203,-0.5747,0.7855,-0.1363,0.98
3243,33.4433,-0.5845,0.8048,-0.137,1.0
3244,33.45589,-0.5962,0.8468,-0.0974,1.04
3245,33.4683,-0.551,0.8937,-0.021,1.05
3246,33.47762,-0.4963,0.9342,0.0474,1.06
3247,33.48748,-0.3739,0.977,0.1608,1.06
3248,33.49838,-0.2461,1.0051,0.2356,1.06
3249,33.51052,-0.1135,1.0156,0.2548,1.05
3250,33.52172,-0.1699,1.0447,0.2048,1.08
3251,33.5372,-0.3333,1.0806,0.0892,1.13
3252,33.53759,-0.3333,1.0806,0.0892,1.13
3253,33.55413,-0.4088,1.0606,0.0313,1.14
3254,33.56539,-0.4254,1.0349,0.0345,1.12
3255,33.57624,-0.454,0.9997,0.0391,1.1
3256,33.57715,-0.4574,0.9934,0.0489,1.09
3257,33.5888,-0.5488,0.9567,0.0746,1.11
3258,33.59818,-0.6106,0.9088,0.0311,1.1
3259,33.60992,-0.6209,0.932,0.0401,1.12
3260,33.62127,-0.5974,0.9086,0.023,1.09
3261,33.63715,-0.52,0.8908,0.0179,1.03
3262,33.65306,-0.4472,0.9213,-0.0215,1.02
3263,33.65354,-0.435,0.9272,-0.0305,1.02
3264,33.66552,-0.3934,0.977,-0.0784,1.06
3265,33.67739,-0.3866,1.039,-0.0786,1.11
3266,33.68768,-0.3482,1.0625,-0.0801,1.12
3267,33.69824,-0.3084,1.0718,-0.042,1.12
3268,33.70976,-0.2515,1.1121,0.0716,1.14
3269,33.71058,-0.2427,1.1194,0.1009,1.15
3270,33.7215,-0.1897,1.1365,0.1935,1.17
3271,33.73757,-0.0353,1.2137,0.3284,1.26
3272,33.75391,0.0397,1.1949,0.3518,1.25
3273,33.75407,0.0397,1.1949,0.3518,1.25
3274,33.76483,-0.0021,1.2035,0.3726,1.26
3275,33.77622,0.0021,1.1624,0.4315,1.24
3276,33.78939,0.0602,1.0488,0.4867,1.16
3277,33.79916,0.1005,0.9582,0.5414,1.11
3278,33.81118,0.0852,0.7305,0.5165,0.9
3279,33.82127,-0.1543,0.4874,0.4346,0.67
3280,33.83293,-0.6707,0.2966,0.3909,0.83
3281,33.84419,-1.3809,0.0186,0.4183,1.44
3282,33.8447,-1.3809,0.0186,0.4183,1.44
3283,33.85504,-1.6134,-0.6434,-0.2032,1.75
3284,33.87232,-2.6475,-2.7813,-5.8421,6.99
3285,33.89026,-7.9905,-0.6947,-8.0283,11.35
3286,33.89062,-7.9905,-0.6947,-8.0283,11.35
3287,33.89784,-7.9905,0.0242,-6.2564,10.15
3288,33.90903,-5.1889,-0.1057,-0.5333,5.22
3289,33.92216,-2.801,-0.3263,3.0926,4.19
3290,33.93248,-2.7419,-2.1585,0.1398,3.49
3291,33.94446,-2.5178,-3.7799,-5.6737,7.27
3292,33.95521,-1.2534,-4.0101,-7.5829,8.67
3293,33.96613,3.7662,-4.3457,-3.4377,6.7
3294,33.98206,8.0079,-0.0713,5.8768,9.93
3295,33.98231,8.0079,-0.0713,5.8768,9.93
3296,33.99561,8.0079,2.4147,7.9766,11.56
3297,34.00923,8.0079,4.2005,-0.7394,9.07
3298,34.0123,8.0079,4.35,-2.7029,9.51
3299,34.0207,8.0079,0.8798,-6.6517,10.45
3300,34.03205,4.6288,-2.737,-2.1534,5.79
3301,34.04268,-4.0738,-2.8641,7.9766,9.4
3302,34.05434,-5.7115,-3.4621,5.645,8.74
3303,34.0649,-6.8101,-3.4208,-5.9236,9.65
3304,34.07676,-7.7028,-1.5825,-8.0283,11.24
3305,34.08766,-5.7494,-2.2355,-5.4739,8.25
3306,34.0991,-7.5579,-1.6692,-1.5532,7.89
3307,34.11452,-5.3141,-0.7238,0.2072,5.37
3308,34.11494,-5.3141,-0.7238,0.2072,5.37
3309,34.13314,3.7271,-1.2632,-3.8654,5.52
3310,34.13339,3.7271,-1.2632,-3.8654,5.52
3311,34.14313,4.3239,-1.1799,-5.9808,7.47
3312,34.15525,4.2069,-0.8081,-0.8679,4.37
3313,34.16685,8.0067,1.0242,6.3278,10.26
3314,34.17751,8.0079,1.8389,3.9227,9.1
3315,34.18834,8.0079,1.5132,-2.619,8.56
3316,34.19984,6.7859,-0.1736,-5.0911,8.49
3317,34.21084,4.5995,-2.5379,-0.0158,5.25
3318,34.22264,1.6936,-3.3546,4.2928,5.71
3319,34.23403,-0.627,-2.4844,3.7832,4.57
3320,34.24961,-1.4529,-0.842,0.4586,1.74
3321,34.24994,-1.4529,-0.842,0.4586,1.74
3322,34.26881,-1.3457,-0.413,-2.7102,3.05
3323,34.26911,-1.3457,-0.413,-2.7102,3.05
3324,34.27705,-1.7864,-0.4297,-3.1941,3.68
3325,34.28726,-2.3556,-0.5967,-3.1462,3.98
3326,34.2999,-2.5493,-0.6598,-1.7054,3.14
3327,34.31058,-2.5616,-0.5344,-0.2826,2.63
3328,34.32225,-2.5459,-0.3529,1.1568,2.82
3329,34.33384,-2.6124,0.0729,2.025,3.31
3330,34.34417,-2.2374,0.4816,2.1154,3.12
3331,34.35564,-1.0455,1.0317,1.8332,2.35
3332,34.36688,0.476,1.5648,1.105,1.97
3333,34.37769,1.1852,1.9691,0.1571,2.3
3334,34.37848,1.2631,2.1015,-0.0808,2.45
3335,34.39117,1.4991,2.7369,-0.942,3.26
3336,34.41095,1.848,2.3993,-1.392,3.33
3337,34.41124,1.848,2.3993,-1.392,3.33
3338,34.42221,1.4336,2.0441,-0.835,2.63
3339,34.43196,0.6319,1.8198,0.0802,1.93
3340,34.44391,0.1123,1.565,0.869,1.79
3341,34.45548,0.263,1.148,1.3178,1.77
3342,34.4669,0.6089,0.9389,0.9829,1.49
3343,34.47762,0.9402,0.8026,0.2505,1.26
3344,34.48908,1.3428,0.7383,-0.9532,1.8
3345,34.50477,1.3399,0.8111,-2.1014,2.62
3346,34.50504,1.3399,0.8111,-2.1014,2.62
3347,34.51929,1.5226,1.3102,-1.5246,2.52
3348,34.52218,1.7029,1.4048,-1.3277,2.58
3349,34.53206,2.3752,1.8276,-0.8308,3.11
3350,34.5444,2.2462,2.5156,-1.3551,3.63
3351,34.55705,1.0027,3.6283,-1.9387,4.23
3352,34.5668,0.5608,4.5843,-2.0692,5.06
3353,34.57883,1.2631,5.8893,-2.1031,6.38
3354,34.58941,1.7639,7.2356,-2.0171,7.72
3355,34.60087,1.7097,7.9966,-1.9878,8.42
3356,34.61222,2.0673,7.9966,-1.7303,8.44
3357,34.6286,2.0637,7.9966,2.0729,8.51
3358,34.629,2.0637,7.9966,2.0729,8.51
3359,34.64608,4.2511,7.9966,6.6696,11.25
3360,34.64637,4.2511,7.9966,6.6696,11.25
3361,34.65633,6.1928,7.9966,7.2315,12.43
3362,34.66552,7.5474,7.9966,5.8551,12.46
3363,34.67797,8.0079,7.7037,5.1838,12.26
3364,34.68949,8.0079,6.4089,7.905,12.95
3365,34.70021,8.0079,5.1476,7.9766,12.42
3366,34.71133,8.0079,3.4615,7.9766,11.82
3367,34.72434,8.0079,4.2257,7.9766,12.07
3368,34.73851,8.0079,2.3355,7.9766,11.54
3369,34.75461,8.0079,-0.4409,2.6687,8.45
3370,34.75479,8.0079,-0.4409,2.6687,8.45
3371,34.76634,8.0079,-2.2697,3.3865,8.99
3372,34.77857,8.0079,-4.9015,6.8826,11.64
3373,34.79136,6.323,-6.3653,6.0683,10.83
3374,34.79218,6.323,-6.3653,6.0683,10.83
3375,34.80086,4.2384,-6.8046,3.2817,8.66
3376,34.81136,3.1249,-6.6968,1.0473,7.46
3377,34.82369,2.5948,-6.4166,-1.3785,7.06
3378,34.83475,2.5462,-5.9713,-2.29,6.88
3379,34.8496,3.5654,-4.9362,-2.8479,6.72
3380,34.87097,4.9967,-3.1706,-2.5113,6.43
3381,34.87122,4.9967,-3.1706,-2.5113,6.43
3382,34.87789,4.9977,-2.7444,-2.1046,6.08
3383,34.88854,4.6862,-1.9125,-1.2644,5.22
3384,34.90106,3.7283,-0.8274,-0.2704,3.83
3385,34.91153,3.0064,0.0611,-0.0222,3.01
3386,34.92649,2.1773,2.4061,-0.4903,3.28
3387,34.92716,2.1773,2.4061,-0.4903,3.28
3388,34.93495,2.6737,3.441,-0.6647,4.41
3389,34.94468,3.4381,4.3954,-0.6757,5.62
3390,34.95747,3.3189,5.3948,1.1157,6.43
3391,34.96784,2.4956,4.9256,1.7446,5.79
3392,34.98375,0.0661,3.1671,1.6693,3.58
3393,34.9991,-1.3941,1.6996,0.9237,2.38
3394,34.99927,-1.3941,1.6996,0.9237,2.38
3395,35.01141,-1.5355,1.041,0.1955,1.87
3396,35.0221,-0.9614,0.5527,-0.1822,1.12
3397,35.03474,-0.5581,0.1161,-0.5694,0.81
3398,35.04488,-0.4538,-0.3246,-0.9661,1.12
3399,35.05642,-0.7787,-0.6635,-1.2131,1.59
3400,35.0764,-1.3606,-0.6598,-0.2277,1.53
3401,35.07829,-1.3606,-0.6598,-0.2277,1.53
3402,35.07887,-1.3933,-0.6249,-0.0711,1.53
3403,35.08845,-1.4603,-0.3911,0.3516,1.55
3404,35.09989,-1.42,-0.1231,0.3699,1.47
3405,35.11124,-1.3154,-0.0065,0.0213,1.32
3406,35.12986,-1.2648,0.3748,-0.5885,1.44
3407,35.13034,-1.2648,0.3748,-0.5885,1.44
3408,35.14896,-1.3792,0.7247,-0.7648,1.74
3409,35.15687,-1.324,0.9396,-0.607,1.73
3410,35.16636,-0.9795,1.1026,-0.2775,1.5
3411,35.17904,-0.7413,1.2895,-0.0574,1.49
3412,35.18964,-0.6749,1.3564,-0.0461,1.52
3413,35.20162,-0.6609,1.3647,-0.1121,1.52
3414,35.21228,-0.6944,1.3718,-0.0964,1.54
3415,35.2246,-0.6592,1.1795,-0.1148,1.36
3416,35.22514,-0.6592,1.1795,-0.1148,1.36
3417,35.23527,-0.6905,1.0019,-0.1272,1.22
3418,35.24586,-0.8818,0.8392,-0.0874,1.22
3419,35.26205,-1.0711,0.6303,0.022,1.24
3420,35.27912,-0.8957,0.5124,0.0584,1.03
3421,35.27936,-0.8957,0.5124,0.0584,1.03
3422,35.29029,-0.7816,0.4637,-0.0036,0.91
3423,35.30036,-0.7311,0.4762,-0.138,0.88
3424,35.31186,-0.6724,0.4847,-0.3092,0.88
3425,35.32506,-0.5908,0.4268,-0.6322,0.96
3426,35.33483,-0.617,0.3824,-0.7431,1.04
3427,35.34564,-0.6839,0.3399,-0.7522,1.07
3428,35.35747,-0.8046,0.3245,-0.6454,1.08
3429,35.3579,-0.8046,0.3245,-0.6454,1.08
3430,35.37276,-0.8087,0.3399,-0.4463,0.98
3431,35.39885,-0.7912,0.4664,0.1083,0.92
3432,35.39912,-0.7912,0.4664,0.1083,0.92
3433,35.39929,-0.7912,0.4664,0.1083,0.92
3434,35.41101,-0.8119,0.504,0.1982,0.98
3435,35.42494,-0.8017,0.5651,0.0682,0.98
3436,35.43577,-0.7562,0.5908,-0.1304,0.97
3437,35.44622,-0.7352,0.6389,-0.3618,1.04
3438,35.45746,-0.7279,0.7078,-0.4551,1.11
3439,35.4689,-0.6155,0.7733,-0.4568,1.09
3440,35.48019,-0.4887,0.8131,-0.3676,1.02
3441,35.48076,-0.4887,0.8131,-0.3676,1.02
3442,35.49069,-0.4657,0.8605,-0.2716,1.02
3443,35.50638,-0.4784,0.8991,-0.2054,1.04
3444,35.52349,-0.5759,0.9821,-0.138,1.15
3445,35.52376,-0.5759,0.9821,-0.138,1.15
3446,35.53506,-0.5481,1.0498,-0.1759,1.2
3447,35.54484,-0.5227,1.083,-0.2281,1.22
3448,35.55704,-0.4587,1.0906,-0.2479,1.21
3449,35.56846,-0.3392,1.0613,-0.2254,1.14
3450,35.57882,-0.2825,0.996,-0.2961,1.08
3451,35.59042,-0.3534,0.9062,-0.395,1.05
3452,35.60255,-0.5344,0.8304,-0.4075,1.07
3453,35.61408,-0.7142,0.7605,-0.2391,1.07
3454,35.62542,-0.82,0.7647,0.0748,1.12
3455,35.62594,-0.82,0.7647,0.0748,1.12
3456,35.63726,-0.7775,0.7361,0.334,1.12
3457,35.6512,-0.69,0.6511,0.4466,1.05
3458,35.67279,-0.4306,0.1984,0.3824,0.61
3459,35.67299,-0.4306,0.1984,0.3824,0.61
3460,35.67847,-0.4684,0.0685,0.3259,0.57
3461,35.68988,-0.721,-0.1536,0.3821,0.83
3462,35.70275,-1.2707,-0.4167,0.7493,1.53
3463,35.71369,-2.0207,-0.6737,1.2228,2.46
3464,35.72501,-1.7974,-2.1102,0.494,2.82
3465,35.73518,-1.3244,-3.9251,-1.4757,4.4
3466,35.74695,-4.1895,-4.0352,-6.8996,9.02
3467,35.75768,-7.5327,-2.4795,-8.0283,11.28
3468,35.7687,-6.8985,-1.1838,-5.7561,9.06
3469,35.78433,-2.532,-1.0555,-1.7736,3.27
3470,35.78461,-2.532,-1.0555,-1.7736,3.27
3471,35.80362,-2.6754,-2.0955,-2.5125,4.23
3472,35.80388,-2.6754,-2.0955,-2.5125,4.23
3473,35.81409,-1.9924,-2.6513,-3.4575,4.79
3474,35.82391,-0.2947,-3.5566,-3.0991,4.73
3475,35.83666,2.7406,-4.4017,-1.6692,5.45
3476,35.84756,6.846,-3.7985,0.7339,7.86
3477,35.85934,8.0079,2.1855,5.9819,10.23
3478,35.86906,8.0079,3.5832,6.1932,10.74
3479,35.88275,8.0079,5.0633,-6.9186,11.73
3480,35.89477,8.0079,-0.7123,-7.8792,11.26
3481,35.895,8.0079,-0.7123,-7.8792,11.26
3482,35.93255,-7.7697,-3.7973,-0.8704,8.69
3483,35.9327,-7.7697,-3.7973,-0.8704,8.69
3484,35.93283,-7.7697,-3.7973,-0.8704,8.69
3485,35.93511,-7.9517,-3.5816,-3.071,9.25
3486,35.94543,-6.9041,-3.3087,-7.4026,10.65
3487,35.95704,-4.2206,-4.4903,-3.7484,7.21
3488,35.96828,-4.7292,-4.2473,-0.0625,6.36
3489,35.97992,-2.1824,-3.1438,0.8043,3.91
3490,35.99583,3.9509,-2.1426,-0.3119,4.51
3491,36.01212,8.0079,1.4258,-0.5042,8.15
3492,36.01228,8.0079,1.4258,-0.5042,8.15
3493,36.02357,8.0079,2.2525,-1.2564,8.41
3494,36.03582,8.0079,0.816,-1.4665,8.18
3495,36.04757,4.7874,-1.2258,-0.4421,4.96
3496,36.04928,4.1263,-1.5441,0.1808,4.41
3497,36.05783,2.4973,-2.1243,2.0727,3.88
3498,36.069,0.3568,-2.2787,3.5541,4.24
3499,36.08033,-0.8703,-1.8082,3.0494,3.65
3500,36.10008,-0.3917,-1.1775,0.2837,1.27
3501,36.10057,-0.3917,-1.1775,0.2837,1.27
3502,36.11535,1.1473,-0.6021,-1.1618,1.74
3503,36.12934,1.5839,-0.4473,-0.8547,1.85
3504,36.12949,1.5839,-0.4473,-0.8547,1.85
3505,36.14662,1.0135,-0.1209,1.6202,1.91
3506,36.15775,1.1417,0.3738,3.8941,4.08
3507,36.1691,2.1944,1.4094,5.8062,6.37
3508,36.18002,4.1727,2.327,4.85,6.81
3509,36.19092,4.8374,3.4959,2.742,6.57
3510,36.19184,4.8304,3.7986,2.2429,6.54
3511,36.20265,4.8831,4.7277,1.4346,6.95
3512,36.21389,5.2557,5.4869,3.109,8.21
3513,36.22464,4.1517,5.7237,4.9287,8.62
3514,36.23598,1.2617,5.3238,6.3598,8.39
3515,36.24704,-1.4779,5.0413,6.7253,8.53
3516,36.25854,-2.4704,5.4699,4.8657,7.73
3517,36.272,-2.2625,6.544,1.4209,7.07
3518,36.28715,-0.8925,7.991,-1.5192,8.18
3519,36.28736,-0.8925,7.991,-1.5192,8.18
3520,36.30198,-0.4604,7.9966,-1.7068,8.19
3521,36.31504,-1.1835,7.7877,-1.3363,7.99
3522,36.3159,-1.3892,7.5266,-1.2112,7.75
3523,36.32569,-2.7482,6.3369,-0.3078,6.91
3524,36.33627,-4.157,5.5898,1.5274,7.13
3525,36.34689,-4.2174,5.4527,4.7157,8.35
3526,36.35824,-2.6849,5.7517,6.9297,9.4
3527,36.36978,0.3956,7.0868,7.9766,10.68
3528,36.38323,5.4384,7.9903,7.9766,12.53
3529,36.39817,6.9452,7.9966,7.9766,13.26
3530,36.39833,6.9452,7.9966,7.9766,13.26
3531,36.41381,8.0079,7.9966,7.9766,13.85
3532,36.4242,8.0079,7.9966,7.9766,13.85
3533,36.43594,8.0079,7.9966,7.9766,13.85
3534,36.44726,8.0079,7.0871,5.6946,12.12
3535,36.44762,8.0079,7.0871,5.6946,12.12
3536,36.45828,8.0079,5.357,5.4344,11.06
3537,36.46966,8.0079,1.3691,5.3316,9.72
3538,36.48107,8.0079,-2.6256,3.9103,9.29
3539,36.49529,8.0079,-5.2819,3.9855,10.39
3540,36.51404,5.3016,-6.2415,5.4708,9.85
3541,36.51421,5.3016,-6.2415,5.4708,9.85
3542,36.52478,5.446,-6.6807,4.6214,9.78
3543,36.53678,5.3158,-7.0576,0.7549,8.87
3544,36.54858,4.3904,-6.8112,-2.4735,8.47
3545,36.55847,4.0669,-6.5434,-3.3158,8.39
3546,36.56991,4.0134,-5.714,-2.7041,7.49
3547,36.58078,4.0049,-4.4659,-1.581,6.2
3548,36.58108,4.0049,-4.4659,-1.581,6.2
3549,36.59165,3.9951,-3.435,-1.4188,5.46
3550,36.60585,4.4365,-1.3468,-0.7204,4.69
3551,36.62109,5.0197,1.6552,1.748,5.57
3552,36.62127,5.0197,1.6552,1.748,5.57
3553,36.63721,3.8842,3.7002,4.1426,6.78
3554,36.64715,1.7476,3.8133,5.3601,6.81
3555,36.65841,-0.6538,3.7725,4.8552,6.18
3556,36.66948,-2.8682,3.9222,3.4676,5.97
3557,36.6822,-2.832,4.1546,2.2393,5.5
3558,36.69328,-2.2489,4.7394,0.8844,5.32
3559,36.6938,-2.2489,4.7394,0.8844,5.32
3560,36.7047,-1.7178,5.2121,-0.0017,5.49
3561,36.71516,-1.0882,5.1019,-0.3486,5.23
3562,36.72832,-0.5512,4.4851,-0.0774,4.52
3563,36.74609,-0.6759,3.4732,-0.1077,3.54
3564,36.74626,-0.6759,3.4732,-0.1077,3.54
3565,36.75888,-0.7877,2.2136,-0.4651,2.4
3566,36.76875,-1.4551,1.4289,-0.9124,2.23
3567,36.78293,-1.2401,0.5167,-1.0011,1.68
3568,36.79311,-1.0335,0.0853,-0.8484,1.34
3569,36.80534,-0.7618,-0.0251,-0.4363,0.88
3570,36.80581,-0.7618,-0.0251,-0.4363,0.88
3571,36.81609,-0.1741,-0.1301,-0.3385,0.4
3572,36.8261,0.346,0.3279,-0.5652,0.74
3573,36.83861,0.9043,0.6973,-0.8325,1.41
3574,36.85256,0.6551,0.6582,-0.6075,1.11
3575,36.86828,-0.5596,0.4122,0.3289,0.77
3576,36.86855,-0.5596,0.4122,0.3289,0.77
3577,36.88032,-0.7501,0.1518,0.4134,0.87
3578,36.89195,-0.6585,0.0462,0.2316,0.7
3579,36.90356,-0.6341,0.0582,0.1911,0.66
3580,36.91543,-0.8305,0.1412,0.2986,0.89
3581,36.92624,-1.0714,0.26,0.2517,1.13
3582,36.93718,-1.0652,0.3929,0.0296,1.14
3583,36.94877,-0.5329,0.7124,-0.0603,0.89
3584,36.9601,-0.1083,0.9572,-0.2054,0.98
3585,36.97096,0.0607,1.1793,-0.4106,1.25
3586,36.97202,0.124,1.2059,-0.4851,1.31
3587,36.98633,0.5537,1.2643,-0.9171,1.66
3588,37.00079,0.4489,1.2213,-1.2515,1.81
3589,37.00505,0.2703,1.1702,-1.3062,1.77
3590,37.01485,-0.2004,1.0969,-1.2207,1.65
3591,37.02556,-0.6074,0.9677,-0.9161,1.46
3592,37.03728,-1.011,0.7371,-0.3674,1.3
3593,37.04831,-1.2858,0.5737,0.0465,1.41
3594,37.06002,-1.4244,0.4647,0.1566,1.51
3595,37.07089,-1.4488,0.3694,0.0323,1.5
3596,37.08319,-1.2995,0.3601,-0.0464,1.35
3597,37.09388,-1.1403,0.3335,-0.1693,1.2
3598,37.10422,-0.9121,0.2277,-0.2389,0.97
3599,37.11582,-0.6086,0.283,-0.1189,0.68
3600,37.1315,-0.3663,0.2219,-0.2958,0.52
3601,37.13231,-0.3663,0.2219,-0.2958,0.52
3602,37.14982,-0.2979,0.1244,-0.4661,0.57
3603,37.14996,-0.2979,0.1244,-0.4661,0.57
3604,37.15843,-0.3575,0.0941,-0.4773,0.6
3605,37.16992,-0.4037,0.2414,-0.3246,0.57
3606,37.18364,0.0475,0.42,0.2771,0.51
3607,37.1936,0.7596,0.4293,0.7171,1.13
3608,37.20398,1.2881,0.3692,0.7938,1.56
3609,37.21561,1.4097,0.376,0.2834,1.49
3610,37.22727,0.9456,0.6602,-0.2379,1.18
3611,37.23842,0.8652,0.9228,-0.3175,1.3
3612,37.24941,0.9353,1.2545,-0.2169,1.58
3613,37.25019,0.9597,1.3886,-0.1844,1.7
3614,37.26528,1.6523,2.0851,-0.1253,2.66
3615,37.27951,2.0864,2.2776,-0.1973,3.1
3616,37.28215,1.9469,2.3421,-0.1468,3.05
3617,37.29232,1.1859,2.3206,-0.0215,2.61
3618,37.30406,-0.1929,1.8885,-0.9762,2.13
3619,37.31628,-2.2738,1.7612,-2.8265,4.03
3620,37.32734,-5.0563,2.1455,-4.2624,6.95
3621,37.33784,-6.6237,2.2486,-4.6264,8.39
3622,37.34963,-6.8167,2.102,-3.3874,7.9
3623,37.36073,-4.8704,1.3523,-1.7603,5.35
3624,37.37208,-3.7784,0.8182,-1.838,4.28
3625,37.38388,-3.8326,0.8241,-2.8509,4.85
3626,37.38439,-3.8326,0.8241,-2.8509,4.85
3627,37.39834,-3.9499,0.7649,-2.2709,4.62
3628,37.42213,-2.4396,-1.1797,-1.3006,3.01
3629,37.42238,-2.4396,-1.1797,-1.3006,3.01
3630,37.42593,-2.0778,-1.4999,-1.6348,3.04
3631,37.43765,-0.6175,-3.284,-4.0738,5.27
3632,37.44909,0.4992,-3.5591,-4.2089,5.53
3633,37.4601,5.2051,-3.4565,-1.5476,6.44
3634,37.47121,8.0079,0.1852,4.6781,9.28
3635,37.48386,8.0079,3.6936,7.9756,11.89
3636,37.4946,8.0079,3.3657,1.2174,8.77
3637,37.50932,8.0079,-0.4692,-5.2237,9.57
3638,37.51,8.0079,-2.2712,-3.3519,8.97
3639,37.53202,-6.7031,-4.0765,7.9766,11.19
3640,37.53222,-6.7031,-4.0765,7.9766,11.19
3641,37.53752,-6.6486,-4.065,7.9766,11.15
3642,37.54866,-6.1679,-4.6865,0.6965,7.78
3643,37.56069,-7.2095,-1.9795,-8.0283,10.97
3644,37.57127,-4.995,-2.5203,-8.0283,9.79
3645,37.5829,-5.4716,-4.4007,-3.1348,7.69
3646,37.59469,-7.9905,-3.361,0.9191,8.72
3647,37.60592,-4.4289,-3.0253,1.5137,5.57
3648,37.61701,2.1267,-3.5889,-2.0919,4.67
3649,37.62768,4.0117,-3.081,-6.4345,8.18
3650,37.64277,6.732,-0.4846,-2.7209,7.28
3651,37.64327,7.77,-0.1084,-1.6138,7.94
3652,37.65842,8.0079,2.2244,1.7103,8.49
3653,37.6712,8.0079,1.6471,-0.2013,8.18
3654,37.67171,8.0079,1.182,-0.9051,8.15
3655,37.6836,6.3841,-0.7604,-1.53,6.61
3656,37.69447,3.3201,-2.3415,1.6141,4.37
3657,37.70506,1.0919,-2.492,4.1257,4.94
3658,37.71611,-0.4171,-1.7447,3.8299,4.23
3659,37.72777,-0.6077,-1.6524,1.3107,2.19
3660,37.73905,-1.2199,-1.4381,-0.8044,2.05
3661,37.75422,-0.7958,-1.295,-0.4355,1.58
3662,37.75469,-0.7958,-1.295,-0.4355,1.58
3663,37.77877,-0.0541,-0.7033,0.3145,0.77
3664,37.77899,-0.0541,-0.7033,0.3145,0.77
3665,37.79458,0.574,0.1462,2.9445,3.0
3666,37.80524,1.41,0.7369,3.7209,4.05
3667,37.80612,1.5441,0.9873,3.7656,4.19
3668,37.81631,1.8553,2.4137,3.0704,4.32
3669,37.8279,3.3624,4.2386,0.7647,5.46
3670,37.83928,6.1295,5.786,-0.9454,8.48
3671,37.85013,7.0148,7.091,-1.7391,10.12
3672,37.86153,5.2647,7.7887,-2.0159,9.61
3673,37.87297,2.4807,7.6609,-1.1,8.13
