time,gFx,gFy,gFz,TgF
11.292740,3.1181,-5.7629,-3.1648,7.28
11.303541,4.1969,-3.6991,-1.7904,5.87
11.315530,5.3571,-0.9053,1.0869,5.54
11.339660,4.9596,2.8752,5.5615,7.99
11.341750,4.3691,3.0223,5.4327,7.60
11.341975,4.3691,3.0223,5.4327,7.60
11.348578,2.4787,3.4820,4.5041,6.21
11.360034,0.6610,3.1483,2.3370,3.98
11.370189,-0.0057,2.7616,0.9591,2.92
11.382266,0.0585,2.3934,0.1762,2.40
11.396190,-0.4435,2.4271,1.8882,3.11
11.415230,-1.9907,2.8520,2.7794,4.45
11.415509,-1.9907,2.8520,2.7794,4.45
11.426381,-2.0747,3.4236,2.0780,4.51
11.440300,-1.2155,3.8665,1.3371,4.27
11.450394,-0.9128,3.9281,0.6223,4.08
11.461965,-0.8718,3.7182,0.0301,3.82
11.472019,-0.6993,3.3254,-0.0254,3.40
11.483510,0.1191,2.8371,-0.4863,2.88
11.484174,0.2835,2.7477,-0.6031,2.83
11.494246,0.6346,2.4865,-0.9334,2.73
11.505433,0.6480,2.3197,-1.1200,2.66
11.516800,0.5263,2.0480,-1.2776,2.47
11.531278,0.4389,1.6752,-1.1166,2.06
11.545190,0.3732,1.3764,-0.8909,1.68
11.549056,0.3143,1.2846,-0.8667,1.58
11.559903,0.1477,1.0838,-0.7963,1.35
11.571152,-0.0568,0.8519,-0.4873,0.98
11.582468,0.0265,0.6799,-0.0417,0.68
11.593310,0.2090,0.6347,0.2783,0.72
11.605007,0.3241,0.5754,0.3995,0.77
11.617030,0.0793,0.5358,0.2854,0.61
11.628102,-0.3184,0.4803,0.2021,0.61
11.638614,-0.6358,0.3887,0.2253,0.78
11.649640,-0.8788,0.2783,0.2653,0.96
11.650255,-0.8788,0.2783,0.2653,0.96
11.661430,-0.8513,0.2216,0.1557,0.89
11.675835,-0.8498,0.2287,-0.0251,0.88
11.693236,-1.0147,0.3604,-0.1561,1.09
11.693614,-1.0230,0.3821,-0.1873,1.11
11.704516,-1.0313,0.5048,-0.2924,1.18
11.715388,-0.9605,0.6792,-0.3830,1.24
11.727541,-0.7826,0.7598,-0.4815,1.19
11.738645,-0.6678,0.8182,-0.6381,1.23
11.749658,-0.7430,0.9037,-0.7683,1.40
11.761277,-0.9245,0.9306,-0.7978,1.54
11.772325,-1.0669,0.9413,-0.6498,1.56
11.787090,-1.1725,1.0044,-0.1473,1.55
11.787357,-1.1725,1.0044,-0.1473,1.55
11.799571,-1.1715,1.0566,0.3745,1.62
11.804389,-1.1586,1.0950,0.5634,1.69
11.816915,-1.0398,1.1917,0.8636,1.80
11.827093,-0.8227,1.2594,0.9000,1.75
11.839692,-0.3837,1.3415,0.6860,1.55
11.849821,-0.1452,1.3889,0.4378,1.46
11.861773,0.0167,1.4619,0.1087,1.47
11.873060,-0.0026,1.4751,-0.2308,1.49
11.887422,-0.1521,1.3410,-0.6263,1.49
11.887840,-0.1521,1.3410,-0.6263,1.49
11.905348,-0.3500,1.1265,-0.7734,1.41
11.917988,-0.4399,0.9475,-0.6727,1.24
11.921052,-0.4802,0.8773,-0.5633,1.15
11.926861,-0.5156,0.8182,-0.4070,1.05
11.939257,-0.5754,0.6670,-0.0376,0.88
11.950463,-0.6460,0.5739,0.1760,0.88
11.961781,-0.7193,0.5783,0.2636,0.96
11.972647,-0.7071,0.5995,0.2231,0.95
11.988280,-0.5728,0.6245,0.0022,0.85
12.004822,-0.4174,0.6936,-0.4043,0.90
12.005080,-0.4174,0.6936,-0.4043,0.90
12.017192,-0.2784,0.7256,-0.4399,0.89
12.026565,-0.2095,0.7799,-0.3398,0.88
12.039098,-0.2009,0.7916,-0.1624,0.83
12.050734,-0.2816,0.8490,0.0604,0.90
12.061887,-0.3414,0.8964,0.2497,0.99
12.062336,-0.3414,0.8964,0.2497,0.99
12.072613,-0.3404,0.8605,0.3926,1.01
12.083881,-0.2310,0.8827,0.7193,1.16
12.095343,-0.0324,0.9501,1.0539,1.42
12.105785,0.1030,0.9359,1.0217,1.39
12.121457,0.0145,0.9423,0.5847,1.11
12.138088,-0.2769,0.9821,0.2143,1.04
12.138316,-0.2769,0.9821,0.2143,1.04
12.151354,-0.3741,0.9318,0.0770,1.01
12.161638,-0.4093,0.8761,0.0890,0.97
12.172846,-0.3832,0.8519,0.2074,0.96
12.183838,-0.3038,0.8267,0.3313,0.94
12.195566,-0.2346,0.7799,0.3210,0.88
12.196061,-0.2346,0.7799,0.3210,0.88
12.206065,-0.2478,0.7830,0.2578,0.86
12.217373,-0.2703,0.7994,0.1354,0.85
12.228979,-0.2290,0.8097,0.0167,0.84
12.239951,-0.2483,0.8045,-0.0459,0.84
12.254322,-0.4032,0.8309,-0.1045,0.93
12.272750,-0.4582,0.8974,-0.0383,1.01
12.272988,-0.4582,0.8974,-0.0383,1.01
12.282618,-0.2964,0.9291,0.0433,0.98
12.293642,-0.1665,0.9171,-0.0378,0.93
12.308701,-0.1103,0.9140,-0.1626,0.93
12.317436,-0.1694,0.9599,-0.1644,0.99
12.329087,-0.2295,1.0337,-0.1551,1.07
12.339586,-0.2356,1.0427,-0.1285,1.08
12.340700,-0.2324,1.0403,-0.1082,1.07
12.356372,-0.2087,1.0730,0.0936,1.10
12.360541,-0.1997,1.0828,0.1422,1.11
12.372367,-0.1242,1.1316,0.4136,1.21
12.383550,-0.0209,1.1597,0.6565,1.33
12.394936,0.0803,1.1658,0.7608,1.39
12.404892,0.1860,1.1600,0.7776,1.41
12.420188,0.1904,1.1556,0.6775,1.35
12.428999,0.1186,1.1592,0.6064,1.31
12.439466,0.0588,1.1834,0.5485,1.31
12.450922,0.0434,1.2057,0.4439,1.29
12.462293,0.1103,1.2237,0.2839,1.26
12.473561,0.2324,1.2242,0.2299,1.27
12.485177,0.3783,1.1536,0.1288,1.22
12.496141,0.3272,1.0786,0.0736,1.13
12.496962,0.2930,1.0642,0.0765,1.11
12.507214,0.1252,1.0508,0.1474,1.07
12.521437,-0.1049,1.0427,0.3342,1.10
12.536464,-0.2212,0.9760,0.4354,1.09
12.539285,-0.2344,0.9714,0.4422,1.09
12.552081,-0.3145,0.9306,0.4024,1.06
12.562253,-0.3451,0.8661,0.3176,0.98
12.572921,-0.3570,0.7989,0.1862,0.89
12.584871,-0.3336,0.8045,-0.0237,0.87
12.595754,-0.2332,0.8390,-0.1302,0.88
12.608878,-0.0407,0.8461,-0.4516,0.96
12.618408,0.0588,0.8553,-0.6222,1.06
12.632800,0.0583,0.9401,-0.6339,1.14
12.633082,0.0583,0.9401,-0.6339,1.14
12.649746,-0.2789,1.0122,-0.4463,1.14
12.661890,-0.5424,1.0166,-0.2220,1.17
12.662166,-0.5424,1.0166,-0.2220,1.17
12.672174,-0.6512,1.0259,-0.0095,1.22
12.684115,-0.6614,1.0134,0.2128,1.23
12.695627,-0.4985,0.9531,0.3350,1.13
12.707448,-0.3898,0.9023,0.2802,1.02
12.718399,-0.3443,0.9110,0.0482,0.98
12.732863,-0.3177,0.9128,-0.3029,1.01
12.750347,-0.3475,0.9895,-0.5770,1.20
12.750700,-0.3475,0.9895,-0.5770,1.20
12.761241,-0.3553,0.9916,-0.5977,1.21
12.772083,-0.3805,0.9487,-0.5145,1.14
12.785209,-0.4367,0.8788,-0.3610,1.05
12.785737,-0.4367,0.8788,-0.3610,1.05
12.796185,-0.3854,0.7974,-0.2416,0.92
12.807338,-0.2691,0.6731,-0.0816,0.73
12.818338,-0.2017,0.5798,0.0167,0.61
12.829308,-0.1855,0.4713,0.0658,0.51
12.840655,-0.3939,0.3421,0.0465,0.52
12.851885,-0.5210,0.3792,0.1305,0.66
12.867617,-0.3661,0.4376,0.2663,0.63
12.868037,-0.3661,0.4376,0.2663,0.63
12.883359,-0.2381,0.3250,-0.1539,0.43
12.894856,-0.3482,0.5241,-0.4824,0.79
12.905879,-0.3336,0.6755,-0.7968,1.10
12.918904,-0.1667,0.8045,-1.0499,1.33
12.919649,-0.1401,0.8341,-1.0724,1.37
12.929725,-0.0649,0.9477,-1.0160,1.39
12.940902,0.0991,1.0664,-0.6459,1.25
12.951059,0.3617,1.2069,-0.2174,1.28
12.963564,0.5295,1.3166,0.1039,1.42
12.974451,0.3678,1.3146,-0.0158,1.37
12.985588,-0.0319,1.4008,-0.3056,1.43
13.000332,-0.3226,1.3772,-0.5897,1.53
13.000838,-0.3226,1.3772,-0.5897,1.53
13.021400,-0.4516,1.4280,-0.3305,1.53
13.021598,-0.4516,1.4280,-0.3305,1.53
13.039515,-0.0927,1.1641,-0.3588,1.22
13.039785,-0.0927,1.1641,-0.3588,1.22
13.051850,-0.2595,0.8267,-0.3820,0.95
13.063701,-0.7975,0.6746,0.2111,1.07
13.074459,-1.0775,0.2041,1.0305,1.50
13.085745,-1.3435,-0.4218,1.5030,2.06
13.100375,-1.9117,-3.5896,-1.9418,4.51
13.120891,-7.6051,-3.8755,-8.0283,11.72
13.121119,-7.6051,-3.8755,-8.0283,11.72
13.129034,-7.9903,-2.2880,-8.0283,11.56
13.139915,-7.9903,-1.3089,-5.6385,9.87
13.151402,-6.4368,-1.3573,-0.0053,6.58
13.163574,-4.9386,-1.8847,2.1144,5.69
13.164477,-5.0385,-2.0371,1.7707,5.72
13.174519,-5.3035,-2.6210,-0.6258,5.95
13.185498,-2.3576,-2.8045,-3.3087,4.94
13.197607,4.8506,-3.1389,-6.9411,9.03
13.208690,5.6419,-4.4918,-7.4407,10.36
13.219433,4.8680,-3.9949,1.9654,6.60
13.230635,8.0077,-0.4057,7.9766,11.31
13.245068,8.0077,4.6173,7.2466,11.75
13.266357,5.7206,-7.5660,-1.0199,9.54
13.266641,5.7206,-7.5660,-1.0199,9.54
13.273595,-4.7111,-7.9379,6.1265,11.08
13.284612,-6.9423,-4.4669,7.9766,11.48
13.297899,3.2427,-3.2659,4.3165,6.31
13.308005,5.9815,-1.8075,-5.7414,8.49
13.308516,5.9815,-1.8075,-5.7414,8.49
13.318311,4.7133,0.1061,-8.0283,9.31
13.330197,2.6107,-0.4260,-6.8845,7.38
13.342090,-0.2862,-0.6664,-1.8911,2.03
13.356517,-1.5726,0.3394,-2.3122,2.82
13.373876,0.0062,1.2057,-3.0031,3.24
13.374181,0.0062,1.2057,-3.0031,3.24
13.384862,0.3116,1.1209,-2.9755,3.19
13.396417,0.0974,0.3582,-3.0366,3.06
13.407821,-0.8730,-0.4912,-2.4182,2.62
13.417696,-1.4688,-1.1699,-2.1889,2.88
13.429807,-1.8655,-1.4916,-2.7969,3.68
13.441636,-2.3649,-1.8945,-3.2483,4.44
13.452936,-2.6769,-1.5945,-2.7600,4.16
13.453514,-2.6769,-1.5945,-2.7600,4.16
13.464352,-2.0569,-1.5512,-1.8092,3.15
13.479228,-1.1647,-1.3927,-0.3518,1.85
13.497442,-0.7594,-0.9449,0.6098,1.36
13.497588,-0.7594,-0.9449,0.6098,1.36
13.508143,-0.3648,-0.6529,0.8304,1.12
13.518489,-0.0084,-0.3920,0.6230,0.74
13.530753,0.3617,-0.1035,-0.3474,0.51
13.541874,0.4834,-0.0454,-1.0585,1.16
13.552550,0.4604,0.0272,-1.5820,1.65
13.563953,0.3512,-0.0429,-1.4491,1.49
13.575201,0.2173,-0.1558,-1.0392,1.07
13.575728,0.2173,-0.1558,-1.0392,1.07
13.586874,-0.0214,-0.3634,-0.4715,0.60
13.598800,-0.3991,-0.5823,-0.0447,0.71
13.611224,-0.5974,-0.6996,0.5517,1.07
13.624555,-0.3773,-0.8073,0.8104,1.20
13.629459,-0.2163,-0.8215,0.7195,1.11
13.641039,0.0509,-0.6991,0.4825,0.85
13.652029,0.3165,-0.4411,0.3894,0.67
13.663224,1.0811,-0.2994,0.2580,1.15
13.674897,2.0478,0.0215,-0.3566,2.08
13.687729,3.0421,0.6714,-1.5329,3.47
13.688807,3.2124,0.8170,-1.7772,3.76
13.698067,3.8302,1.1690,-2.4295,4.68
13.708885,3.8637,1.4465,-2.0945,4.63
13.719770,3.3125,1.8411,-0.5535,3.83
13.731318,3.0472,2.1340,0.6587,3.78
13.742416,3.0431,2.4792,0.7735,4.00
13.757608,3.0895,2.8087,-2.2614,4.75
13.774902,2.8349,3.3743,-4.5685,6.35
13.775118,2.8349,3.3743,-4.5685,6.35
13.784980,2.9124,3.8018,-5.0088,6.93
13.799993,2.9927,5.3741,-3.3695,7.01
13.808868,2.0415,6.9791,-1.8639,7.51
13.819920,0.2459,7.9966,-0.4702,8.01
13.831664,-1.5814,7.9966,2.4540,8.51
13.832170,-1.5814,7.9966,2.4540,8.51
13.843406,0.2691,7.9966,4.8542,9.36
13.854001,2.2638,7.9966,5.4239,9.92
13.869046,7.5980,7.9966,5.0206,12.12
13.885871,8.0077,7.9966,2.8043,11.66
13.886089,8.0077,7.9966,2.8043,11.66
13.897460,8.0077,7.6876,4.8256,12.10
13.908121,8.0077,4.7248,7.9766,12.25
13.920819,8.0077,3.6024,7.9766,11.86
13.930776,8.0077,3.0594,7.9766,11.71
13.942453,8.0077,2.2229,7.9766,11.52
13.953387,8.0077,2.6055,7.9572,11.59
13.964364,8.0077,1.4671,6.2806,10.28
13.965556,8.0077,0.9015,5.1405,9.56
13.975769,8.0077,-0.0082,0.3782,8.02
13.990474,8.0077,-1.0423,0.8937,8.12
14.007478,8.0077,-4.9831,4.9976,10.67
14.007757,8.0077,-4.9831,4.9976,10.67
14.019831,7.7494,-6.9294,4.5476,11.35
14.029950,4.1524,-7.7309,4.8061,10.01
14.043039,1.5910,-7.9713,2.5568,8.52
14.053701,0.1081,-6.7882,0.5018,6.81
14.065636,1.5468,-5.6561,-0.6874,5.90
14.076240,2.6764,-4.8140,-1.7298,5.77
14.087339,3.5578,-4.0372,-2.8494,6.09
14.098343,4.0054,-2.5682,-2.9181,5.58
14.098786,4.0054,-2.5682,-2.9181,5.58
14.109459,5.0878,-1.6230,-2.3220,5.82
14.124024,4.6144,0.0543,-0.7692,4.68
14.139240,3.1174,1.3667,0.3159,3.42
14.141964,2.8515,1.5701,0.4046,3.28
14.152192,1.7700,2.6568,0.3641,3.21
14.164841,1.2622,4.5278,-0.6908,4.75
14.176147,2.4524,6.0312,-1.5876,6.70
14.186992,3.2954,6.5748,-1.1792,7.45
14.197989,2.8882,5.9719,-0.4490,6.65
14.209377,1.2947,4.3216,0.3015,4.52
14.220675,-0.5684,2.5043,0.9687,2.74
14.231226,-1.5734,1.2570,0.9494,2.23
14.231974,-1.7519,0.9951,0.9025,2.21
14.246656,-2.3107,0.1078,0.7112,2.42
14.263525,-1.8607,-0.3334,0.2888,1.91
14.263781,-1.8607,-0.3334,0.2888,1.91
14.275149,-1.3498,-0.6520,-0.5056,1.58
14.286030,-1.1136,-1.0873,-1.2268,1.98
14.298606,-1.2331,-1.5393,-1.7972,2.67
14.310070,-1.3537,-1.9375,-1.6873,2.90
14.320633,-1.3459,-1.9665,-0.8430,2.53
14.330918,-1.3296,-1.7234,0.1491,2.18
14.342969,-1.1761,-1.3060,0.8685,1.96
14.353938,-0.8095,-0.9822,1.1458,1.71
14.365970,-0.3390,-0.5716,1.1546,1.33
14.367401,-0.1990,-0.5059,1.1228,1.25
14.376465,0.3263,-0.4020,0.9569,1.09
14.391663,1.2280,-0.3070,0.1300,1.27
14.408877,1.1180,-0.0661,-0.5657,1.25
14.419491,1.0464,-0.2440,-0.9021,1.40
14.420872,1.0464,-0.2440,-0.9021,1.40
14.430817,0.9749,-0.3639,-0.8941,1.37
14.441674,0.8303,-0.5086,-0.8044,1.26
14.453667,0.7281,-0.6747,-0.7473,1.24
14.465021,0.7929,-0.8635,-0.6073,1.32
14.476929,0.8693,-1.1315,-0.2289,1.45
14.488317,0.8520,-1.1132,0.2641,1.43
14.498220,1.1276,-1.0279,0.7886,1.72
14.510202,2.0290,-0.9273,1.2697,2.57
14.524875,2.8540,-0.3798,1.3427,3.18
14.525222,2.8540,-0.3798,1.3427,3.18
14.542678,3.8446,0.3572,0.3934,3.88
14.542921,3.8446,0.3572,0.3934,3.88
14.553246,4.0366,1.1026,0.5077,4.22
14.564038,4.1737,1.3637,1.1419,4.54
14.577489,3.0230,2.7506,2.7709,4.94
14.587649,2.1924,4.3566,3.4756,5.99
14.598462,1.7688,6.0149,3.4070,7.14
14.610487,0.5723,7.9966,3.6085,8.79
14.621155,-1.1182,7.9966,4.5386,9.26
14.632779,-6.1854,7.9966,7.7650,12.75
14.647332,-7.8110,7.9966,7.9766,13.73
14.647814,-7.8110,7.9966,7.9766,13.73
14.675137,1.3399,4.8127,7.9766,9.41
14.675373,1.3399,4.8127,7.9766,9.41
14.688378,5.2317,3.6313,7.9766,10.21
14.689436,5.7276,3.5409,7.8556,10.35
14.697609,6.9704,3.5932,6.8003,10.38
14.709599,8.0077,3.9581,5.8531,10.68
14.721078,8.0077,4.3280,5.9680,10.88
14.731959,8.0077,4.3725,6.4248,11.16
14.744767,7.7038,4.6383,7.8229,11.92
14.754803,7.8594,4.9241,7.9766,12.23
14.766098,8.0077,3.7949,7.9766,11.92
14.780215,8.0077,0.0516,7.9766,11.30
14.797255,8.0077,-3.6961,3.4050,9.45
14.797413,8.0077,-3.6961,3.4050,9.45
14.810222,7.9722,-4.9323,2.4367,9.69
14.821021,6.0606,-5.6886,3.5445,9.04
14.832636,4.2113,-7.2023,2.7193,8.78
14.833031,4.2113,-7.2023,2.7193,8.78
14.844031,3.1965,-7.7715,1.1216,8.48
14.854913,2.1296,-7.5477,-1.1132,7.92
14.867757,1.6926,-6.8822,-2.5934,7.55
14.877913,2.0786,-6.1269,-2.6450,6.99
14.888787,2.2797,-4.6152,-2.1906,5.59
14.899469,3.5649,-3.0434,-0.7534,4.75
14.910864,4.4918,-1.0912,1.0283,4.74
14.924267,4.4114,0.4845,2.7362,5.21
14.924688,4.4114,0.4845,2.7362,5.21
14.941719,2.1795,2.0463,3.5765,4.66
14.954560,1.3819,2.8354,2.0326,3.75
14.965011,1.6523,2.9751,1.3820,3.67
14.965661,1.6804,3.0132,1.2970,3.69
14.977124,1.5267,3.0137,1.0405,3.53
14.988462,0.6438,2.8283,0.9132,3.04
14.999546,-0.3925,2.4948,1.4902,2.93
15.012166,-1.2995,2.4926,1.6942,3.28
15.022044,-1.6181,3.2792,1.3329,3.89
15.033388,-0.7272,3.8020,0.3965,3.89
15.044046,-0.3238,4.1177,-0.4451,4.15
15.059333,-0.6390,4.0368,-0.5753,4.13
15.059613,-0.6390,4.0368,-0.5753,4.13
15.075970,-0.8661,3.5905,0.5174,3.73
15.089703,-0.8141,3.1661,1.0170,3.42
15.090853,-0.7885,3.0631,1.0564,3.33
15.099946,-0.6082,2.6477,1.0209,2.90
15.111646,-0.1789,2.0690,0.3162,2.10
15.121960,-0.0612,1.6862,-0.4756,1.75
15.133100,-0.1780,1.3246,-1.0424,1.69
15.145214,-0.2158,0.9753,-0.8584,1.32
15.156043,-0.3277,0.6369,-0.4126,0.83
15.167957,-0.6121,0.5141,0.0611,0.80
15.180642,-0.5676,0.3521,0.5170,0.84
15.196508,-0.5146,0.2959,0.7149,0.93
15.196686,-0.5146,0.2959,0.7149,0.93
15.210382,-0.3783,0.3873,0.2287,0.59
15.221723,-0.1074,0.5724,-0.4441,0.73
15.232552,0.0490,0.7007,-0.6955,0.99
15.232841,0.0490,0.7007,-0.6955,0.99
15.243508,0.0043,0.7273,-0.6012,0.94
15.255547,-0.2984,0.7554,-0.2794,0.86
15.267541,-0.5837,0.7300,0.0936,0.94
15.278640,-0.8041,0.7119,0.3413,1.13
15.293250,-0.7946,0.7452,0.4097,1.16
15.323857,0.0592,1.0464,-0.4297,1.13
15.324194,0.0592,1.0464,-0.4297,1.13
15.324455,0.0592,1.0464,-0.4297,1.13
15.332409,0.0099,1.1148,-0.9354,1.46
15.343482,-0.1838,1.1714,-1.2918,1.75
15.357121,-0.4059,1.1651,-1.3727,1.85
15.357542,-0.4059,1.1651,-1.3727,1.85
15.368501,-0.5219,1.1170,-1.1784,1.71
15.379868,-0.6387,1.1666,-0.8802,1.59
15.389456,-0.6817,1.2689,-0.5709,1.55
15.404582,-0.4401,1.3312,-0.2814,1.43
15.429968,-0.2698,1.3559,-0.2171,1.40
15.430249,-0.2698,1.3559,-0.2171,1.40
15.430479,-0.2698,1.3559,-0.2171,1.40
15.445453,-0.5842,1.3564,-0.4009,1.53
15.454537,-0.7863,1.4221,-0.4111,1.68
15.465614,-0.7826,1.4360,-0.2504,1.65
15.479501,-0.3507,1.4104,0.2297,1.47
15.488918,0.0346,1.3620,0.4869,1.45
15.500799,0.4692,1.2865,0.4838,1.45
15.501508,0.5258,1.2643,0.4415,1.44
15.515190,0.5459,1.1644,0.1730,1.30
15.532789,-0.0829,1.0386,-0.0618,1.04
15.533064,-0.0829,1.0386,-0.0618,1.04
15.544201,-0.3673,0.9206,-0.0227,0.99
15.554483,-0.5471,0.7821,0.0794,0.96
15.566901,-0.5708,0.6824,0.1984,0.91
15.578635,-0.4677,0.6472,0.3536,0.87
15.589649,-0.2420,0.6531,0.5937,0.92
15.600693,-0.0627,0.6369,0.6100,0.88
15.615212,0.0668,0.5456,0.1874,0.58
15.615599,0.0668,0.5456,0.1874,0.58
15.629776,-0.1770,0.5883,-0.3732,0.72
15.633567,-0.2149,0.6015,-0.4238,0.77
15.643745,-0.3529,0.6445,-0.5843,0.94
15.655207,-0.4157,0.6484,-0.6161,0.99
15.668426,-0.4501,0.6325,-0.4719,0.91
15.678539,-0.5107,0.7056,-0.2899,0.92
15.689516,-0.4867,0.8072,-0.1715,0.96
15.700715,-0.3321,0.8304,-0.1336,0.90
15.711624,-0.1159,0.8490,-0.0207,0.86
15.722841,-0.0077,0.8683,0.0172,0.87
15.737800,-0.0441,0.8888,0.0076,0.89
15.738114,-0.0441,0.8888,0.0076,0.89
15.753344,-0.2669,0.9311,-0.0412,0.97
15.767110,-0.4183,0.8925,-0.1463,1.00
15.778588,-0.5002,0.8927,-0.1661,1.04
15.779157,-0.5002,0.8927,-0.1661,1.04
15.789142,-0.5329,0.9098,-0.1390,1.06
15.800734,-0.5241,0.9128,-0.0505,1.05
15.811916,-0.4276,0.8866,0.2605,1.02
15.822812,-0.3653,0.8732,0.4796,1.06
15.835449,-0.2425,0.8390,0.5451,1.03
15.846451,-0.1985,0.8092,0.4351,0.94
15.856797,-0.2305,0.8387,0.2360,0.90
15.871643,-0.2490,0.9154,-0.0346,0.95
15.891949,-0.4166,0.9504,-0.3781,1.10
15.892166,-0.4166,0.9504,-0.3781,1.10
15.900304,-0.4826,0.9811,-0.4040,1.17
15.910641,-0.5293,0.9853,-0.3449,1.17
15.923786,-0.4863,0.9101,-0.1050,1.04
15.924403,-0.4863,0.9101,-0.1050,1.04
15.934450,-0.4367,0.8461,0.0814,0.96
15.945324,-0.3930,0.8270,0.1764,0.93
15.956849,-0.3392,0.8561,0.0914,0.93
15.968437,-0.1809,0.8986,-0.1113,0.92
15.979330,-0.0612,0.9833,-0.2208,1.01
15.990678,-0.0463,1.1351,-0.2059,1.15
16.001644,-0.0920,1.1617,-0.1365,1.17
16.016587,-0.1875,1.0982,0.0364,1.11
16.016835,-0.1875,1.0982,0.0364,1.11
16.030459,-0.3062,1.0251,0.1821,1.09
16.043990,-0.3775,0.9428,0.1420,1.03
16.058657,-0.4899,0.9245,0.0477,1.05
16.059875,-0.5131,0.9284,0.0286,1.06
16.078941,-0.5017,0.9147,-0.0515,1.04
16.079264,-0.5017,0.9147,-0.0515,1.04
16.090086,-0.4301,0.9081,-0.0407,1.01
16.101477,-0.3959,0.9049,-0.0481,0.99
16.112430,-0.4115,0.9208,-0.0403,1.01
16.123512,-0.4320,0.9137,0.0125,1.01
16.135391,-0.4589,0.8900,-0.0647,1.00
16.146245,-0.5351,0.8974,-0.1150,1.05
16.161567,-0.5688,0.9403,-0.1592,1.11
16.176936,-0.4457,1.0586,-0.0686,1.15
16.177107,-0.4457,1.0586,-0.0686,1.15
16.189422,-0.2483,1.1199,-0.0219,1.15
16.201212,-0.0096,1.1627,-0.0769,1.17
16.212211,0.1382,1.2213,-0.1480,1.24
16.212583,0.1382,1.2213,-0.1480,1.24
16.224153,0.3018,1.2411,-0.0549,1.28
16.235868,0.4083,1.2159,-0.0681,1.28
16.246445,0.4057,1.1744,-0.1446,1.25
16.258300,0.2007,1.1353,-0.2369,1.18
16.268511,0.0739,1.1131,-0.3034,1.16
16.279847,-0.0414,1.0745,-0.3574,1.13
16.294198,-0.1027,0.9665,-0.3808,1.04
16.311016,-0.1389,0.8553,-0.3024,0.92
16.311413,-0.1379,0.8409,-0.2990,0.90
16.323366,-0.1027,0.7755,-0.2882,0.83
16.333824,-0.0417,0.6829,-0.2770,0.74
16.345542,0.0260,0.5995,-0.2382,0.65
16.357323,0.1035,0.4689,-0.1377,0.50
16.369423,0.1362,0.3565,-0.0664,0.39
16.369877,0.1362,0.3565,-0.0664,0.39
16.379970,0.1198,0.2908,-0.0393,0.32
16.390805,0.1154,0.2368,0.0545,0.27
16.402297,0.1992,0.1598,0.1303,0.29
16.414422,0.3231,0.0611,0.1461,0.36
16.424279,0.4499,-0.0420,0.0496,0.45
16.438903,0.5574,-0.1866,-0.0820,0.59
16.454817,0.6688,-0.3283,-0.0767,0.75
16.455052,0.6688,-0.3283,-0.0767,0.75
16.467333,0.7179,-0.4169,-0.0925,0.84
16.479100,0.7999,-0.4624,-0.1158,0.93
16.489440,0.8053,-0.4905,-0.0891,0.95
16.500329,0.8190,-0.4147,0.0540,0.92
16.500494,0.8190,-0.4147,0.0540,0.92
16.512055,1.2390,-0.2684,0.3973,1.33
16.524556,2.0967,-0.1338,0.6650,2.20
16.535214,2.6493,-0.0356,0.4434,2.69
16.546996,2.4037,0.4759,-0.2059,2.46
16.558947,2.3676,0.8952,-0.6705,2.62
16.573088,2.7900,0.9807,-1.1310,3.17
16.573383,2.7900,0.9807,-1.1310,3.17
16.588134,2.8808,1.6598,-1.1711,3.53
16.602289,2.4812,2.5749,-0.8929,3.69
16.612510,2.8384,3.8191,-0.7819,4.82
16.624165,3.0831,5.4598,-0.7099,6.31
16.624483,3.0831,5.4598,-0.7099,6.31
16.635093,2.6478,7.0934,0.0650,7.57
16.646999,1.5536,7.9966,1.2775,8.25
16.658135,2.2432,7.9966,0.7525,8.34
16.668452,2.8828,7.9966,-1.1606,8.58
16.679929,3.3272,7.9966,-4.5702,9.79
16.691575,3.5505,7.9966,-3.0610,9.27
16.702372,4.0234,7.9966,1.5794,9.09
16.717141,4.0408,7.9966,7.0245,11.38
16.717426,4.0408,7.9966,7.0245,11.38
16.735042,7.3246,7.7765,7.9766,13.33
16.745827,8.0074,6.6830,7.9766,13.13
16.758379,8.0074,5.5690,7.9766,12.60
16.758761,8.0074,5.5690,7.9766,12.60
16.769520,8.0077,4.8146,7.9766,12.29
16.780375,8.0074,4.1199,7.9766,12.03
16.791565,8.0074,2.9517,7.9766,11.68
16.803058,8.0077,2.2341,7.4427,11.16
16.817477,8.0077,-0.9178,2.9169,8.57
16.833658,7.9869,-2.9506,-0.1746,8.52
16.833962,7.9869,-2.9506,-0.1746,8.52
16.846449,5.5828,-2.2128,1.4121,6.17
16.859180,6.5453,-3.2872,2.1919,7.65
16.870627,6.7368,-2.9466,2.6783,7.83
16.882613,7.1502,-3.1304,1.4025,7.93
16.884331,7.0549,-3.2295,1.0527,7.83
16.903161,4.0408,-4.5719,0.2600,6.11
16.903652,4.0408,-4.5719,0.2600,6.11
16.914356,2.7433,-4.9303,0.8182,5.70
16.929481,1.4437,-4.8600,1.3495,5.25
16.945688,1.4820,-4.0176,0.8741,4.37
16.945887,1.4820,-4.0176,0.8741,4.37
16.958142,2.3288,-3.2598,0.5776,4.05
16.967696,2.8884,-2.4991,0.1542,3.82
16.980385,3.5067,-1.4239,-0.5652,3.83
