time,gFx,gFy,gFz,TgF
5.620462,-0.7572,0.5468,-0.3256,0.99
5.629706,-0.7064,0.5949,-0.2474,0.96
5.641297,-0.5916,0.6719,-0.1624,0.91
5.651870,-0.4811,0.7014,-0.1436,0.86
5.663251,-0.3639,0.7483,-0.1631,0.85
5.674227,-0.2984,0.7894,-0.1768,0.86
5.688862,-0.2466,0.7659,-0.2789,0.85
5.708403,-0.3949,0.7239,-0.3840,0.91
5.708825,-0.3949,0.7239,-0.3840,0.91
5.718727,-0.4963,0.7190,-0.3984,0.96
5.728890,-0.5557,0.7131,-0.3906,0.98
5.742124,-0.5319,0.7239,-0.3796,0.98
5.752662,-0.4814,0.7073,-0.3869,0.94
5.753889,-0.4726,0.7022,-0.3908,0.93
5.763277,-0.4635,0.7002,-0.4140,0.94
5.774309,-0.5007,0.6963,-0.4497,0.97
5.785973,-0.5615,0.6633,-0.4661,0.99
5.797004,-0.5784,0.6343,-0.4355,0.96
5.811433,-0.4875,0.5866,-0.3982,0.86
5.830393,-0.3517,0.5695,-0.4477,0.81
5.830761,-0.3517,0.5695,-0.4477,0.81
5.840842,-0.2925,0.5595,-0.5474,0.84
5.851032,-0.2661,0.5463,-0.6864,0.92
5.863051,-0.3258,0.5488,-0.7810,1.01
5.873932,-0.4323,0.5859,-0.8977,1.16
5.885155,-0.5652,0.6174,-0.9942,1.30
5.896237,-0.7523,0.6714,-1.0412,1.45
5.907161,-0.8659,0.7342,-1.0050,1.52
5.907482,-0.8659,0.7342,-1.0050,1.52
5.918345,-0.8935,0.7916,-0.9156,1.50
5.929583,-0.8358,0.8807,-0.8086,1.46
5.942707,-0.6837,0.9709,-0.6295,1.34
5.952190,-0.5737,1.0004,-0.4866,1.25
5.961972,-0.3756,1.0298,-0.3945,1.16
5.973518,-0.1501,1.0395,-0.3989,1.12
5.985909,-0.0754,1.0430,-0.5252,1.17
5.996955,-0.0849,1.0552,-0.7187,1.28
6.008031,-0.1022,1.0220,-0.9185,1.38
6.019304,-0.1213,0.9814,-1.0343,1.43
6.030368,-0.1870,0.8954,-1.0587,1.40
6.041043,-0.2649,0.8094,-1.0028,1.32
6.052863,-0.4166,0.6751,-0.8289,1.15
6.063424,-0.5359,0.4010,-0.5186,0.85
6.077094,-0.3878,0.0079,0.1671,0.42
6.077445,-0.3878,0.0079,0.1671,0.42
6.095799,-0.0226,-0.6713,1.4631,1.61
6.096514,-0.0023,-0.8350,1.6886,1.88
6.107319,-0.1384,-1.6748,2.4498,2.97
6.119486,-0.2112,-4.3250,0.9569,4.43
6.131092,-2.7382,-7.2389,-6.0167,9.80
6.142256,-7.9905,-5.9393,-8.0283,12.79
6.153165,-7.9905,-4.7600,-8.0283,12.29
6.163908,-7.6395,-4.9372,-4.4904,10.14
6.189732,1.0061,-2.1722,-0.3246,2.42
6.189987,1.0061,-2.1722,-0.3246,2.42
6.190246,1.0061,-2.1722,-0.3246,2.42
6.209450,1.9564,-2.2489,-7.2538,7.84
6.210252,1.9564,-2.2489,-7.2538,7.84
6.217954,2.3901,-3.7831,-6.7093,8.06
6.229117,3.3357,-4.4784,-0.3425,5.59
6.240861,8.0077,0.0113,7.9766,11.30
6.252006,8.0077,2.2029,7.9766,11.52
6.262769,8.0077,5.1757,-1.1736,9.61
6.274785,8.0077,-0.6649,-8.0283,11.36
6.286250,-3.9929,-7.1766,4.7211,9.47
6.297782,-6.2986,-3.7435,7.9766,10.83
6.308048,-1.6809,-2.6129,7.5532,8.17
6.320946,3.7459,-0.3205,-6.7967,7.77
6.331056,3.9025,1.1881,-8.0283,9.01
6.342110,2.6287,0.4386,-5.9566,6.53
6.343208,2.0666,0.1334,-5.0066,5.42
6.356650,-1.9584,-0.5567,-2.0713,2.90
6.371925,-2.0569,0.0572,-2.6743,3.37
6.375378,-1.5275,0.1977,-2.9892,3.36
6.385946,-0.8073,0.6128,-3.5681,3.71
6.397626,-0.4242,1.2130,-3.6913,3.91
6.407976,0.1269,1.4067,-3.2525,3.55
6.419694,0.8107,1.2196,-2.5543,2.94
6.430832,1.0924,0.5839,-2.5211,2.81
6.442033,0.3070,-0.2789,-3.2735,3.30
6.456319,-0.7438,-1.0387,-2.1945,2.54
6.456800,-0.7438,-1.0387,-2.1945,2.54
6.472956,-1.9860,-1.3983,-0.0071,2.43
6.478038,-2.1467,-1.3956,0.2949,2.58
6.486122,-2.2528,-1.3196,0.6533,2.69
6.498028,-1.8081,-1.1345,0.9477,2.34
6.508490,-1.1617,-1.0910,0.7119,1.75
6.520109,-0.5136,-0.8608,-0.0711,1.00
6.531333,-0.2689,-0.6258,-0.8640,1.10
6.542177,-0.2449,-0.4700,-1.2102,1.32
6.555181,-0.2065,-0.4551,-1.1108,1.22
6.564381,-0.2320,-0.4338,-0.9131,1.04
6.576306,-0.2478,-0.4433,-0.7040,0.87
6.586606,-0.2429,-0.4920,-0.4497,0.71
6.601606,-0.4020,-0.5916,0.1373,0.73
6.602042,-0.4020,-0.5916,0.1373,0.73
6.623542,-0.2212,-0.7668,0.5370,0.96
6.623890,-0.2212,-0.7668,0.5370,0.96
6.630755,-0.0954,-0.7602,0.5326,0.93
6.641226,0.1443,-0.7687,0.3904,0.87
6.653877,0.4418,-0.8442,-0.0166,0.95
6.665184,0.6143,-0.7585,-0.2198,1.00
6.675804,0.8989,-0.6810,-0.0356,1.13
6.690052,1.8077,-0.4707,0.6061,1.96
6.706977,3.0108,0.2212,0.1618,3.02
6.707271,3.0108,0.2212,0.1618,3.02
6.720855,3.9900,0.7982,-1.4291,4.31
6.730677,4.1612,1.5078,-2.4573,5.06
6.741551,4.5846,1.6725,-3.0168,5.74
6.753339,4.4167,1.8088,-2.3232,5.31
6.753914,4.3092,1.8276,-1.9485,5.07
6.764792,4.2602,1.6625,-0.6065,4.61
6.775584,4.2865,1.6075,-0.0273,4.58
6.787251,3.4940,1.5313,-1.0243,3.95
6.798730,2.6840,1.5272,-3.2549,4.49
6.809447,3.0758,1.6825,-5.5008,6.52
6.821311,4.2174,3.5326,-6.5341,8.54
6.836200,6.4087,7.2886,-2.9005,10.13
6.836722,6.4087,7.2886,-2.9005,10.13
6.855710,2.7423,7.9966,7.2923,11.16
6.866272,1.0960,7.9966,7.9766,11.35
6.875460,1.2346,7.9966,7.9766,11.36
6.888746,4.0432,7.9966,7.9766,12.00
6.890062,4.6594,7.9966,7.9766,12.22
6.900580,6.3105,7.9966,7.3902,12.59
6.909075,6.6719,7.9966,6.8968,12.49
6.920941,7.6488,5.2444,7.7042,12.06
6.931644,8.0077,2.9895,7.9766,11.69
6.943119,8.0077,2.1958,7.9766,11.51
6.954376,8.0077,2.1770,7.9766,11.51
6.965163,8.0077,1.4737,7.9766,11.40
6.979346,8.0077,2.8525,6.7732,10.87
6.979807,8.0077,2.8525,6.7732,10.87
6.995739,8.0077,0.6526,2.5385,8.43
7.008866,8.0077,0.1921,-1.6797,8.18
7.020010,8.0077,-2.4915,1.6789,8.55
7.020362,8.0077,-2.4915,1.6789,8.55
7.031019,8.0077,-6.1493,6.3178,11.91
7.043925,5.5796,-8.0082,6.0984,11.51
7.053839,1.8602,-7.9444,4.9121,9.52
7.064995,0.4526,-7.5704,2.2415,7.91
7.078534,0.5618,-6.6607,-0.9600,6.75
7.090612,0.8977,-5.1988,-2.4363,5.81
7.101316,2.0908,-4.2739,-2.7392,5.49
7.108581,3.0279,-3.6094,-2.9071,5.54
7.120305,4.0374,-2.5489,-3.6321,6.00
7.131969,4.1202,-1.4486,-3.9067,5.86
7.143136,3.6912,-0.1944,-2.7844,4.63
7.143529,3.6912,-0.1944,-2.7844,4.63
7.154500,3.3536,0.7352,-1.1098,3.61
7.165774,2.5940,2.0622,-0.3745,3.33
7.177134,2.5364,4.0703,-0.3937,4.81
7.187827,3.2436,5.0179,-0.3952,5.99
7.209782,3.4454,5.3758,0.6286,6.42
7.210081,3.4454,5.3758,0.6286,6.42
7.220340,2.3134,4.3006,1.1082,5.01
7.231307,0.9145,2.5068,1.5288,3.08
7.241718,-0.1120,1.1214,2.0673,2.35
7.253381,-1.2622,-0.0757,2.4750,2.78
7.265167,-2.0283,-0.9131,1.9657,2.97
7.277222,-1.8959,-1.6922,0.4481,2.58
7.277750,-1.8959,-1.6922,0.4481,2.58
7.288089,-1.2922,-2.2355,-1.3103,2.90
7.298770,-0.9375,-2.4776,-2.5419,3.67
7.309870,-0.8517,-2.5741,-3.2166,4.21
7.321038,-0.9026,-2.4820,-2.7605,3.82
7.332237,-0.7103,-2.3364,-1.5244,2.88
7.343462,-0.3412,-1.9181,-0.4421,2.00
7.354526,-0.1513,-1.3150,0.1808,1.34
7.369204,-0.2009,-0.5342,0.8607,1.03
7.388574,0.5341,0.0135,1.6420,1.73
7.389174,0.5341,0.0135,1.6420,1.73
7.399272,0.8789,0.1134,1.4409,1.69
7.409066,0.8732,0.1022,0.8705,1.24
7.420879,0.4709,0.0863,0.1537,0.50
7.421815,0.3927,0.0675,0.0587,0.40
7.432406,0.2789,-0.1065,-0.1512,0.33
7.443707,0.4677,-0.5037,-0.3205,0.76
7.455471,0.4878,-0.7634,-0.4265,1.00
7.466605,0.5960,-1.0685,-0.5167,1.33
7.480350,0.8549,-1.3551,-0.3725,1.64
7.498918,1.7268,-1.6230,0.5143,2.42
7.499271,1.7268,-1.6230,0.5143,2.42
7.510622,2.1507,-1.5004,0.8607,2.76
7.520836,2.4807,-1.1083,1.1739,2.96
7.532829,3.3570,-0.4230,1.6498,3.76
7.543888,4.4300,0.1784,1.4126,4.65
7.554485,4.5680,0.6648,0.5453,4.65
7.555388,4.4265,0.7640,0.3062,4.50
7.565970,3.1535,1.1268,-0.5418,3.39
7.577566,1.5563,2.7433,0.5089,3.19
7.588506,2.7746,5.1610,4.4096,7.33
7.602673,1.9462,7.9966,7.9766,11.46
7.620492,-0.6964,7.9966,7.9766,11.32
7.621166,-0.6964,7.9966,7.9766,11.32
7.632113,-3.4488,7.9966,7.9766,11.81
7.643971,-3.8285,7.9966,7.9766,11.93
7.655326,-0.5402,7.3353,7.9766,10.85
7.667078,6.1090,3.7998,7.9766,10.74
7.677700,8.0077,2.5727,7.1320,11.03
7.678149,8.0077,2.5727,7.1320,11.03
7.688229,8.0077,2.7824,3.3308,9.11
7.699506,8.0077,3.7380,1.6268,8.99
7.712982,8.0077,3.2531,5.4637,10.23
7.730580,8.0077,2.9384,7.9766,11.68
7.731374,8.0077,3.0027,7.9766,11.69
7.743797,8.0077,2.8454,7.9766,11.66
7.754839,8.0077,1.0205,7.9766,11.35
7.766361,8.0077,-1.9353,6.9871,10.80
7.777994,8.0077,-5.2955,4.2982,10.52
7.788266,8.0077,-6.8456,3.1097,10.98
7.799679,5.5666,-6.5903,5.1586,10.05
7.812524,4.5609,-8.0082,3.7568,9.95
7.813226,4.5609,-8.0082,3.7568,9.95
7.821685,3.1484,-8.0082,1.2916,8.70
7.833264,2.0527,-8.0082,-2.4173,8.61
7.844365,0.1934,-7.9911,-4.1618,9.01
7.858817,0.6265,-6.8309,-3.0707,7.52
7.877535,2.0693,-3.4895,-0.2259,4.06
7.877907,2.0693,-3.4895,-0.2259,4.06
7.888359,3.2737,-1.3372,1.0752,3.70
7.899601,4.6982,0.5527,2.5896,5.39
7.911122,3.5173,2.1335,3.0208,5.10
7.921996,2.1096,3.1466,1.9757,4.27
7.933242,1.8915,2.9722,1.1724,3.71
7.944284,1.3242,2.4440,0.0369,2.78
7.955922,0.2593,1.6549,-0.8736,1.89
7.956446,0.2593,1.6549,-0.8736,1.89
7.967891,-0.5547,0.9262,-0.6845,1.28
7.978436,-0.8068,0.6225,0.3032,1.06
7.991977,-0.9499,0.9071,1.0898,1.71
8.008699,-0.4504,1.9486,0.3807,2.04
8.021484,0.3211,2.8327,-0.2782,2.86
8.022124,0.3602,2.9279,-0.3212,2.97
8.031908,0.2075,3.1879,-0.2587,3.21
8.045486,-0.3749,3.2568,0.0106,3.28
8.054895,-0.7176,3.2783,0.4554,3.39
8.066938,-0.7623,3.1490,1.1262,3.43
8.078044,-0.4061,3.0401,1.1126,3.26
8.089478,0.3057,2.7195,-0.0280,2.74
8.103165,0.5530,2.3993,-1.6714,2.98
8.103583,0.5530,2.3993,-1.6714,2.98
8.124278,0.0815,1.9776,-1.9318,2.77
8.124636,0.0815,1.9776,-1.9318,2.77
8.133325,0.0251,1.7697,-1.4394,2.28
8.143781,-0.2161,1.5399,-0.5677,1.66
8.156372,-0.5434,1.4062,0.1002,1.51
8.167126,-0.5903,1.3823,0.3809,1.55
8.178618,-0.2327,1.2262,0.5023,1.35
8.189784,0.1413,1.0635,0.3680,1.13
8.200823,0.0421,1.0456,-0.1614,1.06
8.214063,-0.2410,0.9904,-0.6488,1.21
8.232444,-0.3666,0.7713,-0.7920,1.16
8.242349,-0.3631,0.5854,-0.5643,0.89
8.244531,-0.3842,0.5390,-0.4798,0.82
8.254492,-0.5310,0.3721,-0.1568,0.67
8.265599,-0.7091,0.2380,0.1220,0.76
8.265755,-0.7091,0.2380,0.1220,0.76
8.288531,-0.8583,0.1840,0.2602,0.92
8.300872,-0.7120,0.2629,0.0829,0.76
8.301265,-0.7120,0.2629,0.0829,0.76
8.322245,-0.5202,0.3709,-0.3769,0.74
8.322453,-0.5202,0.3709,-0.3769,0.74
8.333237,-0.5012,0.4630,-0.5956,0.91
8.344531,-0.3800,0.5343,-0.8398,1.07
8.363839,-0.2288,0.5937,-0.9432,1.14
8.364001,-0.2288,0.5937,-0.9432,1.14
8.377297,-0.2566,0.6284,-0.8486,1.09
8.387896,-0.2713,0.6528,-0.7846,1.06
8.401710,-0.1833,0.7821,-0.6285,1.02
8.411789,-0.0946,0.8502,-0.5516,1.02
8.422940,-0.1355,0.9540,-0.5095,1.09
8.433664,-0.2845,1.1275,-0.3857,1.23
8.434241,-0.3177,1.1668,-0.3351,1.25
8.444902,-0.3639,1.2628,-0.1248,1.32
8.456889,-0.2940,1.3246,0.1051,1.36
8.467947,-0.2151,1.4246,0.2527,1.46
8.479136,-0.1254,1.4390,0.3025,1.48
8.492512,0.0356,1.4580,0.3577,1.50
8.508309,0.0746,1.3515,0.3775,1.41
8.508663,0.0746,1.3515,0.3775,1.41
8.521915,-0.0294,1.2723,0.3511,1.32
8.532963,-0.1831,1.2110,0.3355,1.27
8.544906,-0.2813,1.1143,0.3704,1.21
8.557095,-0.4088,1.0271,0.4078,1.18
8.557963,-0.4406,1.0117,0.4136,1.18
8.579464,-0.7049,0.9167,0.4657,1.25
8.580422,-0.7254,0.9071,0.4752,1.25
8.590378,-0.7589,0.8497,0.4977,1.24
8.603441,-0.6715,0.7752,0.4723,1.13
8.617653,-0.5273,0.7290,0.3750,0.97
8.622040,-0.5053,0.7212,0.3416,0.94
8.633170,-0.4098,0.6865,0.1112,0.81
8.645070,-0.3583,0.6724,-0.2679,0.81
8.657126,-0.3575,0.6797,-0.6742,1.02
8.668347,-0.3519,0.7134,-0.9796,1.26
8.679476,-0.3629,0.7666,-1.1269,1.41
8.690375,-0.4147,0.8434,-1.1027,1.45
8.704548,-0.4682,0.9623,-0.9077,1.40
8.705130,-0.4682,0.9623,-0.9077,1.40
8.718575,-0.4501,0.9592,-0.6860,1.26
8.722061,-0.4579,0.9548,-0.6486,1.24
8.733651,-0.5019,0.9672,-0.4128,1.17
8.745652,-0.5161,0.9685,-0.1829,1.11
8.756881,-0.4093,0.9233,-0.0747,1.01
8.767979,-0.2862,0.8883,-0.1175,0.94
8.779050,-0.3145,0.9001,-0.1578,0.97
8.790678,-0.4675,0.9623,-0.2003,1.09
8.800802,-0.6118,1.0107,-0.2105,1.20
8.812366,-0.7203,1.0283,-0.2032,1.27
8.823406,-0.7120,1.0004,-0.1416,1.24
8.834466,-0.6458,0.9772,-0.0584,1.17
8.850367,-0.5334,0.9025,-0.0085,1.05
8.851062,-0.5241,0.8947,-0.0117,1.04
8.864483,-0.4758,0.8551,-0.1050,0.98
8.868576,-0.4530,0.8294,-0.1720,0.96
8.878724,-0.4161,0.7813,-0.3075,0.94
8.889826,-0.4230,0.7527,-0.4387,0.97
8.900736,-0.4421,0.7325,-0.5015,0.99
8.912056,-0.4428,0.6873,-0.5157,0.97
8.923817,-0.4245,0.6333,-0.4739,0.90
8.935454,-0.4650,0.5998,-0.4255,0.87
8.945864,-0.5278,0.5873,-0.3425,0.86
8.957644,-0.6021,0.5810,-0.2352,0.87
8.968536,-0.6138,0.5590,-0.1653,0.85
8.982575,-0.5464,0.5329,-0.0742,0.77
8.983025,-0.5464,0.5329,-0.0742,0.77
9.002388,-0.4484,0.4928,-0.1536,0.68
9.002718,-0.4484,0.4928,-0.1536,0.68
9.012226,-0.4843,0.4916,-0.2174,0.72
9.022666,-0.5540,0.4984,-0.2557,0.79
9.034522,-0.5529,0.4776,-0.2455,0.77
9.046402,-0.5642,0.4036,-0.1942,0.72
9.057715,-0.6028,0.5886,-0.0490,0.84
9.068561,-0.4391,0.5524,-0.0197,0.71
9.079599,-0.2461,0.5478,-0.0444,0.60
9.094256,-0.1921,0.6377,-0.1165,0.68
9.094805,-0.1921,0.6377,-0.1165,0.68
9.113838,-0.2403,0.6607,-0.1189,0.71
9.123044,-0.2938,0.6518,-0.0571,0.72
9.133540,-0.3521,0.5859,0.0372,0.68
9.133807,-0.3521,0.5859,0.0372,0.68
9.146021,-0.4286,0.5434,0.1068,0.70
9.157872,-0.5322,0.5722,-0.0171,0.78
9.169665,-0.6265,0.6890,-0.1717,0.95
9.179760,-0.7645,0.8832,-0.3163,1.21
9.192523,-0.8757,1.0432,-0.5753,1.48
9.202355,-0.9262,1.1265,-0.7607,1.64
9.213803,-0.8987,1.2181,-0.8701,1.75
9.227906,-0.7364,1.3031,-0.7270,1.66
9.228262,-0.7364,1.3031,-0.7270,1.66
9.246183,-0.4374,1.5526,-0.2482,1.63
9.257665,-0.2806,1.6510,-0.1028,1.68
9.270206,-0.2996,1.7209,-0.1040,1.75
9.270393,-0.2996,1.7209,-0.1040,1.75
9.279691,-0.4049,1.7849,0.0128,1.83
9.289675,-0.2889,1.7411,-0.0850,1.77
9.301857,-0.0661,1.5115,-0.1187,1.52
9.311785,-0.0275,1.3972,-0.1250,1.40
9.324822,0.0226,1.1998,-0.1861,1.21
9.335673,0.0253,1.0254,-0.2294,1.05
9.346955,-0.0013,0.8121,-0.3127,0.87
9.358369,-0.0241,0.6775,-0.4065,0.79
9.371593,-0.1018,0.4576,-0.4082,0.62
9.372016,-0.1018,0.4576,-0.4082,0.62
9.391614,-0.2657,0.2033,-0.4057,0.53
9.392147,-0.2725,0.1757,-0.3813,0.50
9.401140,-0.2916,0.0978,-0.2535,0.40
9.411667,-0.3299,-0.0248,0.1308,0.36
9.423816,-0.3270,-0.2125,0.5553,0.68
9.435943,-0.3512,-0.2609,0.6970,0.82
9.447409,-0.1860,-0.1318,0.5710,0.61
9.458686,0.1814,-0.0275,0.3890,0.43
9.472477,0.9463,0.5822,0.4071,1.18
9.489098,1.9745,0.9428,0.1410,2.19
9.489957,1.9024,1.0151,0.0389,2.16
9.500960,1.0738,1.3867,-0.5638,1.84
9.512454,-0.5112,1.3635,-1.4110,2.03
9.523968,-4.2142,1.1065,-2.1730,4.87
9.535291,-7.7692,0.4061,-4.3794,8.93
9.536036,-7.9903,0.2077,-5.2506,9.56
9.548196,-7.9903,0.4630,-7.2275,10.78
9.558023,-7.9563,0.4246,-4.7772,9.29
9.569031,-3.9846,0.2859,-1.9780,4.46
9.579928,-3.5471,0.7026,-1.6035,3.96
9.591040,-4.9801,0.8121,-2.2529,5.53
9.605935,-5.5158,-0.2789,-2.1622,5.93
9.624297,-4.1558,-3.0314,-1.9978,5.52
9.624566,-4.1558,-3.0314,-1.9978,5.52
9.634221,-3.0479,-4.1110,-2.3256,5.62
9.645900,2.5479,-6.0778,-1.8830,6.85
9.659167,8.0077,-5.2662,0.9350,9.63
9.670142,8.0077,-0.5623,6.8491,10.55
9.670763,8.0077,-0.5623,6.8491,10.55
9.680370,8.0077,2.3377,5.5986,10.05
9.690868,8.0077,5.9594,-3.5691,10.60
9.702557,8.0077,-4.7649,-4.8219,10.49
9.712951,1.1894,-8.0082,5.7803,9.95
9.724598,-6.5448,-6.8871,7.9766,12.41
9.736347,0.9094,-5.1898,6.0493,8.02
9.750302,3.8463,-1.9870,-8.0283,9.12
9.765403,2.9998,-1.2771,-8.0283,8.67
9.765922,2.8481,-1.5698,-7.9296,8.57
9.780903,0.5295,-2.2160,-1.8385,2.93
9.791822,-2.3310,-0.4939,-1.4066,2.77
9.802552,-1.9323,0.5954,-3.6468,4.17
9.813404,-1.5812,1.6478,-3.8132,4.44
9.814138,-1.4964,1.8442,-3.7812,4.47
9.824944,-1.4307,2.2271,-3.1582,4.12
9.836141,-2.2203,2.1035,-1.2989,3.32
9.847283,-3.0150,1.3168,-0.3798,3.31
9.858547,-4.4123,0.3980,-0.1705,4.43
9.870533,-4.0215,0.4977,-0.5135,4.08
9.883996,-0.4931,0.1190,-2.0061,2.07
9.903073,0.6385,-0.1749,-4.1234,4.18
9.903389,0.6385,-0.1749,-4.1234,4.18
9.912728,0.2733,-0.4128,-3.2603,3.30
9.923920,0.0157,-0.9449,-0.8699,1.28
9.937254,-0.2532,-1.4723,0.8419,1.71
9.947015,-0.9138,-1.3993,1.8613,2.50
9.959252,-1.0440,-0.9669,2.4024,2.79
9.959702,-1.0440,-0.9669,2.4024,2.79
9.969601,-0.4931,-0.7888,2.0651,2.26
9.981045,-0.2285,-0.5538,1.2020,1.34
9.991745,-0.2525,-0.3735,0.2947,0.54
10.004519,-0.0478,-0.2266,-0.9254,0.95
10.017618,0.1648,-0.1768,-1.3170,1.34
10.040651,0.3355,-0.2613,-0.8797,0.98
10.040961,0.3355,-0.2613,-0.8797,0.98
10.047293,0.2757,-0.2982,-0.7480,0.85
10.057669,0.2014,-0.3989,-0.3398,0.56
10.068487,0.1501,-0.4172,0.0196,0.44
10.081267,0.0265,-0.1751,0.6711,0.69
10.081824,0.0265,-0.1751,0.6711,0.69
10.092820,0.1362,0.1159,1.3600,1.37
10.103614,0.6917,0.2856,1.6566,1.82
10.114609,1.7136,0.6157,0.9211,2.04
10.129598,2.2130,1.0701,-1.1205,2.70
10.148014,1.9613,1.4184,-2.6765,3.61
10.148383,1.9613,1.4184,-2.6765,3.61
10.159956,1.9567,1.3285,-1.5219,2.81
10.167999,1.9472,1.4106,-0.4377,2.44
10.181991,2.1255,1.6625,1.2540,2.98
10.192051,2.0925,2.0004,1.5682,3.29
10.203312,1.4823,2.8422,0.1427,3.21
10.214042,1.3508,3.5543,-1.5771,4.12
10.226590,1.9506,4.4374,-2.6098,5.51
10.227055,1.9506,4.4374,-2.6098,5.51
10.236527,1.8688,4.9155,-2.1116,5.67
10.247612,1.0003,5.2842,-1.1462,5.50
10.261694,-1.0530,6.3222,-1.4552,6.57
10.277709,-0.5535,7.3233,-3.8173,8.28
10.277950,-0.5535,7.3233,-3.8173,8.28
10.287801,0.4049,7.9966,-5.8701,9.93
10.302729,2.6576,7.9966,-4.1569,9.40
10.312832,3.1965,7.9966,-1.0365,8.67
10.324787,3.6846,7.9966,4.4216,9.85
10.336837,7.0674,7.9966,7.9384,13.30
10.348963,8.0077,7.9966,7.5764,13.62
10.359704,8.0077,7.6243,6.0879,12.62
10.370493,8.0077,5.8830,6.5662,11.91
10.371322,8.0077,5.4738,6.9955,11.96
10.384909,8.0077,3.7449,7.9766,11.91
10.398281,8.0077,2.7245,7.9766,11.63
10.402229,8.0077,3.0027,7.9766,11.69
10.413000,8.0077,3.0721,7.9766,11.71
10.425675,8.0077,-0.1423,5.1752,9.54
10.437438,8.0077,-1.4413,-1.6851,8.31
10.448655,8.0077,-2.7964,-1.7100,8.65
10.459323,7.9871,-4.0227,2.0902,9.18
10.470941,7.3554,-5.5200,3.0569,9.69
10.481613,5.7042,-6.4134,2.5915,8.97
10.493225,3.2434,-6.6384,1.2311,7.49
10.493626,3.2434,-6.6384,1.2311,7.49
10.503965,2.1279,-6.3167,1.0202,6.74
10.515878,2.0840,-5.7617,1.0610,6.22
10.529846,2.7057,-4.7425,0.1124,5.46
10.544818,3.6299,-3.7215,-1.1008,5.31
10.545111,3.6299,-3.7215,-1.1008,5.31
10.559360,3.4337,-2.2260,-1.0756,4.23
10.570013,3.1457,-0.9219,0.6692,3.35
10.581296,2.5813,0.2390,1.6041,3.05
10.592110,2.3495,1.3549,1.5704,3.13
10.603648,3.2385,2.5532,0.1051,4.13
10.615154,3.4921,3.5565,-1.9629,5.36
10.627039,3.6216,4.3297,-2.8323,6.32
10.638462,3.7887,4.2161,-2.6650,6.26
10.639016,3.7887,4.2161,-2.6650,6.26
10.648782,3.1430,3.7405,-1.8229,5.21
10.663428,1.4972,2.6092,0.3601,3.03
10.681940,-0.0495,0.6235,1.5308,1.65
10.682203,-0.0495,0.6235,1.5308,1.65
10.691606,-1.2802,0.0333,1.4614,1.94
10.702888,-2.1323,-0.4431,1.3425,2.56
10.714426,-1.7984,-1.0399,0.8519,2.25
10.726397,-1.6410,-1.6340,-0.1336,2.32
10.738612,-1.5580,-2.2267,-0.8662,2.85
10.748227,-1.3682,-2.7651,-1.1027,3.28
10.762949,-2.1235,-3.1228,-0.6361,3.83
10.763385,-2.1235,-3.1228,-0.6361,3.83
10.784405,-2.6451,-2.2533,0.9186,3.59
10.784761,-2.6451,-2.2533,0.9186,3.59
10.791628,-2.2550,-1.7645,1.2420,3.12
10.802985,-1.1016,-0.9024,1.5086,2.07
10.815761,0.4017,0.0426,1.2433,1.31
10.827898,1.7642,0.9359,0.4256,2.04
10.837849,2.3520,1.6852,-0.4136,2.92
10.848611,2.7915,2.4186,-0.8010,3.78
10.859509,3.0528,2.5114,-0.5088,3.99
10.870769,2.7895,2.3900,0.1295,3.68
10.881903,2.0647,1.9928,0.6557,2.94
10.896848,1.0916,1.3979,1.4641,2.30
10.897308,1.0916,1.3979,1.4641,2.30
10.920689,0.4484,0.4813,1.8247,1.94
10.921031,0.4484,0.4813,1.8247,1.94
10.926823,0.3497,0.3423,1.6341,1.71
10.938183,0.1118,0.1589,1.0661,1.08
10.948900,0.1431,-0.1089,0.4664,0.50
10.959991,-0.1142,-0.1270,0.3391,0.38
10.971950,-0.9639,0.1860,0.4327,1.07
10.982218,-1.4752,0.5468,0.8248,1.78
10.997297,-2.3092,3.1955,2.5094,4.67
10.997905,-2.2068,3.6638,2.6763,5.05
11.012830,-1.6281,7.1271,3.2265,7.99
11.025072,-1.6020,7.9966,3.5675,8.90
11.040519,-0.4584,7.9966,4.8188,9.35
11.041813,-0.0851,7.9966,5.2585,9.57
11.050944,0.8349,7.9966,6.9429,10.62
11.060803,0.2361,7.9966,7.9631,11.29
11.070933,0.5295,7.9155,7.9766,11.25
11.082314,2.7963,5.2312,7.9766,9.94
11.093048,5.1922,3.7414,7.9766,10.23
11.105024,7.7929,3.8362,7.9766,11.79
11.117455,8.0077,5.3924,6.2181,11.48
11.128230,8.0077,6.7375,5.6782,11.91
11.143067,8.0077,7.4364,7.9722,13.53
11.143808,8.0077,7.2835,7.9766,13.45
11.157019,8.0077,6.2702,7.9766,12.93
11.171114,8.0077,1.9664,7.9766,11.47
11.182507,8.0077,-2.2826,6.0034,10.27
11.193253,8.0077,-4.4593,4.2652,10.11
11.193999,8.0077,-4.8995,3.9396,10.18
11.204309,8.0077,-5.7238,3.9215,10.60
11.216009,7.4524,-5.7077,5.7290,11.00
11.227221,7.7411,-7.1185,3.9721,11.24
11.238938,5.2960,-6.8571,0.3894,8.67
11.249819,4.4453,-7.9652,-2.2880,9.40
11.264262,2.0876,-7.8079,-3.8462,8.95
11.280154,2.1607,-7.0364,-3.7149,8.25
11.280339,2.1607,-7.0364,-3.7149,8.25
