ID,time,gFx,gFy,gFz,TgF,TS,label
2993,30.87153,-0.4623,1.2271,0.6303,1.45,2022-04-20 00:00:30.871528,0
2994,30.88741,-0.2105,1.1487,0.7039,1.36,2022-04-20 00:00:30.887412,0
2995,30.88787,-0.2105,1.1487,0.7039,1.36,2022-04-20 00:00:30.887872,0
2996,30.90827,-0.0783,1.0938,0.5089,1.21,2022-04-20 00:00:30.908272,0
2997,30.90859,-0.0783,1.0938,0.5089,1.21,2022-04-20 00:00:30.908592,0
2998,30.92608,-0.1425,0.9999,0.3355,1.06,2022-04-20 00:00:30.926083,0
2999,30.93935,-0.1714,0.954,0.3289,1.02,2022-04-20 00:00:30.939346,0
3000,30.95659,-0.0924,0.7972,0.2062,0.83,2022-04-20 00:00:30.956594,0
3001,30.95925,-0.0905,0.786,0.1808,0.81,2022-04-20 00:00:30.959252,0
3002,30.95949,-0.0905,0.786,0.1808,0.81,2022-04-20 00:00:30.959489,0
3003,30.97108,-0.0597,0.7813,-0.0356,0.78,2022-04-20 00:00:30.971076,0
3004,30.98166,0.0285,0.7508,-0.3329,0.82,2022-04-20 00:00:30.981664,0
3005,30.9967,0.1315,0.7566,-0.6273,0.99,2022-04-20 00:00:30.996695,0
3006,31.00565,0.1296,0.807,-0.7519,1.11,2022-04-20 00:00:31.005652,0
3007,31.0173,0.1113,0.8426,-0.8315,1.19,2022-04-20 00:00:31.017299,0
3008,31.03131,0.1601,0.8429,-0.8213,1.19,2022-04-20 00:00:31.031314,0
3009,31.03154,0.1601,0.8429,-0.8213,1.19,2022-04-20 00:00:31.031540,0
3010,31.04972,0.1912,0.807,-0.7218,1.1,2022-04-20 00:00:31.049724,0
3011,31.06002,0.1345,0.8299,-0.5843,1.02,2022-04-20 00:00:31.060023,0
3012,31.07134,0.0663,0.8864,-0.3227,0.95,2022-04-20 00:00:31.071339,0
3013,31.07234,0.0705,0.9025,-0.2704,0.94,2022-04-20 00:00:31.072339,0
3014,31.08461,0.1944,0.9665,-0.0144,0.99,2022-04-20 00:00:31.084611,0
3015,31.0952,0.3277,0.9941,0.1234,1.05,2022-04-20 00:00:31.095205,0
3016,31.10631,0.422,1.0583,0.2649,1.17,2022-04-20 00:00:31.106310,0
3017,31.11771,0.4306,1.1285,0.3963,1.27,2022-04-20 00:00:31.117710,0
3018,31.12831,0.4259,1.1815,0.4899,1.35,2022-04-20 00:00:31.128313,0
3019,31.14427,0.489,1.2206,0.6479,1.47,2022-04-20 00:00:31.144271,0
3020,31.14462,0.489,1.2206,0.6479,1.47,2022-04-20 00:00:31.144624,0
3021,31.16087,0.6397,1.1903,0.6643,1.51,2022-04-20 00:00:31.160868,0
3022,31.17113,0.6895,1.1705,0.5646,1.47,2022-04-20 00:00:31.171134,0
3023,31.1828,0.6744,1.1441,0.3159,1.37,2022-04-20 00:00:31.182802,0
3024,31.19767,0.6133,1.1018,-0.0439,1.26,2022-04-20 00:00:31.197673,0
3025,31.19943,0.6053,1.0894,-0.0982,1.25,2022-04-20 00:00:31.199432,0
3026,31.20791,0.5769,1.0547,-0.246,1.23,2022-04-20 00:00:31.207911,0
3027,31.21754,0.499,0.9851,-0.4265,1.18,2022-04-20 00:00:31.217540,0
3028,31.22841,0.4279,0.9338,-0.4986,1.14,2022-04-20 00:00:31.228406,0
3029,31.24438,0.3016,0.8402,-0.4612,1.0,2022-04-20 00:00:31.244378,0
3030,31.26176,0.2295,0.7425,-0.3241,0.84,2022-04-20 00:00:31.261765,0
3031,31.26199,0.2295,0.7425,-0.3241,0.84,2022-04-20 00:00:31.261986,0
3032,31.27104,0.2014,0.7063,-0.2318,0.77,2022-04-20 00:00:31.271038,0
3033,31.2831,0.1811,0.6677,-0.1451,0.71,2022-04-20 00:00:31.283099,0
3034,31.29622,0.1284,0.6491,-0.1263,0.67,2022-04-20 00:00:31.296218,0
3035,31.30575,0.0756,0.6668,-0.1258,0.68,2022-04-20 00:00:31.305753,0
3036,31.31768,0.0353,0.6826,-0.1446,0.7,2022-04-20 00:00:31.317685,0
3037,31.32903,0.0138,0.6834,-0.1514,0.7,2022-04-20 00:00:31.329028,0
3038,31.32987,0.0013,0.6863,-0.1526,0.7,2022-04-20 00:00:31.329871,0
3039,31.33948,-0.0172,0.6985,-0.1358,0.71,2022-04-20 00:00:31.339482,0
3040,31.35095,-0.0333,0.7095,-0.1309,0.72,2022-04-20 00:00:31.350948,0
3041,31.36582,-0.0172,0.754,-0.1123,0.76,2022-04-20 00:00:31.365820,0
3042,31.3843,0.112,0.8082,-0.0708,0.82,2022-04-20 00:00:31.384304,0
3043,31.38459,0.112,0.8082,-0.0708,0.82,2022-04-20 00:00:31.384587,0
3044,31.39458,0.1623,0.8189,-0.0537,0.84,2022-04-20 00:00:31.394578,0
3045,31.40473,0.1963,0.8568,-0.0234,0.88,2022-04-20 00:00:31.404731,0
3046,31.4193,0.2505,0.9093,0.0665,0.95,2022-04-20 00:00:31.419299,0
3047,31.4288,0.293,0.932,0.1486,0.99,2022-04-20 00:00:31.428803,0
3048,31.43922,0.3226,0.9318,0.281,1.03,2022-04-20 00:00:31.439222,0
3049,31.45077,0.2762,0.9352,0.3675,1.04,2022-04-20 00:00:31.450772,0
3050,31.46185,0.136,0.9687,0.4515,1.08,2022-04-20 00:00:31.461848,0
3051,31.47781,0.0062,1.0405,0.3843,1.11,2022-04-20 00:00:31.477811,0
3052,31.47816,0.0062,1.0405,0.3843,1.11,2022-04-20 00:00:31.478164,0
3053,31.49618,-0.092,1.0478,0.2485,1.08,2022-04-20 00:00:31.496183,0
3054,31.49636,-0.092,1.0478,0.2485,1.08,2022-04-20 00:00:31.496362,0
3055,31.50555,-0.1474,1.0623,0.2595,1.1,2022-04-20 00:00:31.505552,0
3056,31.51607,-0.1872,1.0811,0.3345,1.15,2022-04-20 00:00:31.516071,0
3057,31.53,-0.1792,1.0449,0.4073,1.14,2022-04-20 00:00:31.529997,0
3058,31.53972,-0.2112,1.0498,0.4972,1.18,2022-04-20 00:00:31.539718,0
3059,31.55075,-0.1955,1.1067,0.6303,1.29,2022-04-20 00:00:31.550753,0
3060,31.56243,-0.0534,1.1463,0.7349,1.36,2022-04-20 00:00:31.562426,0
3061,31.5736,0.1711,1.1424,0.7513,1.38,2022-04-20 00:00:31.573601,0
3062,31.58501,0.3092,1.1761,0.6941,1.4,2022-04-20 00:00:31.585006,0
3063,31.59971,0.4372,1.1414,0.5121,1.33,2022-04-20 00:00:31.599708,0
3064,31.59998,0.4372,1.1414,0.5121,1.33,2022-04-20 00:00:31.599977,0
3065,31.6176,0.4807,1.0701,0.2111,1.19,2022-04-20 00:00:31.617600,0
3066,31.61794,0.478,1.0645,0.1603,1.18,2022-04-20 00:00:31.617941,0
3067,31.62812,0.4592,1.0359,-0.061,1.13,2022-04-20 00:00:31.628123,0
3068,31.64002,0.4389,0.9838,-0.338,1.13,2022-04-20 00:00:31.640021,0
3069,31.65111,0.4122,0.9572,-0.5025,1.16,2022-04-20 00:00:31.651109,0
3070,31.66186,0.3311,0.9531,-0.608,1.18,2022-04-20 00:00:31.661857,0
3071,31.67422,0.2642,0.9286,-0.5855,1.13,2022-04-20 00:00:31.674220,0
3072,31.68482,0.219,0.8915,-0.457,1.03,2022-04-20 00:00:31.684824,0
3073,31.69901,0.1702,0.8412,-0.2635,0.9,2022-04-20 00:00:31.699013,0
3074,31.69929,0.1702,0.8412,-0.2635,0.9,2022-04-20 00:00:31.699287,0
3075,31.71575,0.082,0.7865,-0.0395,0.79,2022-04-20 00:00:31.715754,0
3076,31.72732,-0.006,0.7938,0.1092,0.8,2022-04-20 00:00:31.727316,0
3077,31.73958,-0.0439,0.8023,0.2517,0.84,2022-04-20 00:00:31.739582,0
3078,31.73992,-0.0439,0.8023,0.2517,0.84,2022-04-20 00:00:31.739923,0
3079,31.7513,-0.0255,0.8016,0.346,0.87,2022-04-20 00:00:31.751299,0
3080,31.76276,0.0165,0.8365,0.431,0.94,2022-04-20 00:00:31.762758,0
3081,31.77421,0.0556,0.8854,0.4747,1.01,2022-04-20 00:00:31.774208,0
3082,31.78498,0.0852,0.9076,0.4285,1.01,2022-04-20 00:00:31.784978,0
3083,31.80424,0.1125,0.975,0.3389,1.04,2022-04-20 00:00:31.804240,0
3084,31.80561,0.1184,0.9829,0.332,1.04,2022-04-20 00:00:31.805612,0
3085,31.81685,0.1682,0.998,0.2783,1.05,2022-04-20 00:00:31.816851,0
3086,31.82857,0.1858,1.0251,0.2321,1.07,2022-04-20 00:00:31.828567,0
3087,31.8387,0.1892,1.0581,0.2216,1.1,2022-04-20 00:00:31.838698,0
3088,31.85007,0.2364,1.0716,0.2243,1.12,2022-04-20 00:00:31.850068,0
3089,31.86277,0.2679,1.0701,0.2079,1.12,2022-04-20 00:00:31.862774,0
3090,31.87352,0.264,1.0698,0.1979,1.12,2022-04-20 00:00:31.873519,0
3091,31.88443,0.2412,1.0713,0.205,1.12,2022-04-20 00:00:31.884432,0
3092,31.88516,0.2344,1.0708,0.2089,1.12,2022-04-20 00:00:31.885165,0
3093,31.89586,0.2144,1.0676,0.2187,1.11,2022-04-20 00:00:31.895862,0
3094,31.90696,0.1961,1.0601,0.2262,1.1,2022-04-20 00:00:31.906958,0
3095,31.91825,0.1643,1.0469,0.2011,1.08,2022-04-20 00:00:31.918247,0
3096,31.93392,0.0922,1.0439,0.1544,1.06,2022-04-20 00:00:31.933925,0
3097,31.95236,0.0314,1.0266,0.1366,1.04,2022-04-20 00:00:31.952363,0
3098,31.95254,0.0314,1.0266,0.1366,1.04,2022-04-20 00:00:31.952535,0
3099,31.96118,0.0148,1.0132,0.1601,1.03,2022-04-20 00:00:31.961183,0
3100,31.97338,-0.0104,1.0019,0.1808,1.02,2022-04-20 00:00:31.973385,0
3101,31.98366,-0.0328,0.9934,0.163,1.01,2022-04-20 00:00:31.983662,0
3102,31.99592,-0.0609,0.9892,0.1117,1.0,2022-04-20 00:00:31.995919,0
3103,32.00668,-0.0754,0.9858,0.0555,0.99,2022-04-20 00:00:32.006679,0
3104,32.01786,-0.0849,0.9885,0.0118,0.99,2022-04-20 00:00:32.017856,0
3105,32.01841,-0.0834,0.9895,0.0005,0.99,2022-04-20 00:00:32.018408,0
3106,32.02886,-0.0722,0.9951,-0.0437,1.0,2022-04-20 00:00:32.028864,0
3107,32.0408,-0.0651,0.9921,-0.0811,1.0,2022-04-20 00:00:32.040796,0
3108,32.05122,-0.0717,1.0024,-0.084,1.01,2022-04-20 00:00:32.051216,0
3109,32.06392,-0.0458,1.0217,-0.0534,1.02,2022-04-20 00:00:32.063923,0
3110,32.07926,0.0143,1.0249,-0.0285,1.03,2022-04-20 00:00:32.079262,0
3111,32.0798,0.0204,1.029,-0.0273,1.03,2022-04-20 00:00:32.079801,0
3112,32.09349,0.0106,1.0586,-0.0085,1.06,2022-04-20 00:00:32.093495,0
3113,32.10635,-0.0094,1.1065,0.0208,1.11,2022-04-20 00:00:32.106348,0
3114,32.11786,-0.0001,1.1312,0.0423,1.13,2022-04-20 00:00:32.117857,0
3115,32.12929,0.0268,1.1656,0.0562,1.17,2022-04-20 00:00:32.129286,0
3116,32.14066,0.0766,1.203,0.0572,1.21,2022-04-20 00:00:32.140661,0
3117,32.14106,0.0766,1.203,0.0572,1.21,2022-04-20 00:00:32.141061,0
3118,32.15129,0.1465,1.2284,0.0785,1.24,2022-04-20 00:00:32.151288,0
3119,32.16377,0.2571,1.2758,0.0985,1.31,2022-04-20 00:00:32.163769,0
3120,32.18948,0.232,1.3285,0.0743,1.35,2022-04-20 00:00:32.189481,0
3121,32.18978,0.232,1.3285,0.0743,1.35,2022-04-20 00:00:32.189777,0
3122,32.20934,0.1875,1.3088,0.0782,1.32,2022-04-20 00:00:32.209337,0
3123,32.20967,0.1875,1.3088,0.0782,1.32,2022-04-20 00:00:32.209673,0
3124,32.21748,0.1711,1.2855,0.0877,1.3,2022-04-20 00:00:32.217479,0
3125,32.22852,0.1416,1.2733,0.0858,1.28,2022-04-20 00:00:32.228521,0
3126,32.24071,0.1384,1.2467,0.0443,1.26,2022-04-20 00:00:32.240706,0
3127,32.25138,0.1303,1.2186,-0.0156,1.23,2022-04-20 00:00:32.251385,0
3128,32.26446,0.0959,1.1886,-0.0801,1.2,2022-04-20 00:00:32.264456,0
3129,32.27526,0.0685,1.16,-0.0933,1.17,2022-04-20 00:00:32.275255,0
3130,32.28595,0.0212,1.1162,-0.0828,1.12,2022-04-20 00:00:32.285946,0
3131,32.29748,-0.0121,1.0618,-0.0576,1.06,2022-04-20 00:00:32.297485,0
3132,32.31282,-0.0834,0.9934,-0.0217,1.0,2022-04-20 00:00:32.312815,0
3133,32.31347,-0.0888,0.9814,-0.0078,0.99,2022-04-20 00:00:32.313469,0
3134,32.32884,-0.1279,0.9152,0.0208,0.92,2022-04-20 00:00:32.328840,0
3135,32.32915,-0.1279,0.9152,0.0208,0.92,2022-04-20 00:00:32.329154,0
3136,32.34133,-0.1833,0.8676,0.0035,0.89,2022-04-20 00:00:32.341334,0
3137,32.35045,-0.229,0.8502,-0.0456,0.88,2022-04-20 00:00:32.350455,0
3138,32.36433,-0.3069,0.8079,-0.1475,0.88,2022-04-20 00:00:32.364328,0
3139,32.37473,-0.3402,0.776,-0.203,0.87,2022-04-20 00:00:32.374733,0
3140,32.38513,-0.3851,0.7383,-0.2496,0.87,2022-04-20 00:00:32.385127,0
3141,32.39658,-0.4081,0.6729,-0.2677,0.83,2022-04-20 00:00:32.396580,0
3142,32.40814,-0.4308,0.6128,-0.2731,0.8,2022-04-20 00:00:32.408139,0
3143,32.41915,-0.4557,0.5597,-0.3224,0.79,2022-04-20 00:00:32.419147,0
3144,32.42991,-0.4616,0.5216,-0.3749,0.79,2022-04-20 00:00:32.429908,0
3145,32.44138,-0.4714,0.5297,-0.4551,0.84,2022-04-20 00:00:32.441381,0
3146,32.44202,-0.4714,0.5297,-0.4551,0.84,2022-04-20 00:00:32.442023,0
3147,32.45733,-0.4643,0.615,-0.5086,0.92,2022-04-20 00:00:32.457331,0
3148,32.47147,-0.3656,0.6797,-0.4876,0.91,2022-04-20 00:00:32.471471,0
3149,32.4741,-0.349,0.6992,-0.4646,0.91,2022-04-20 00:00:32.474104,0
3150,32.48455,-0.2539,0.7945,-0.3327,0.9,2022-04-20 00:00:32.484548,0
3151,32.49614,-0.1091,0.8937,-0.1607,0.91,2022-04-20 00:00:32.496137,0
3152,32.50758,0.0338,1.0046,-0.0383,1.01,2022-04-20 00:00:32.507583,0
3153,32.51893,0.1501,1.0864,0.0064,1.1,2022-04-20 00:00:32.518931,0
3154,32.53042,0.1978,1.1431,0.0059,1.16,2022-04-20 00:00:32.530423,0
3155,32.5412,0.176,1.1761,-0.0124,1.19,2022-04-20 00:00:32.541205,0
3156,32.5525,0.1162,1.2052,-0.0305,1.21,2022-04-20 00:00:32.552503,0
3157,32.56436,0.1005,1.1558,-0.0539,1.16,2022-04-20 00:00:32.564365,0
3158,32.57494,0.0522,1.0984,-0.0891,1.1,2022-04-20 00:00:32.574935,0
3159,32.57558,0.0302,1.0835,-0.0977,1.09,2022-04-20 00:00:32.575582,0
3160,32.58899,-0.0583,1.0293,-0.1265,1.04,2022-04-20 00:00:32.588991,0
3161,32.61095,-0.208,0.9384,-0.0759,0.96,2022-04-20 00:00:32.610953,0
3162,32.61148,-0.2219,0.9264,-0.0701,0.96,2022-04-20 00:00:32.611485,0
3163,32.6182,-0.249,0.9076,-0.0706,0.94,2022-04-20 00:00:32.618197,0
3164,32.62941,-0.2943,0.8707,-0.0635,0.92,2022-04-20 00:00:32.629406,0
3165,32.64181,-0.3429,0.8248,-0.0772,0.9,2022-04-20 00:00:32.641812,0
3166,32.65295,-0.3817,0.771,-0.1651,0.88,2022-04-20 00:00:32.652946,0
3167,32.6642,-0.3856,0.6921,-0.2843,0.84,2022-04-20 00:00:32.664204,0
3168,32.67541,-0.4841,0.6203,-0.3979,0.88,2022-04-20 00:00:32.675411,0
3169,32.6861,-0.6807,0.5866,-0.5069,1.03,2022-04-20 00:00:32.686096,0
3170,32.70101,-0.9397,0.6184,-0.609,1.28,2022-04-20 00:00:32.701013,0
3171,32.70144,-0.9397,0.6184,-0.609,1.28,2022-04-20 00:00:32.701441,0
3172,32.71895,-1.0281,0.7623,-0.7766,1.5,2022-04-20 00:00:32.718949,0
3173,32.72993,-0.8977,0.8001,-0.8013,1.45,2022-04-20 00:00:32.729927,0
3174,32.73022,-0.8977,0.8001,-0.8013,1.45,2022-04-20 00:00:32.730215,0
3175,32.74106,-0.5945,0.8886,-0.7111,1.28,2022-04-20 00:00:32.741064,0
3176,32.75252,-0.338,0.9741,-0.7568,1.28,2022-04-20 00:00:32.752520,0
3177,32.76394,-0.1208,1.0049,-0.9346,1.38,2022-04-20 00:00:32.763941,0
3178,32.77531,-0.1692,1.0493,-1.0748,1.51,2022-04-20 00:00:32.775310,0
3179,32.7866,-0.2234,1.0908,-1.0934,1.56,2022-04-20 00:00:32.786602,0
3180,32.80105,-0.1142,1.0132,-0.9381,1.39,2022-04-20 00:00:32.801049,0
3181,32.82165,0.015,1.0667,-0.2931,1.11,2022-04-20 00:00:32.821646,0
3182,32.8219,0.015,1.0667,-0.2931,1.11,2022-04-20 00:00:32.821905,0
3183,32.82955,0.1269,1.0689,-0.1052,1.08,2022-04-20 00:00:32.829551,0
3184,32.84211,0.3387,1.0425,0.0863,1.1,2022-04-20 00:00:32.842109,0
3185,32.85146,0.4552,1.008,0.0799,1.11,2022-04-20 00:00:32.851456,0
3186,32.86335,0.5254,0.986,-0.0855,1.12,2022-04-20 00:00:32.863349,0
3187,32.86393,0.5254,0.986,-0.0855,1.12,2022-04-20 00:00:32.863928,0
3188,32.87649,0.5623,0.8856,-0.4018,1.12,2022-04-20 00:00:32.876485,0
3189,32.88644,0.5637,0.8119,-0.6026,1.16,2022-04-20 00:00:32.886435,0
3190,32.89735,0.5251,0.7342,-0.7512,1.17,2022-04-20 00:00:32.897351,0
3191,32.90845,0.4413,0.6518,-0.8193,1.14,2022-04-20 00:00:32.908455,0
3192,32.91959,0.2925,0.6526,-0.7451,1.03,2022-04-20 00:00:32.919591,0
3193,32.93091,0.2036,0.6452,-0.6361,0.93,2022-04-20 00:00:32.930908,0
3194,32.94665,0.2041,0.5671,-0.554,0.82,2022-04-20 00:00:32.946652,0
3195,32.94703,0.2041,0.5671,-0.554,0.82,2022-04-20 00:00:32.947029,0
3196,32.96813,0.1841,0.4794,-0.4566,0.69,2022-04-20 00:00:32.968130,0
3197,32.96843,0.1841,0.4794,-0.4566,0.69,2022-04-20 00:00:32.968430,0
3198,32.98609,0.092,0.4166,-0.428,0.6,2022-04-20 00:00:32.986085,0
3199,32.99811,0.0412,0.3895,-0.4258,0.58,2022-04-20 00:00:32.998112,0
3200,33.02499,-0.1772,0.4295,-0.3935,0.61,2022-04-20 00:00:33.024990,0
3201,33.02809,-0.1858,0.44,-0.3881,0.62,2022-04-20 00:00:33.028093,0
3202,33.0291,-0.1907,0.4469,-0.3859,0.62,2022-04-20 00:00:33.029098,0
3203,33.03162,-0.2004,0.4564,-0.3891,0.63,2022-04-20 00:00:33.031623,0
3204,33.04286,-0.187,0.4887,-0.4236,0.67,2022-04-20 00:00:33.042865,0
3205,33.05533,-0.1245,0.5011,-0.545,0.75,2022-04-20 00:00:33.055325,0
3206,33.06316,-0.1037,0.5199,-0.6165,0.81,2022-04-20 00:00:33.063156,0
3207,33.07546,-0.1096,0.5783,-0.7458,0.95,2022-04-20 00:00:33.075459,0
3208,33.08645,-0.0981,0.6294,-0.8205,1.04,2022-04-20 00:00:33.086446,0
3209,33.09757,-0.0922,0.6545,-0.8188,1.05,2022-04-20 00:00:33.097569,0
3210,33.11085,-0.1824,0.71,-0.671,0.99,2022-04-20 00:00:33.110853,0
3211,33.12069,-0.2639,0.7855,-0.4311,0.93,2022-04-20 00:00:33.120691,0
3212,33.13213,-0.3152,0.8793,-0.1495,0.95,2022-04-20 00:00:33.132130,0
3213,33.14319,-0.2588,0.9763,0.0648,1.01,2022-04-20 00:00:33.143186,0
3214,33.14365,-0.2588,0.9763,0.0648,1.01,2022-04-20 00:00:33.143652,0
3215,33.15456,-0.1208,1.0674,0.2297,1.1,2022-04-20 00:00:33.154559,0
3216,33.16511,0.0517,1.168,0.3699,1.23,2022-04-20 00:00:33.165108,0
3217,33.18018,0.1662,1.2726,0.4036,1.35,2022-04-20 00:00:33.180185,0
3218,33.19947,0.0712,1.4678,0.3902,1.52,2022-04-20 00:00:33.199471,0
3219,33.19976,0.0712,1.4678,0.3902,1.52,2022-04-20 00:00:33.199760,0
3220,33.20806,0.0148,1.5272,0.3291,1.56,2022-04-20 00:00:33.208059,0
3221,33.21902,0.0101,1.5374,0.2436,1.56,2022-04-20 00:00:33.219024,0
3222,33.23054,-0.0052,1.5377,0.1312,1.54,2022-04-20 00:00:33.230537,0
3223,33.24272,-0.0116,1.5433,0.0467,1.54,2022-04-20 00:00:33.242717,0
3224,33.25412,0.0304,1.5093,-0.0168,1.51,2022-04-20 00:00:33.254121,0
3225,33.26557,0.0568,1.4524,-0.0498,1.45,2022-04-20 00:00:33.265567,0
3226,33.27769,0.0192,1.3896,-0.0476,1.39,2022-04-20 00:00:33.277693,0
3227,33.27816,0.0192,1.3896,-0.0476,1.39,2022-04-20 00:00:33.278157,0
3228,33.29154,-0.1167,1.3031,-0.0486,1.31,2022-04-20 00:00:33.291540,0
3229,33.3159,-0.2872,1.139,0.045,1.18,2022-04-20 00:00:33.315899,0
3230,33.31611,-0.2872,1.139,0.045,1.18,2022-04-20 00:00:33.316111,0
3231,33.32058,-0.3069,1.1126,0.0601,1.16,2022-04-20 00:00:33.320578,0
3232,33.33053,-0.3524,1.0681,0.0824,1.13,2022-04-20 00:00:33.330528,0
3233,33.34304,-0.3832,1.0049,0.0731,1.08,2022-04-20 00:00:33.343039,0
3234,33.35594,-0.4186,0.9421,0.0636,1.03,2022-04-20 00:00:33.355935,0
3235,33.36474,-0.4643,0.9186,0.0308,1.03,2022-04-20 00:00:33.364741,0
3236,33.37678,-0.5041,0.8702,-0.0251,1.01,2022-04-20 00:00:33.376782,0
3237,33.3872,-0.507,0.8395,-0.0378,0.98,2022-04-20 00:00:33.387204,0
3238,33.39871,-0.5,0.8006,-0.0588,0.95,2022-04-20 00:00:33.398709,0
3239,33.41403,-0.5266,0.7671,-0.0921,0.94,2022-04-20 00:00:33.414031,0
3240,33.41454,-0.5332,0.7645,-0.0938,0.94,2022-04-20 00:00:33.414539,0
3241,33.43181,-0.5747,0.7855,-0.1363,0.98,2022-04-20 00:00:33.431811,0
3242,33.43203,-0.5747,0.7855,-0.1363,0.98,2022-04-20 00:00:33.432026,0
3243,33.4433,-0.5845,0.8048,-0.137,1.0,2022-04-20 00:00:33.443305,0
3244,33.45589,-0.5962,0.8468,-0.0974,1.04,2022-04-20 00:00:33.455887,0
3245,33.4683,-0.551,0.8937,-0.021,1.05,2022-04-20 00:00:33.468304,0
3246,33.47762,-0.4963,0.9342,0.0474,1.06,2022-04-20 00:00:33.477615,0
3247,33.48748,-0.3739,0.977,0.1608,1.06,2022-04-20 00:00:33.487484,0
3248,33.49838,-0.2461,1.0051,0.2356,1.06,2022-04-20 00:00:33.498383,0
3249,33.51052,-0.1135,1.0156,0.2548,1.05,2022-04-20 00:00:33.510525,0
3250,33.52172,-0.1699,1.0447,0.2048,1.08,2022-04-20 00:00:33.521724,0
3251,33.5372,-0.3333,1.0806,0.0892,1.13,2022-04-20 00:00:33.537198,0
3252,33.53759,-0.3333,1.0806,0.0892,1.13,2022-04-20 00:00:33.537589,0
3253,33.55413,-0.4088,1.0606,0.0313,1.14,2022-04-20 00:00:33.554129,0
3254,33.56539,-0.4254,1.0349,0.0345,1.12,2022-04-20 00:00:33.565391,0
3255,33.57624,-0.454,0.9997,0.0391,1.1,2022-04-20 00:00:33.576239,0
3256,33.57715,-0.4574,0.9934,0.0489,1.09,2022-04-20 00:00:33.577150,0
3257,33.5888,-0.5488,0.9567,0.0746,1.11,2022-04-20 00:00:33.588797,0
3258,33.59818,-0.6106,0.9088,0.0311,1.1,2022-04-20 00:00:33.598175,0
3259,33.60992,-0.6209,0.932,0.0401,1.12,2022-04-20 00:00:33.609920,0
3260,33.62127,-0.5974,0.9086,0.023,1.09,2022-04-20 00:00:33.621267,0
3261,33.63715,-0.52,0.8908,0.0179,1.03,2022-04-20 00:00:33.637153,0
3262,33.65306,-0.4472,0.9213,-0.0215,1.02,2022-04-20 00:00:33.653061,0
3263,33.65354,-0.435,0.9272,-0.0305,1.02,2022-04-20 00:00:33.653537,0
3264,33.66552,-0.3934,0.977,-0.0784,1.06,2022-04-20 00:00:33.665517,0
3265,33.67739,-0.3866,1.039,-0.0786,1.11,2022-04-20 00:00:33.677391,0
3266,33.68768,-0.3482,1.0625,-0.0801,1.12,2022-04-20 00:00:33.687681,0
3267,33.69824,-0.3084,1.0718,-0.042,1.12,2022-04-20 00:00:33.698243,0
3268,33.70976,-0.2515,1.1121,0.0716,1.14,2022-04-20 00:00:33.709761,0
3269,33.71058,-0.2427,1.1194,0.1009,1.15,2022-04-20 00:00:33.710583,0
3270,33.7215,-0.1897,1.1365,0.1935,1.17,2022-04-20 00:00:33.721499,0
3271,33.73757,-0.0353,1.2137,0.3284,1.26,2022-04-20 00:00:33.737567,0
3272,33.75391,0.0397,1.1949,0.3518,1.25,2022-04-20 00:00:33.753905,0
3273,33.75407,0.0397,1.1949,0.3518,1.25,2022-04-20 00:00:33.754074,0
3274,33.76483,-0.0021,1.2035,0.3726,1.26,2022-04-20 00:00:33.764826,0
3275,33.77622,0.0021,1.1624,0.4315,1.24,2022-04-20 00:00:33.776224,0
3276,33.78939,0.0602,1.0488,0.4867,1.16,2022-04-20 00:00:33.789385,0
3277,33.79916,0.1005,0.9582,0.5414,1.11,2022-04-20 00:00:33.799160,0
3278,33.81118,0.0852,0.7305,0.5165,0.9,2022-04-20 00:00:33.811179,1
3279,33.82127,-0.1543,0.4874,0.4346,0.67,2022-04-20 00:00:33.821269,1
3280,33.83293,-0.6707,0.2966,0.3909,0.83,2022-04-20 00:00:33.832931,1
3281,33.84419,-1.3809,0.0186,0.4183,1.44,2022-04-20 00:00:33.844186,1
3282,33.8447,-1.3809,0.0186,0.4183,1.44,2022-04-20 00:00:33.844699,1
3283,33.85504,-1.6134,-0.6434,-0.2032,1.75,2022-04-20 00:00:33.855041,1
3284,33.87232,-2.6475,-2.7813,-5.8421,6.99,2022-04-20 00:00:33.872322,1
3285,33.89026,-7.9905,-0.6947,-8.0283,11.35,2022-04-20 00:00:33.890257,1
3286,33.89062,-7.9905,-0.6947,-8.0283,11.35,2022-04-20 00:00:33.890617,1
3287,33.89784,-7.9905,0.0242,-6.2564,10.15,2022-04-20 00:00:33.897843,1
3288,33.90903,-5.1889,-0.1057,-0.5333,5.22,2022-04-20 00:00:33.909029,1
3289,33.92216,-2.801,-0.3263,3.0926,4.19,2022-04-20 00:00:33.922159,1
3290,33.93248,-2.7419,-2.1585,0.1398,3.49,2022-04-20 00:00:33.932479,1
3291,33.94446,-2.5178,-3.7799,-5.6737,7.27,2022-04-20 00:00:33.944461,1
3292,33.95521,-1.2534,-4.0101,-7.5829,8.67,2022-04-20 00:00:33.955213,1
3293,33.96613,3.7662,-4.3457,-3.4377,6.7,2022-04-20 00:00:33.966133,1
3294,33.98206,8.0079,-0.0713,5.8768,9.93,2022-04-20 00:00:33.982065,1
3295,33.98231,8.0079,-0.0713,5.8768,9.93,2022-04-20 00:00:33.982311,1
3296,33.99561,8.0079,2.4147,7.9766,11.56,2022-04-20 00:00:33.995614,1
3297,34.00923,8.0079,4.2005,-0.7394,9.07,2022-04-20 00:00:34.009233,1
