time,gFx,gFy,gFz,TgF
14.177980,-0.3011,0.8509,-0.4917,1.03
14.193666,-0.2293,0.8395,-0.5154,1.01
14.209694,-0.1973,0.8255,-0.5315,1.00
14.209947,-0.1973,0.8255,-0.5315,1.00
14.220500,-0.1672,0.8368,-0.5259,1.00
14.231718,-0.0922,0.8356,-0.4976,0.98
14.244513,-0.0035,0.8065,-0.5127,0.96
14.255566,0.0077,0.7904,-0.5472,0.96
14.256503,-0.0028,0.7889,-0.5565,0.97
14.266720,-0.0668,0.7816,-0.5904,0.98
14.277692,-0.1797,0.7740,-0.6043,1.00
14.288300,-0.2119,0.7471,-0.5662,0.96
14.303699,-0.2454,0.6751,-0.5017,0.88
14.316514,-0.2996,0.6562,-0.4859,0.87
14.320525,-0.3177,0.6474,-0.4776,0.86
14.332172,-0.3348,0.6098,-0.4656,0.84
14.346386,-0.3915,0.5851,-0.4907,0.86
14.356255,-0.4259,0.5954,-0.5076,0.89
14.366154,-0.4347,0.5856,-0.5184,0.89
14.377744,-0.4142,0.5900,-0.4873,0.87
14.388362,-0.3541,0.5939,-0.4690,0.84
14.399880,-0.3209,0.5878,-0.5232,0.85
14.400301,-0.3209,0.5878,-0.5232,0.85
14.411084,-0.3903,0.6103,-0.6073,0.95
14.422130,-0.4479,0.6389,-0.6517,1.02
14.437315,-0.4965,0.6748,-0.6698,1.07
14.460745,-0.5009,0.6902,-0.6903,1.10
14.460977,-0.5009,0.6902,-0.6903,1.10
14.466303,-0.5014,0.6885,-0.6735,1.09
14.475830,-0.4843,0.7005,-0.5958,1.04
14.488458,-0.4435,0.7681,-0.4477,0.99
14.500058,-0.3441,0.8031,-0.3327,0.93
14.510554,-0.3162,0.8241,-0.3002,0.93
14.521649,-0.3600,0.8868,-0.2782,1.00
14.534283,-0.4672,0.9653,-0.3012,1.11
14.544850,-0.4907,1.0278,-0.3415,1.19
14.555330,-0.4526,1.0850,-0.3530,1.23
14.566871,-0.3541,1.1326,-0.3275,1.23
14.581709,-0.2823,1.1724,-0.2843,1.24
14.582048,-0.2823,1.1724,-0.2843,1.24
14.596625,-0.2823,1.1939,-0.2186,1.25
14.599591,-0.2813,1.1927,-0.2008,1.24
14.611436,-0.2481,1.1930,-0.1297,1.23
14.621536,-0.1711,1.1805,-0.0628,1.19
14.633442,-0.0641,1.1500,0.0176,1.15
14.645682,-0.0150,1.1207,0.0572,1.12
14.655108,-0.0417,1.0928,-0.0173,1.09
14.666785,-0.1418,1.0537,-0.1580,1.07
14.678244,-0.2026,1.0088,-0.2535,1.06
14.689061,-0.2034,0.9267,-0.2699,0.99
14.704159,-0.2569,0.8446,-0.2301,0.91
14.704462,-0.2569,0.8446,-0.2301,0.91
14.721207,-0.3033,0.7865,-0.1253,0.85
14.733726,-0.2835,0.7129,-0.0210,0.77
14.734387,-0.2703,0.6924,0.0008,0.74
14.744294,-0.2498,0.6137,0.1017,0.67
14.755473,-0.2600,0.5202,0.2106,0.62
14.767071,-0.3194,0.2998,0.2890,0.52
14.778457,-0.6954,0.0071,0.4556,0.83
14.789118,-1.3076,-0.3178,0.8302,1.58
14.800574,-2.0077,-1.5519,1.1055,2.77
14.811808,-1.7549,-4.0643,-0.9095,4.52
14.822975,-3.2932,-5.7074,-6.2903,9.11
14.838057,-7.9905,-3.2381,-8.0283,11.78
14.838503,-7.9905,-3.2381,-8.0283,11.78
14.859468,-3.5004,-2.6354,-1.2967,4.57
14.859728,-3.5004,-2.6354,-1.2967,4.57
14.877197,-2.3202,-2.2487,-1.5976,3.60
14.877469,-2.3202,-2.2487,-1.5976,3.60
14.889293,-1.8604,-2.1690,-3.5388,4.55
14.900450,-0.4980,-2.0963,-5.4605,5.87
14.911942,1.4319,-2.5526,-4.1442,5.07
14.923166,2.5369,-3.2706,-0.7485,4.21
14.938365,5.8415,-1.2075,7.3084,9.43
14.961683,8.0079,3.6349,4.0830,9.70
14.961931,8.0079,3.6349,4.0830,9.70
14.962135,8.0079,3.6349,4.0830,9.70
14.979225,8.0079,4.0016,-6.7760,11.23
14.988686,8.0025,-1.3458,-3.3676,8.79
15.000595,0.7508,-3.4460,4.8471,5.99
15.012839,-1.6010,-1.7572,7.7300,8.09
15.013587,-1.1933,-1.6726,7.4894,7.77
15.023403,0.7987,-1.7562,4.1357,4.56
15.034888,1.8236,-1.1999,-2.5893,3.39
15.045577,1.4039,-0.7575,-5.9168,6.13
15.056627,0.6341,-0.8696,-4.5844,4.71
15.071158,-0.8354,-1.0661,-2.6308,2.96
15.096539,-1.4500,-0.4797,-2.4686,2.90
15.096784,-1.4500,-0.4797,-2.4686,2.90
15.096961,-1.4500,-0.4797,-2.4686,2.90
15.111407,-1.3403,-0.3964,-2.0481,2.48
15.123087,-1.1835,-0.5474,-2.4019,2.73
15.135850,-1.1532,-0.6598,-2.7942,3.09
15.146913,-1.1429,-0.8442,-3.2347,3.53
15.147790,-1.1429,-0.8442,-3.2347,3.53
15.156673,-1.1722,-1.0045,-3.4477,3.78
15.167960,-1.0853,-0.9698,-3.2584,3.57
15.178770,-0.8818,-0.8638,-2.7644,3.03
15.190433,-0.9829,-0.7133,-1.7755,2.15
15.201407,-1.3213,-0.4626,-0.8284,1.63
15.216810,-1.1703,-0.1792,0.1718,1.20
15.248677,-0.1494,0.5541,0.5878,0.82
15.248917,-0.1494,0.5541,0.5878,0.82
15.249106,-0.1494,0.5541,0.5878,0.82
15.257177,-0.0629,0.6939,0.2595,0.74
15.266708,0.0932,0.8189,-0.1624,0.84
15.279929,0.3221,0.8668,-0.5274,1.06
15.290498,0.3693,0.7691,-0.7441,1.13
15.301354,0.2139,0.6499,-0.8398,1.08
15.302331,0.1562,0.6169,-0.8545,1.07
15.312266,-0.0841,0.4650,-0.8616,0.98
15.323947,-0.2852,0.2485,-0.6769,0.78
15.335247,-0.4877,0.0609,-0.4499,0.67
15.349741,-0.7919,0.0509,-0.1302,0.80
15.374730,-0.7345,0.1869,0.2089,0.79
15.375102,-0.6756,0.2014,0.2028,0.73
15.375279,-0.6756,0.2014,0.2028,0.73
15.388717,-0.4352,0.3035,0.0262,0.53
15.400821,-0.2698,0.4381,-0.3368,0.61
15.413303,-0.1807,0.5080,-0.6874,0.87
15.424525,-0.1880,0.5739,-0.9097,1.09
15.435746,-0.2168,0.6198,-0.9261,1.14
15.446906,-0.2581,0.5690,-0.7863,1.00
15.447510,-0.2581,0.5690,-0.7863,1.00
15.456902,-0.3758,0.5529,-0.5555,0.87
15.472048,-0.4767,0.6313,0.0277,0.79
15.493441,-0.0885,0.7398,0.5028,0.90
15.493668,-0.0885,0.7398,0.5028,0.90
15.500701,0.0736,0.8245,0.4259,0.93
15.510759,0.2701,0.8761,0.0494,0.92
15.524378,0.2774,0.8751,-0.4265,1.01
15.537014,0.1623,0.8529,-0.8262,1.20
15.546323,0.0243,0.7415,-1.0101,1.25
15.557520,-0.2437,0.6511,-0.8780,1.12
15.568147,-0.3683,0.6819,-0.4453,0.89
15.580184,-0.1780,0.5568,0.0917,0.59
15.580806,-0.1780,0.5568,0.0917,0.59
15.591126,0.0920,0.4290,0.2502,0.51
15.602082,0.3705,0.3079,0.1144,0.50
15.617909,0.5791,0.2358,-0.3840,0.73
15.638085,0.9096,0.1452,-0.8406,1.25
15.638264,0.9096,0.1452,-0.8406,1.25
15.646295,0.9135,0.1781,-0.7971,1.23
15.655735,0.9138,0.2939,-0.5472,1.10
15.668237,1.1446,0.4251,-0.0146,1.22
15.681019,1.7969,0.5649,0.3714,1.92
15.690924,2.2332,0.6050,0.2297,2.33
15.702155,2.2135,0.8043,-0.3522,2.38
15.702529,2.2135,0.8043,-0.3522,2.38
15.713532,1.9701,0.9428,-1.1486,2.47
15.724726,1.6633,1.0303,-1.7310,2.61
15.735377,1.5052,1.2235,-1.8842,2.70
15.750462,2.1512,1.7802,-1.5327,3.19
15.772349,2.9451,2.3302,-2.0237,4.27
15.772646,2.9451,2.3302,-2.0237,4.27
15.778729,2.4240,2.5986,-2.6564,4.44
15.789314,1.4737,2.7853,-3.5967,4.78
15.801427,0.6883,2.7086,-4.4254,5.23
15.813340,0.6097,3.1820,-4.0426,5.18
15.824797,1.1781,4.5733,-2.5030,5.34
15.836172,1.2778,6.4739,0.2614,6.60
15.836854,1.2778,6.4739,0.2614,6.60
15.846744,1.4579,7.5158,2.7601,8.14
15.861791,0.8288,7.9966,4.8024,9.36
15.885363,3.5493,7.9966,4.0040,9.62
15.885615,3.5493,7.9966,4.0040,9.62
15.890989,3.9287,7.9966,3.6637,9.63
15.901104,4.2467,7.9966,3.3532,9.66
15.914746,4.9149,7.9932,4.2545,10.30
15.924840,5.6475,6.9271,6.1277,10.84
15.936607,6.8485,5.4266,7.8681,11.76
15.946914,7.9207,4.5315,7.9766,12.12
15.958371,8.0079,3.6247,7.9766,11.87
15.968341,8.0077,2.6253,7.9766,11.60
15.975958,8.0077,2.4772,7.9299,11.54
15.993224,8.0079,2.5031,6.0635,10.35
15.993605,8.0079,2.5031,6.0635,10.35
16.012836,8.0079,0.5180,2.0565,8.28
16.013058,8.0079,0.5180,2.0565,8.28
16.023853,8.0079,-0.7353,-0.3979,8.05
16.034746,8.0079,-2.0239,1.0622,8.33
16.046777,8.0079,-4.6276,4.0817,10.11
16.057640,5.4826,-6.0831,5.5255,9.88
16.068586,3.0827,-6.4288,5.0047,8.71
16.080410,1.6147,-6.1279,3.3833,7.18
16.085451,1.5448,-5.8933,2.6995,6.66
16.104090,2.3380,-4.4447,-0.1939,5.03
16.104916,2.4353,-4.3484,-0.4993,5.01
16.115385,2.4199,-3.8234,-1.3910,4.73
16.126774,2.4775,-2.9923,-1.7303,4.25
16.168771,2.7267,-0.4548,-1.9714,3.40
16.169079,2.7267,-0.4548,-1.9714,3.40
16.169263,2.7267,-0.4548,-1.9714,3.40
16.169447,2.7267,-0.4548,-1.9714,3.40
16.180961,2.6796,-0.0749,-1.7301,3.19
16.191003,2.7409,0.4606,-1.3438,3.09
16.202406,2.7013,0.8304,-1.2571,3.09
16.214284,2.3647,1.2306,-1.4130,3.02
16.228808,2.1441,1.6293,-1.4591,3.06
16.229178,2.1441,1.6293,-1.4591,3.06
16.251543,2.1030,1.7727,-0.6019,2.82
16.251994,2.1030,1.7727,-0.6019,2.82
16.259757,1.7205,1.8245,-0.1292,2.51
16.274314,0.9189,1.7690,0.5590,2.07
16.279128,0.7259,1.7580,0.7112,2.03
16.290546,0.5288,1.6793,0.9272,1.99
16.301763,0.5437,1.5728,0.8585,1.87
16.313708,0.4589,1.4236,0.5199,1.58
16.325337,0.3299,1.2621,0.3462,1.35
16.337455,0.1702,1.1187,0.3589,1.19
16.347116,0.0194,1.0544,0.4036,1.13
16.363239,-0.2281,0.7879,0.4361,0.93
16.363614,-0.2281,0.7879,0.4361,0.93
16.377311,-0.5601,0.6626,0.4569,0.98
16.380140,-0.6184,0.6450,0.4569,1.00
16.390903,-0.8847,0.6853,0.4979,1.22
16.401693,-0.9468,0.7782,0.5307,1.34
16.413221,-0.7855,0.8282,0.4913,1.24
16.424515,-0.6587,0.8451,0.3018,1.11
16.435952,-0.6336,0.8918,0.1083,1.10
16.447062,-0.6121,0.8468,-0.1375,1.05
16.458377,-0.7027,0.8121,-0.5428,1.20
16.469585,-0.8974,0.9140,-0.7399,1.48
16.481004,-0.9179,0.8913,-0.7458,1.48
16.493018,-0.7591,0.8463,-0.5826,1.28
16.507006,-0.5815,0.7454,-0.4739,1.06
16.516745,-0.5495,0.6865,-0.5054,1.01
16.528437,-0.6441,0.6277,-0.6229,1.09
16.528635,-0.6441,0.6277,-0.6229,1.09
16.535107,-0.6871,0.5886,-0.6803,1.13
16.546190,-0.7665,0.4523,-0.8013,1.20
16.558752,-0.9192,0.4034,-0.8052,1.29
16.569561,-0.9834,0.3834,-0.7138,1.27
16.581261,-0.8742,0.3448,-0.4907,1.06
16.592946,-0.7667,0.3963,-0.2181,0.89
16.604536,-0.5920,0.4114,-0.0811,0.73
16.615081,-0.3172,0.3992,-0.0867,0.52
16.629536,-0.2234,0.3763,-0.3205,0.54
16.629841,-0.2234,0.3763,-0.3205,0.54
16.652998,-0.1985,0.2602,-0.7592,0.83
16.653363,-0.1985,0.2602,-0.7592,0.83
16.658680,-0.1692,0.2028,-0.8303,0.87
16.669669,-0.1572,0.0702,-0.9698,0.98
16.680760,-0.1841,-0.0073,-0.9999,1.02
16.692833,-0.2087,-0.1023,-0.9256,0.95
16.704477,-0.1548,-0.2193,-0.8127,0.86
16.715172,-0.1213,-0.3219,-0.6925,0.77
16.726058,-0.0568,-0.3857,-0.5513,0.68
16.736992,0.0825,-0.4358,-0.3273,0.55
16.748631,0.1843,-0.3383,-0.0056,0.39
16.762699,0.3363,-0.1578,0.3601,0.52
16.763014,0.3363,-0.1578,0.3601,0.52
16.784164,0.7242,-0.0598,0.4925,0.88
16.784380,0.7242,-0.0598,0.4925,0.88
16.791294,0.7389,-0.0344,0.4320,0.86
16.802105,0.6798,0.0003,0.3745,0.78
16.815036,0.5430,0.0309,0.2597,0.60
16.825855,0.4672,0.1865,0.2490,0.56
16.838508,0.7877,0.5082,0.5971,1.11
16.848307,1.0176,0.6240,0.8436,1.46
16.860025,1.4341,0.7879,1.0192,1.93
16.871092,1.5729,0.9626,0.7500,1.99
16.881973,1.2246,1.2509,0.1508,1.76
16.897895,0.6416,1.8855,0.0123,1.99
16.898376,0.6416,1.8855,0.0123,1.99
16.927286,-0.3023,3.3459,0.9731,3.50
16.927584,-0.3023,3.3459,0.9731,3.50
16.927818,-0.3023,3.3459,0.9731,3.50
16.938081,-1.0679,4.2090,0.7632,4.41
16.947442,-1.7119,5.3308,0.8209,5.66
16.960032,-2.0569,6.8523,1.9490,7.42
16.970465,-2.5386,7.9893,4.3681,9.45
16.982662,-2.8547,7.9966,7.3211,11.21
16.993329,-2.6124,7.7755,7.9766,11.44
17.004585,-2.6019,6.7106,7.9766,10.74
17.015606,-0.8481,5.1471,7.9766,9.53
17.029704,3.2002,3.1029,7.9766,9.14
17.030196,3.2002,3.1029,7.9766,9.14
17.058640,8.0077,1.8909,6.7131,10.62
17.058872,8.0077,1.8909,6.7131,10.62
17.069860,8.0077,2.5302,5.2629,9.91
17.081802,8.0077,2.7311,6.6845,10.78
17.082260,8.0077,2.7311,6.6845,10.78
17.093847,8.0077,2.2107,7.9766,11.52
17.104076,8.0077,1.3092,7.9766,11.38
17.115890,8.0079,-0.2823,7.9639,11.30
17.137164,8.0079,-5.0136,2.7034,9.83
17.148184,6.8785,-5.8706,-0.6991,9.07
17.162906,4.5709,-5.7194,1.2061,7.42
17.163323,4.5709,-5.7194,1.2061,7.42
17.183597,2.1976,-6.4364,0.0530,6.80
17.183848,2.1976,-6.4364,0.0530,6.80
17.192380,2.4971,-6.6694,-0.6974,7.16
17.204005,2.8286,-5.9627,-1.5476,6.78
17.215832,3.3152,-4.9621,-2.7805,6.58
17.226280,3.7383,-3.9050,-3.1152,6.24
17.237896,4.0019,-2.8159,-2.2057,5.37
17.249803,3.8480,-1.5950,-0.1292,4.17
17.260431,3.5092,-0.3673,1.7751,3.95
17.270816,3.1349,0.7352,3.0547,4.44
17.281876,2.8254,1.6491,3.4942,4.79
17.293118,2.2999,2.1445,2.6096,4.09
17.294025,2.1790,2.1753,2.3714,3.89
17.308286,1.0501,2.1418,1.5911,2.87
17.332337,-1.0860,1.9908,2.1232,3.11
17.332545,-1.0860,1.9908,2.1232,3.11
17.336762,-1.3537,2.2595,2.1850,3.42
17.347818,-1.1744,2.6668,1.9976,3.53
17.359224,-0.5593,2.9382,1.1106,3.19
17.370457,-0.5615,3.0726,0.2788,3.14
17.381927,-0.9924,3.0279,0.1671,3.19
17.395280,-1.3794,2.9976,0.5561,3.35
17.405903,-1.5103,3.1620,1.0412,3.66
17.418195,-0.9067,3.0787,0.9895,3.36
17.418567,-0.9067,3.0787,0.9895,3.36
17.436979,-0.0668,2.7181,-0.5010,2.76
17.437230,-0.0668,2.7181,-0.5010,2.76
17.449000,-0.0529,2.4767,-1.1379,2.73
17.459707,0.0373,2.1887,-1.2063,2.50
17.471454,0.0505,1.7812,-0.8655,1.98
17.482510,-0.3091,1.4480,-0.3432,1.52
17.494762,-0.6634,1.2115,0.0472,1.38
17.505318,-0.8117,1.0593,0.1911,1.35
17.516168,-0.8207,0.9475,0.1452,1.26
17.527134,-0.6587,0.9567,-0.1973,1.18
17.538527,-0.4394,0.9770,-0.4942,1.18
17.568945,-0.1584,0.7740,-0.2934,0.84
17.569154,-0.1584,0.7740,-0.2934,0.84
17.569339,-0.1584,0.7740,-0.2934,0.84
17.587904,-0.4990,0.6848,-0.0662,0.85
17.588111,-0.4990,0.6848,-0.0662,0.85
17.592247,-0.5547,0.7007,0.0384,0.89
17.605071,-0.4723,0.7603,0.2768,0.94
17.616394,-0.1689,0.8021,0.3555,0.89
17.626647,0.0070,0.7760,0.1867,0.80
17.639296,0.0573,0.8304,0.0477,0.83
17.649932,0.0292,0.7916,0.0680,0.80
17.664442,-0.1763,0.7181,0.1872,0.76
17.664952,-0.2200,0.7151,0.2238,0.78
17.680207,-0.4723,0.7469,0.4410,0.99
17.693266,-0.5339,0.7801,0.5307,1.08
17.704398,-0.4555,0.8158,0.5351,1.08
17.704735,-0.4555,0.8158,0.5351,1.08
17.716355,-0.2769,0.8678,0.4708,1.03
17.726883,-0.1374,0.9208,0.4742,1.04
17.739427,0.0126,0.9355,0.4742,1.05
17.750898,0.0451,0.9049,0.4522,1.01
17.760240,-0.0336,0.9157,0.4723,1.03
17.776139,-0.2828,0.9203,0.5614,1.11
17.800116,-0.4716,0.9592,0.7981,1.33
17.800377,-0.4716,0.9592,0.7981,1.33
17.800719,-0.4660,0.9653,0.8206,1.35
17.816638,-0.3013,1.0097,0.8890,1.38
17.827131,-0.2608,1.0593,0.6880,1.29
17.838605,-0.0776,0.9687,0.5736,1.13
17.839510,-0.0407,0.9311,0.5956,1.11
17.849860,-0.0145,0.8260,0.6728,1.07
17.860631,-0.1464,0.8353,0.7405,1.13
17.873033,-0.2908,0.8563,0.8885,1.27
17.884476,-0.2840,0.7974,0.9269,1.26
17.894715,-0.1821,0.7818,0.9931,1.28
17.909646,0.0184,0.7852,1.0554,1.32
17.939264,0.2684,0.6357,0.7845,1.04
17.939561,0.2684,0.6357,0.7845,1.04
17.939772,0.2684,0.6357,0.7845,1.04
17.949478,0.0678,0.6868,0.6684,0.96
17.959949,-0.1296,0.7601,0.5966,0.97
17.972889,-0.2364,0.8045,0.5825,1.02
17.973544,-0.2364,0.8045,0.5825,1.02
17.982881,-0.2100,0.8070,0.6037,1.03
17.994820,-0.1396,0.8033,0.6670,1.05
18.005463,0.0351,0.8006,0.7376,1.09
18.016777,0.2014,0.7938,0.7801,1.13
18.027645,0.3705,0.7662,0.6860,1.09
18.042862,0.4391,0.7005,0.5397,0.99
18.066033,-0.0717,0.7598,0.3423,0.84
18.066226,-0.0717,0.7598,0.3423,0.84
18.066374,-0.0717,0.7598,0.3423,0.84
18.082575,-0.2366,0.7508,0.5030,0.93
18.095314,-0.2205,0.7342,0.6775,1.02
18.096019,-0.2205,0.7342,0.6775,1.02
18.117249,-0.1572,0.7188,0.9054,1.17
18.117754,-0.1572,0.7188,0.9054,1.17
18.128235,-0.0907,0.7151,0.9078,1.16
18.139712,-0.0641,0.7046,0.7757,1.05
18.150827,-0.0934,0.7183,0.6460,0.97
18.161622,-0.1990,0.7530,0.5299,0.94
18.172564,-0.2740,0.7740,0.5055,0.96
18.188390,-0.3043,0.7791,0.5751,1.02
18.213947,-0.2833,0.7605,0.7022,1.07
18.214262,-0.2833,0.7605,0.7022,1.07
18.215918,-0.2798,0.7630,0.7105,1.08
18.227344,-0.2381,0.7552,0.7481,1.09
18.239426,-0.1645,0.7415,0.8038,1.11
18.250598,-0.1438,0.7315,0.8223,1.11
18.250939,-0.1438,0.7315,0.8223,1.11
18.261630,-0.1372,0.7166,0.8609,1.13
18.273376,-0.1550,0.7022,0.9125,1.16
18.285658,-0.1682,0.7051,0.9474,1.19
18.295726,-0.1462,0.6943,0.9289,1.17
18.305841,-0.0946,0.6885,0.9030,1.14
18.321340,0.0719,0.7176,0.9130,1.16
18.337642,0.2427,0.6496,0.7940,1.05
18.337812,0.2427,0.6496,0.7940,1.05
18.350173,0.1711,0.6513,0.6616,0.94
18.361377,-0.0087,0.6934,0.5920,0.91
18.373428,-0.1188,0.7068,0.6027,0.94
18.385406,-0.1531,0.6665,0.6789,0.96
18.397498,-0.1376,0.6203,0.7283,0.97
18.398272,-0.1376,0.6203,0.7283,0.97
18.406053,-0.1398,0.6067,0.7429,0.97
18.417543,-0.1267,0.6477,0.8441,1.07
18.428610,-0.0539,0.6311,0.9242,1.12
18.443617,-0.1083,0.5861,0.8910,1.07
18.462931,-0.3614,0.6646,0.8023,1.10
18.463482,-0.3856,0.6704,0.7991,1.11
18.472292,-0.4332,0.6829,0.8048,1.14
18.483745,-0.4592,0.6892,0.8387,1.18
18.495853,-0.4399,0.7029,0.8903,1.22
18.506149,-0.4176,0.7266,0.9206,1.24
18.517705,-0.3741,0.7601,0.9240,1.25
18.529204,-0.2835,0.7608,0.8793,1.20
18.529752,-0.2835,0.7608,0.8793,1.20
18.540254,-0.1941,0.7430,0.8140,1.12
18.551147,-0.1731,0.7391,0.7720,1.08
18.562706,-0.2065,0.7625,0.7591,1.10
18.578956,-0.2324,0.8123,0.7368,1.12
18.584938,-0.1958,0.8307,0.7315,1.12
18.604928,-0.0319,0.9076,0.5096,1.04
18.605088,-0.0319,0.9076,0.5096,1.04
18.616903,-0.0016,0.9450,0.3340,1.00
18.627690,-0.0262,0.9775,0.2033,1.00
18.640155,-0.0695,0.9912,0.1190,1.00
18.650671,-0.0988,0.9821,0.0982,0.99
18.662206,-0.1411,0.9650,0.1305,0.98
18.673967,-0.1435,0.9394,0.2258,0.98
18.689304,-0.1213,0.9135,0.3203,0.98
18.690088,-0.1208,0.9074,0.3325,0.97
18.707050,-0.1369,0.8710,0.3531,0.95
18.707379,-0.1369,0.8710,0.3531,0.95
18.717482,-0.1682,0.8592,0.3369,0.94
18.727807,-0.2053,0.8534,0.3306,0.94
18.739897,-0.2364,0.8456,0.3269,0.94
18.752676,-0.2432,0.8407,0.3118,0.93
18.764419,-0.2219,0.8373,0.2693,0.91
18.774621,-0.2002,0.8385,0.2131,0.89
18.789448,-0.1704,0.8417,0.1447,0.87
18.789965,-0.1643,0.8441,0.1403,0.87
18.814277,-0.0932,0.8663,0.0494,0.87
18.814475,-0.0932,0.8663,0.0494,0.87
18.828554,-0.1311,0.8947,-0.0498,0.91
18.839808,-0.1650,0.9186,-0.0942,0.94
18.840649,-0.1699,0.9235,-0.1028,0.94
18.851365,-0.1721,0.9413,-0.1206,0.96
18.862967,-0.1347,0.9543,-0.0972,0.97
18.874325,-0.0668,0.9799,-0.0459,0.98
18.885233,-0.0199,0.9985,-0.0461,1.00
18.896262,-0.0070,0.9948,-0.0737,1.00
18.906802,-0.0561,1.0134,-0.1365,1.02
18.922223,-0.1599,1.0434,-0.2555,1.09
18.939967,-0.1164,1.0884,-0.2416,1.12
18.940191,-0.1164,1.0884,-0.2416,1.12
18.950241,-0.0629,1.1123,-0.1973,1.13
18.961693,-0.0309,1.1397,-0.2110,1.16
18.976696,-0.0756,1.1587,-0.3698,1.22
18.977430,-0.0756,1.1587,-0.3698,1.22
18.986123,-0.1015,1.1605,-0.4881,1.26
18.996404,-0.1215,1.1480,-0.5565,1.28
19.007652,-0.1079,1.1304,-0.5408,1.26
19.019501,-0.0734,1.1219,-0.4216,1.20
19.029707,-0.0558,1.1162,-0.3251,1.16
19.041097,-0.0321,1.1111,-0.2635,1.14
19.055733,0.0160,1.1387,-0.2589,1.17
19.076316,0.0920,1.1429,-0.2921,1.18
19.076491,0.0920,1.1429,-0.2921,1.18
19.085527,0.0837,1.1446,-0.2963,1.19
19.094996,0.0617,1.1338,-0.2990,1.17
19.106584,0.0556,1.1138,-0.2750,1.15
19.119362,0.0697,1.0801,-0.2047,1.10
19.119855,0.0697,1.0801,-0.2047,1.10
19.130076,0.0710,1.0522,-0.1961,1.07
19.141181,0.0385,1.0056,-0.2323,1.03
19.156970,0.0035,0.9179,-0.2479,0.95
19.184019,-0.0805,0.7488,-0.1829,0.78
19.184220,-0.0805,0.7488,-0.1829,0.78
19.184384,-0.0805,0.7488,-0.1829,0.78
19.197085,-0.1777,0.6775,-0.1426,0.71
19.205967,-0.2723,0.6389,-0.1268,0.71
19.218508,-0.3761,0.6010,-0.1348,0.72
19.229929,-0.4105,0.5693,-0.1380,0.72
19.241680,-0.4125,0.5265,-0.1074,0.68
19.242179,-0.4125,0.5265,-0.1074,0.68
19.252568,-0.4274,0.4982,-0.0642,0.66
19.263820,-0.4399,0.4823,-0.0259,0.65
19.275042,-0.4472,0.4618,0.0113,0.64
19.289368,-0.4745,0.4491,0.0237,0.65
19.318793,-0.5249,0.5075,0.0508,0.73
19.319120,-0.5236,0.5165,0.0555,0.74
19.319251,-0.5236,0.5165,0.0555,0.74
19.328665,-0.4772,0.5532,0.0729,0.73
19.340224,-0.4088,0.5732,0.0741,0.71
19.351478,-0.3736,0.5480,0.0384,0.66
19.365419,-0.4003,0.4830,0.0296,0.63
19.375095,-0.3751,0.4308,0.1212,0.58
19.386360,-0.3404,0.3453,0.2316,0.54
19.397549,-0.3082,0.2138,0.2373,0.44
19.398408,-0.3069,0.1779,0.2082,0.41
19.408941,-0.3575,-0.0253,-0.0224,0.36
19.420401,-0.6604,-0.2931,-0.5105,0.88
19.435207,-1.7749,-0.3930,-1.3729,2.28
19.450529,-3.6369,-0.2823,-2.9525,4.69
19.450775,-3.6369,-0.2823,-2.9525,4.69
19.462116,-4.8892,0.2915,-3.6708,6.12
19.476206,-4.8601,0.9528,-2.6369,5.61
19.487138,-3.4212,1.3317,-0.6139,3.72
19.497418,-2.1318,1.2709,0.3782,2.51
19.508547,-1.3059,0.6668,-0.0197,1.47
19.519298,-2.2975,0.3401,-1.8715,2.98
19.530690,-4.3080,0.4058,-4.2272,6.05
19.546298,-4.5267,-0.1465,-4.0589,6.08
19.546815,-4.5267,-0.1465,-4.0589,6.08
19.554146,-3.7383,-0.8875,-3.5921,5.26
19.567690,-2.0673,-2.8289,-3.4626,4.93
19.584853,1.0076,-4.7315,-0.2294,4.84
19.586845,1.8644,-4.9638,0.2529,5.31
19.596766,6.2304,-5.4206,2.3893,8.60
19.608273,8.0079,-2.8966,4.0512,9.43
19.618635,8.0079,0.0152,3.8785,8.90
19.629439,8.0079,3.6748,-1.6133,8.96
19.640805,8.0079,2.9517,-4.2800,9.55
19.652125,8.0079,-4.1161,-2.5477,9.36
19.667907,-4.8093,-5.3463,7.9406,10.71
19.668222,-4.8093,-5.3463,7.9406,10.71
19.683308,1.9787,-3.1848,6.2968,7.33
19.686401,2.7910,-2.9530,4.8183,6.30
19.696251,3.3169,-1.5092,-3.3001,4.92
19.707394,2.3898,-0.4055,-8.0283,8.39
19.720563,1.2162,-0.9642,-4.4615,4.72
19.732185,-1.7747,-0.8933,-1.5605,2.53
19.741681,-3.0558,-0.3784,-2.3337,3.86
19.752829,-2.6263,0.5373,-2.3618,3.57
19.764486,-1.9068,1.0110,-1.8388,2.84
19.777914,-2.0107,1.8147,-1.2351,2.98
19.778220,-2.0107,1.8147,-1.2351,2.98
19.794505,-1.8653,2.2219,-1.3240,3.19
19.797899,-1.9073,2.2811,-1.4022,3.29
19.819043,-1.8433,2.2053,-2.3332,3.70
19.819786,-1.8145,2.1354,-2.3540,3.66
19.830339,-1.8248,1.8829,-2.1378,3.38
19.843402,-1.6274,1.4912,-1.0912,2.46
19.852324,-1.2526,1.2113,-0.4776,1.81
