ID,time,gFx,gFy,gFz,TgF,TS
2109,21.76738,8.0079,1.5421,5.4933,9.83,2022-04-20 00:00:21.767380
2110,21.7785,8.0079,-0.4455,4.8351,9.37,2022-04-20 00:00:21.778500
2111,21.77927,8.0077,-0.9788,4.7614,9.37,2022-04-20 00:00:21.779270
2112,21.78986,8.0077,-3.2354,4.1067,9.56,2022-04-20 00:00:21.789860
2113,21.80546,8.004,-5.8987,3.1063,10.42,2022-04-20 00:00:21.805460
2114,21.82515,5.9368,-6.8835,0.346,9.1,2022-04-20 00:00:21.825150
2115,21.8255,5.8395,-7.1661,-0.3447,9.25,2022-04-20 00:00:21.825500
2116,21.833,4.8286,-7.2296,-2.4283,9.03,2022-04-20 00:00:21.833000
2117,21.84402,3.4928,-6.6438,-3.9468,8.48,2022-04-20 00:00:21.844020
2118,21.85686,3.388,-6.4459,-3.6307,8.14,2022-04-20 00:00:21.856860
2119,21.86754,3.0978,-5.865,-2.9975,7.28,2022-04-20 00:00:21.867540
2120,21.87838,3.5099,-5.1939,-3.1968,7.04,2022-04-20 00:00:21.878380
2121,21.88977,3.9604,-4.2028,-3.072,6.54,2022-04-20 00:00:21.889770
2122,21.90108,5.0419,-2.4593,-1.8928,5.92,2022-04-20 00:00:21.901080
2123,21.91258,6.2233,-1.0233,0.0555,6.31,2022-04-20 00:00:21.912580
2124,21.92994,5.2718,0.6391,2.7344,5.97,2022-04-20 00:00:21.929940
2125,21.93091,4.5672,1.0574,3.3733,5.78,2022-04-20 00:00:21.930910
2126,21.93434,4.213,1.2149,3.5929,5.67,2022-04-20 00:00:21.934340
2127,21.94887,2.5359,1.8123,3.333,4.56,2022-04-20 00:00:21.948870
2128,21.97589,1.848,2.9289,1.8777,3.94,2022-04-20 00:00:21.975890
2129,21.97614,1.848,2.9289,1.8777,3.94,2022-04-20 00:00:21.976140
2130,21.97642,1.848,2.9289,1.8777,3.94,2022-04-20 00:00:21.976420
2131,21.98864,1.517,2.9192,2.6316,4.21,2022-04-20 00:00:21.988640
2132,22.00048,0.254,2.9113,3.9483,4.91,2022-04-20 00:00:22.000480
2133,22.01174,-1.0992,2.7674,4.7968,5.65,2022-04-20 00:00:22.011740
2134,22.02301,-1.9628,2.8754,4.6048,5.77,2022-04-20 00:00:22.023010
2135,22.03481,-2.1233,2.8678,3.3146,4.87,2022-04-20 00:00:22.034810
2136,22.0459,-1.3105,2.9521,1.4443,3.54,2022-04-20 00:00:22.045900
2137,22.05718,-0.3319,3.0518,-0.4082,3.1,2022-04-20 00:00:22.057180
2138,22.05763,-0.3319,3.0518,-0.4082,3.1,2022-04-20 00:00:22.057630
2139,22.07212,0.1555,3.062,-1.3081,3.33,2022-04-20 00:00:22.072120
2140,22.08697,0.3072,3.138,-0.6058,3.21,2022-04-20 00:00:22.086970
2141,22.08723,0.3072,3.138,-0.6058,3.21,2022-04-20 00:00:22.087230
2142,22.10102,0.3456,3.0699,0.4124,3.12,2022-04-20 00:00:22.101020
2143,22.11215,0.1254,2.8581,0.8128,2.97,2022-04-20 00:00:22.112150
2144,22.12361,-0.135,2.582,0.8275,2.71,2022-04-20 00:00:22.123610
2145,22.1354,-0.456,2.1509,0.7034,2.31,2022-04-20 00:00:22.135400
2146,22.14523,-0.4526,1.8123,0.2922,1.89,2022-04-20 00:00:22.145230
2147,22.15652,-0.1824,1.5951,-0.3056,1.63,2022-04-20 00:00:22.156520
2148,22.17204,0.2938,1.3278,-0.4929,1.45,2022-04-20 00:00:22.172040
2149,22.17228,0.2938,1.3278,-0.4929,1.45,2022-04-20 00:00:22.172280
2150,22.18943,0.0758,1.2193,-0.4658,1.31,2022-04-20 00:00:22.189430
2151,22.18967,0.0758,1.2193,-0.4658,1.31,2022-04-20 00:00:22.189670
2152,22.19994,-0.0924,1.1993,-0.2613,1.23,2022-04-20 00:00:22.199940
2153,22.21101,-0.0345,1.192,0.0843,1.2,2022-04-20 00:00:22.211010
2154,22.22351,0.0575,1.1883,0.5387,1.31,2022-04-20 00:00:22.223510
2155,22.23504,0.0673,1.1983,0.8817,1.49,2022-04-20 00:00:22.235040
2156,22.24582,0.0179,1.1866,1.0547,1.59,2022-04-20 00:00:22.245820
2157,22.25728,0.2298,1.1754,0.8771,1.48,2022-04-20 00:00:22.257280
2158,22.2684,0.5087,1.0547,0.3252,1.22,2022-04-20 00:00:22.268400
2159,22.27968,0.5195,1.0004,-0.2061,1.15,2022-04-20 00:00:22.279680
2160,22.29057,0.327,0.9643,-0.4377,1.11,2022-04-20 00:00:22.290570
2161,22.3058,0.0485,0.8441,-0.533,1.0,2022-04-20 00:00:22.305800
2162,22.30604,0.0485,0.8441,-0.533,1.0,2022-04-20 00:00:22.306040
2163,22.32529,-0.1987,0.7466,-0.212,0.8,2022-04-20 00:00:22.325290
2164,22.32552,-0.1987,0.7466,-0.212,0.8,2022-04-20 00:00:22.325520
2165,22.33494,-0.2781,0.7405,-0.0044,0.79,2022-04-20 00:00:22.334940
2166,22.34467,-0.3609,0.7203,0.1669,0.82,2022-04-20 00:00:22.344670
2167,22.35665,-0.478,0.7173,0.3514,0.93,2022-04-20 00:00:22.356650
2168,22.36861,-0.5156,0.7767,0.5429,1.08,2022-04-20 00:00:22.368610
2169,22.37948,-0.4086,0.7635,0.5759,1.04,2022-04-20 00:00:22.379480
2170,22.39068,-0.2877,0.7171,0.4847,0.91,2022-04-20 00:00:22.390680
2171,22.40218,-0.2246,0.7747,0.303,0.86,2022-04-20 00:00:22.402180
2172,22.41368,-0.2534,0.8473,-0.0022,0.88,2022-04-20 00:00:22.413680
2173,22.42383,-0.2884,0.8602,-0.3256,0.96,2022-04-20 00:00:22.423830
2174,22.43532,-0.2991,0.9489,-0.5513,1.14,2022-04-20 00:00:22.435320
2175,22.45018,-0.1626,1.0366,-0.5699,1.19,2022-04-20 00:00:22.450180
2176,22.45052,-0.1626,1.0366,-0.5699,1.19,2022-04-20 00:00:22.450520
2177,22.48044,-0.1452,1.0085,-0.3496,1.08,2022-04-20 00:00:22.480440
2178,22.48082,-0.1692,0.9987,-0.3185,1.06,2022-04-20 00:00:22.480820
2179,22.48104,-0.1692,0.9987,-0.3185,1.06,2022-04-20 00:00:22.481040
2180,22.48942,-0.2576,0.9694,-0.2188,1.03,2022-04-20 00:00:22.489420
2181,22.50094,-0.4127,0.9836,0.0281,1.07,2022-04-20 00:00:22.500940
2182,22.51203,-0.4543,1.0022,0.2463,1.13,2022-04-20 00:00:22.512030
2183,22.52424,-0.3399,0.9875,0.4432,1.13,2022-04-20 00:00:22.524240
2184,22.53569,-0.2139,0.9956,0.5314,1.15,2022-04-20 00:00:22.535690
2185,22.54626,-0.1113,0.9836,0.441,1.08,2022-04-20 00:00:22.546260
2186,22.55756,-0.1159,1.0068,0.2505,1.04,2022-04-20 00:00:22.557560
2187,22.57024,-0.2161,1.063,-0.085,1.09,2022-04-20 00:00:22.570240
2188,22.59361,-0.4196,1.0439,-0.2267,1.15,2022-04-20 00:00:22.593610
2189,22.59377,-0.4196,1.0439,-0.2267,1.15,2022-04-20 00:00:22.593770
2190,22.5939,-0.4196,1.0439,-0.2267,1.15,2022-04-20 00:00:22.593900
2191,22.6012,-0.4266,1.0393,-0.1414,1.13,2022-04-20 00:00:22.601200
2192,22.6123,-0.3854,1.0122,0.0154,1.08,2022-04-20 00:00:22.612300
2193,22.62456,-0.3556,1.0046,0.2148,1.09,2022-04-20 00:00:22.624560
2194,22.63531,-0.3218,0.975,0.386,1.1,2022-04-20 00:00:22.635310
2195,22.6467,-0.3016,0.9379,0.5048,1.11,2022-04-20 00:00:22.646700
2196,22.65787,-0.2901,0.9208,0.5207,1.1,2022-04-20 00:00:22.657870
2197,22.67137,-0.3211,0.9264,0.4388,1.07,2022-04-20 00:00:22.671370
2198,22.68089,-0.3324,0.9257,0.3325,1.04,2022-04-20 00:00:22.680890
2199,22.69694,-0.3319,0.9531,0.0689,1.01,2022-04-20 00:00:22.696940
2200,22.70466,-0.3434,0.9638,-0.0298,1.02,2022-04-20 00:00:22.704660
2201,22.70594,-0.3421,0.9633,-0.0539,1.02,2022-04-20 00:00:22.705940
2202,22.72322,-0.381,0.9497,-0.1123,1.03,2022-04-20 00:00:22.723220
2203,22.73578,-0.4665,0.9465,-0.0388,1.06,2022-04-20 00:00:22.735780
2204,22.73617,-0.4665,0.9465,-0.0388,1.06,2022-04-20 00:00:22.736170
2205,22.74636,-0.5092,0.9174,0.1012,1.05,2022-04-20 00:00:22.746360
2206,22.75774,-0.4709,0.9831,0.3704,1.15,2022-04-20 00:00:22.757740
2207,22.76907,-0.3309,0.868,0.2993,0.98,2022-04-20 00:00:22.769070
2208,22.78064,-0.23,0.7833,0.2387,0.85,2022-04-20 00:00:22.780640
2209,22.79571,-0.3802,0.8702,0.2226,0.98,2022-04-20 00:00:22.795710
2210,22.82605,-0.3847,0.8737,0.0355,0.96,2022-04-20 00:00:22.826050
2211,22.8265,-0.3883,0.879,0.0264,0.96,2022-04-20 00:00:22.826500
2212,22.82671,-0.3883,0.879,0.0264,0.96,2022-04-20 00:00:22.826710
2213,22.83636,-0.3895,0.8959,0.0103,0.98,2022-04-20 00:00:22.836360
2214,22.84512,-0.3492,0.9015,-0.0217,0.97,2022-04-20 00:00:22.845120
2215,22.85776,-0.2737,0.8937,-0.0723,0.94,2022-04-20 00:00:22.857760
2216,22.86944,-0.2288,0.8942,-0.1729,0.94,2022-04-20 00:00:22.869440
2217,22.88109,-0.274,0.8632,-0.172,0.92,2022-04-20 00:00:22.881090
2218,22.8822,-0.2933,0.8614,-0.1582,0.92,2022-04-20 00:00:22.882200
2219,22.89118,-0.3397,0.8595,-0.1047,0.93,2022-04-20 00:00:22.891180
2220,22.9046,-0.4284,0.8693,0.0501,0.97,2022-04-20 00:00:22.904600
2221,22.91522,-0.4235,0.8656,0.1855,0.98,2022-04-20 00:00:22.915220
2222,22.92972,-0.4176,0.8729,0.2048,0.99,2022-04-20 00:00:22.929720
2223,22.95678,-0.2132,0.8216,0.1847,0.87,2022-04-20 00:00:22.956780
2224,22.95699,-0.2132,0.8216,0.1847,0.87,2022-04-20 00:00:22.956990
2225,22.95714,-0.2132,0.8216,0.1847,0.87,2022-04-20 00:00:22.957140
2226,22.96873,-0.1579,0.8829,0.2507,0.93,2022-04-20 00:00:22.968730
2227,22.97937,-0.132,0.911,0.1999,0.94,2022-04-20 00:00:22.979370
2228,22.9909,-0.1306,0.8866,0.1517,0.91,2022-04-20 00:00:22.990900
2229,23.00374,-0.2207,0.913,0.1022,0.94,2022-04-20 00:00:23.003740
2230,23.01455,-0.2666,0.9218,0.0628,0.96,2022-04-20 00:00:23.014550
2231,23.01533,-0.2754,0.9206,0.0521,0.96,2022-04-20 00:00:23.015330
2232,23.0253,-0.306,0.9027,0.0191,0.95,2022-04-20 00:00:23.025300
2233,23.03686,-0.3397,0.9042,0.0223,0.97,2022-04-20 00:00:23.036860
2234,23.05154,-0.3446,0.9323,0.0406,0.99,2022-04-20 00:00:23.051540
2235,23.07557,-0.2317,0.9899,0.1405,1.03,2022-04-20 00:00:23.075570
2236,23.07578,-0.2317,0.9899,0.1405,1.03,2022-04-20 00:00:23.075780
2237,23.08081,-0.1841,1.0019,0.153,1.03,2022-04-20 00:00:23.080810
2238,23.09064,-0.0856,1.0024,0.1205,1.01,2022-04-20 00:00:23.090640
2239,23.10278,-0.0397,0.9948,0.0152,1.0,2022-04-20 00:00:23.102780
2240,23.11442,-0.0878,1.0337,-0.0635,1.04,2022-04-20 00:00:23.114420
2241,23.12534,-0.1528,1.0869,-0.0845,1.1,2022-04-20 00:00:23.125340
2242,23.13594,-0.157,1.1314,-0.0723,1.14,2022-04-20 00:00:23.135940
2243,23.1517,-0.113,1.1756,-0.028,1.18,2022-04-20 00:00:23.151700
2244,23.15196,-0.113,1.1756,-0.028,1.18,2022-04-20 00:00:23.151960
2245,23.16867,-0.0763,1.1773,-0.0901,1.18,2022-04-20 00:00:23.168670
2246,23.18007,-0.0179,1.1859,-0.1226,1.19,2022-04-20 00:00:23.180070
2247,23.18054,-0.0179,1.1859,-0.1226,1.19,2022-04-20 00:00:23.180540
2248,23.19033,0.0419,1.1891,-0.159,1.2,2022-04-20 00:00:23.190330
2249,23.20422,0.0954,1.1365,-0.2968,1.18,2022-04-20 00:00:23.204220
2250,23.21528,0.0382,1.1209,-0.3654,1.18,2022-04-20 00:00:23.215280
2251,23.22512,-0.0282,1.115,-0.3693,1.17,2022-04-20 00:00:23.225120
2252,23.23672,-0.0417,1.0864,-0.3371,1.14,2022-04-20 00:00:23.236720
2253,23.24778,-0.0768,1.0417,-0.2787,1.08,2022-04-20 00:00:23.247780
2254,23.25934,-0.1543,1.0049,-0.2086,1.04,2022-04-20 00:00:23.259340
2255,23.27115,-0.239,0.978,-0.1543,1.02,2022-04-20 00:00:23.271150
2256,23.28595,-0.2798,0.9475,-0.1585,1.0,2022-04-20 00:00:23.285950
2257,23.28622,-0.2798,0.9475,-0.1585,1.0,2022-04-20 00:00:23.286220
2258,23.30876,-0.1464,0.9391,-0.1815,0.97,2022-04-20 00:00:23.308760
2259,23.30902,-0.1464,0.9391,-0.1815,0.97,2022-04-20 00:00:23.309020
2260,23.31493,-0.0902,0.9284,-0.2093,0.96,2022-04-20 00:00:23.314930
2261,23.32475,-0.0505,0.9128,-0.2408,0.95,2022-04-20 00:00:23.324750
2262,23.33618,-0.0084,0.9098,-0.2997,0.96,2022-04-20 00:00:23.336180
2263,23.34748,-0.0121,0.8888,-0.35,0.96,2022-04-20 00:00:23.347480
2264,23.3583,-0.0649,0.8617,-0.4099,0.96,2022-04-20 00:00:23.358300
2265,23.37049,-0.1455,0.8221,-0.435,0.94,2022-04-20 00:00:23.370490
2266,23.38239,-0.2205,0.7943,-0.4096,0.92,2022-04-20 00:00:23.382390
2267,23.39373,-0.2544,0.7855,-0.4016,0.92,2022-04-20 00:00:23.393730
2268,23.40361,-0.2222,0.7574,-0.47,0.92,2022-04-20 00:00:23.403610
2269,23.41887,-0.1648,0.7315,-0.5787,0.95,2022-04-20 00:00:23.418870
2270,23.4192,-0.1648,0.7315,-0.5787,0.95,2022-04-20 00:00:23.419200
2271,23.43791,-0.1658,0.7425,-0.6151,0.98,2022-04-20 00:00:23.437910
2272,23.43809,-0.1658,0.7425,-0.6151,0.98,2022-04-20 00:00:23.438090
2273,23.44754,-0.1909,0.7498,-0.6219,0.99,2022-04-20 00:00:23.447540
2274,23.45878,-0.262,0.7542,-0.5802,0.99,2022-04-20 00:00:23.458780
2275,23.46892,-0.3235,0.772,-0.5232,0.99,2022-04-20 00:00:23.468920
2276,23.4814,-0.368,0.7686,-0.4416,0.96,2022-04-20 00:00:23.481400
2277,23.49309,-0.3734,0.7505,-0.3837,0.92,2022-04-20 00:00:23.493090
2278,23.50462,-0.4328,0.751,-0.3791,0.95,2022-04-20 00:00:23.504620
2279,23.51602,-0.4973,0.7569,-0.4065,0.99,2022-04-20 00:00:23.516020
2280,23.526,-0.5485,0.763,-0.4226,1.03,2022-04-20 00:00:23.526000
2281,23.53683,-0.5659,0.7779,-0.4199,1.05,2022-04-20 00:00:23.536830
2282,23.54824,-0.5522,0.7733,-0.4165,1.04,2022-04-20 00:00:23.548240
2283,23.56368,-0.4611,0.7645,-0.4487,1.0,2022-04-20 00:00:23.563680
2284,23.564,-0.4611,0.7645,-0.4487,1.0,2022-04-20 00:00:23.564000
2285,23.58287,-0.3465,0.7955,-0.5269,1.02,2022-04-20 00:00:23.582870
2286,23.58311,-0.3465,0.7955,-0.5269,1.02,2022-04-20 00:00:23.583110
2287,23.59196,-0.3194,0.816,-0.563,1.04,2022-04-20 00:00:23.591960
2288,23.60203,-0.329,0.8211,-0.6136,1.08,2022-04-20 00:00:23.602030
2289,23.61658,-0.4042,0.8326,-0.6644,1.14,2022-04-20 00:00:23.616580
2290,23.62658,-0.5173,0.878,-0.6285,1.2,2022-04-20 00:00:23.626580
2291,23.63668,-0.552,0.8988,-0.5523,1.19,2022-04-20 00:00:23.636680
2292,23.64838,-0.5378,0.8893,-0.4543,1.13,2022-04-20 00:00:23.648380
2293,23.65988,-0.499,0.9018,-0.3662,1.09,2022-04-20 00:00:23.659880
2294,23.67105,-0.4386,0.9274,-0.3173,1.07,2022-04-20 00:00:23.671050
2295,23.68219,-0.37,0.943,-0.3073,1.06,2022-04-20 00:00:23.682190
2296,23.69716,-0.3341,0.9924,-0.3026,1.09,2022-04-20 00:00:23.697160
2297,23.6976,-0.3341,0.9924,-0.3026,1.09,2022-04-20 00:00:23.697600
2298,23.71547,-0.4057,1.0904,-0.3666,1.22,2022-04-20 00:00:23.715470
2299,23.71567,-0.4057,1.0904,-0.3666,1.22,2022-04-20 00:00:23.715670
2300,23.72586,-0.4291,1.1253,-0.3324,1.25,2022-04-20 00:00:23.725860
2301,23.73554,-0.3908,1.149,-0.264,1.24,2022-04-20 00:00:23.735540
2302,23.74712,-0.2671,1.1759,-0.212,1.22,2022-04-20 00:00:23.747120
2303,23.75894,-0.1506,1.1998,-0.193,1.22,2022-04-20 00:00:23.758940
2304,23.76978,-0.058,1.2159,-0.1827,1.23,2022-04-20 00:00:23.769780
2305,23.78171,0.0602,1.2257,-0.1197,1.23,2022-04-20 00:00:23.781710
2306,23.79367,0.1582,1.2181,-0.0317,1.23,2022-04-20 00:00:23.793670
2307,23.80618,0.2051,1.1617,0.0267,1.18,2022-04-20 00:00:23.806180
2308,23.81885,0.1269,1.0979,-0.0171,1.11,2022-04-20 00:00:23.818850
2309,23.81914,0.1269,1.0979,-0.0171,1.11,2022-04-20 00:00:23.819140
2310,23.83593,-0.0426,1.0283,-0.0781,1.03,2022-04-20 00:00:23.835930
2311,23.84774,-0.0649,0.9582,-0.1069,0.97,2022-04-20 00:00:23.847740
2312,23.85954,-0.0771,0.8971,-0.1465,0.91,2022-04-20 00:00:23.859540
2313,23.86001,-0.0771,0.8971,-0.1465,0.91,2022-04-20 00:00:23.860010
2314,23.86997,-0.0934,0.8431,-0.1956,0.87,2022-04-20 00:00:23.869970
2315,23.88194,-0.1147,0.775,-0.2472,0.82,2022-04-20 00:00:23.881940
2316,23.89404,-0.1787,0.7153,-0.2909,0.79,2022-04-20 00:00:23.894040
2317,23.90511,-0.2207,0.6909,-0.287,0.78,2022-04-20 00:00:23.905110
2318,23.91583,-0.2581,0.6631,-0.3024,0.77,2022-04-20 00:00:23.915830
2319,23.92702,-0.3084,0.6318,-0.341,0.78,2022-04-20 00:00:23.927020
2320,23.94023,-0.3678,0.6025,-0.4001,0.81,2022-04-20 00:00:23.940230
2321,23.95657,-0.3101,0.6157,-0.4612,0.83,2022-04-20 00:00:23.956570
2322,23.95674,-0.3101,0.6157,-0.4612,0.83,2022-04-20 00:00:23.956740
2323,23.96945,-0.2364,0.6272,-0.5149,0.85,2022-04-20 00:00:23.969450
2324,23.98186,-0.2715,0.6401,-0.5648,0.9,2022-04-20 00:00:23.981860
2325,23.98303,-0.2947,0.6411,-0.5741,0.91,2022-04-20 00:00:23.983030
2326,23.99321,-0.3622,0.643,-0.5824,0.94,2022-04-20 00:00:23.993210
2327,24.00487,-0.3973,0.6526,-0.5095,0.92,2022-04-20 00:00:24.004870
2328,24.01491,-0.3329,0.6518,-0.4433,0.86,2022-04-20 00:00:24.014910
2329,24.0268,-0.2031,0.6421,-0.3791,0.77,2022-04-20 00:00:24.026800
2330,24.0379,-0.1787,0.5793,-0.418,0.74,2022-04-20 00:00:24.037900
2331,24.05338,-0.4032,0.5307,-0.5059,0.84,2022-04-20 00:00:24.053380
2332,24.08099,-0.8263,0.3313,-0.6058,1.08,2022-04-20 00:00:24.080990
2333,24.0813,-0.8263,0.3313,-0.6058,1.08,2022-04-20 00:00:24.081300
2334,24.08146,-0.8263,0.3313,-0.6058,1.08,2022-04-20 00:00:24.081460
2335,24.09219,-1.0828,0.1606,-0.7011,1.3,2022-04-20 00:00:24.092190
2336,24.104,-1.4016,0.0223,-0.8215,1.62,2022-04-20 00:00:24.104000
2337,24.1161,-1.9279,-0.6017,-1.4027,2.46,2022-04-20 00:00:24.116100
2338,24.1165,-1.9279,-0.6017,-1.4027,2.46,2022-04-20 00:00:24.116500
2339,24.12711,-2.306,-1.2886,-2.3625,3.54,2022-04-20 00:00:24.127110
2340,24.1379,-2.9803,-1.8351,-4.1671,5.44,2022-04-20 00:00:24.137900
2341,24.14896,-4.235,-1.5742,-5.0031,6.74,2022-04-20 00:00:24.148960
2342,24.16436,-5.3035,-1.0189,-3.4382,6.4,2022-04-20 00:00:24.164360
2343,24.18415,-3.3235,-1.486,-0.8242,3.73,2022-04-20 00:00:24.184150
2344,24.1843,-3.3235,-1.486,-0.8242,3.73,2022-04-20 00:00:24.184300
2345,24.19241,-3.014,-1.7173,-1.3502,3.72,2022-04-20 00:00:24.192410
2346,24.20401,-2.0178,-1.7581,-3.0979,4.09,2022-04-20 00:00:24.204010
2347,24.21547,-0.8266,-1.8283,-4.485,4.91,2022-04-20 00:00:24.215470
2348,24.22886,0.8569,-1.7581,-4.6147,5.01,2022-04-20 00:00:24.228860
2349,24.22912,0.8569,-1.7581,-4.6147,5.01,2022-04-20 00:00:24.229120
2350,24.24683,2.2806,-3.3654,-0.9383,4.17,2022-04-20 00:00:24.246830
2351,24.24899,2.2806,-3.3654,-0.9383,4.17,2022-04-20 00:00:24.248990
2352,24.25931,3.2388,-3.0453,4.1323,6.07,2022-04-20 00:00:24.259310
2353,24.27023,7.0725,-1.3538,7.9766,10.75,2022-04-20 00:00:24.270230
2354,24.28592,8.0079,1.7903,6.8567,10.69,2022-04-20 00:00:24.285920
2355,24.30292,8.0079,5.3379,-3.9094,10.39,2022-04-20 00:00:24.302920
2356,24.30323,8.0079,5.3379,-3.9094,10.39,2022-04-20 00:00:24.303230
2357,24.31568,7.7541,0.3741,-3.5188,8.52,2022-04-20 00:00:24.315680
2358,24.32657,1.9564,-3.3602,3.7764,5.42,2022-04-20 00:00:24.326570
2359,24.33804,-1.1864,-1.872,7.72,8.03,2022-04-20 00:00:24.338040
2360,24.3487,0.8087,-1.5187,6.0556,6.3,2022-04-20 00:00:24.348700
2361,24.36031,2.6432,-1.1897,0.4146,2.93,2022-04-20 00:00:24.360310
2362,24.3719,2.1968,-0.3329,-5.0835,5.55,2022-04-20 00:00:24.371900
2363,24.38384,1.4549,-0.318,-4.9215,5.14,2022-04-20 00:00:24.383840
2364,24.38436,1.4549,-0.318,-4.9215,5.14,2022-04-20 00:00:24.384360
2365,24.39949,-0.4237,-0.7519,-2.4065,2.56,2022-04-20 00:00:24.399490
2366,24.41624,-1.1874,-0.4516,-2.621,2.91,2022-04-20 00:00:24.416240
2367,24.41642,-1.1874,-0.4516,-2.621,2.91,2022-04-20 00:00:24.416420
2368,24.42674,-0.9649,-0.2772,-2.9122,3.08,2022-04-20 00:00:24.426740
2369,24.43829,-0.7926,0.0159,-3.4233,3.51,2022-04-20 00:00:24.438290
2370,24.44901,-0.6023,0.1498,-3.7848,3.84,2022-04-20 00:00:24.449010
2371,24.46059,-0.4364,0.1246,-3.9324,3.96,2022-04-20 00:00:24.460590
2372,24.47189,-0.6333,0.1137,-3.5188,3.58,2022-04-20 00:00:24.471890
2373,24.48309,-0.8285,0.1058,-3.0192,3.13,2022-04-20 00:00:24.483090
2374,24.4947,-1.0415,0.024,-2.3599,2.58,2022-04-20 00:00:24.494700
2375,24.50538,-1.0315,-0.0202,-2.0261,2.27,2022-04-20 00:00:24.505380
2376,24.51601,-0.9885,-0.0532,-1.6937,1.96,2022-04-20 00:00:24.516010
2377,24.53168,-1.1092,-0.0854,-1.0602,1.54,2022-04-20 00:00:24.531680
2378,24.53209,-1.1092,-0.0854,-1.0602,1.54,2022-04-20 00:00:24.532090
2379,24.55028,-1.2084,-0.0571,-0.6749,1.39,2022-04-20 00:00:24.550280
2380,24.55049,-1.2084,-0.0571,-0.6749,1.39,2022-04-20 00:00:24.550490
2381,24.5593,-1.1395,-0.0522,-0.5137,1.25,2022-04-20 00:00:24.559300
2382,24.57097,-1.032,-0.029,-0.2953,1.07,2022-04-20 00:00:24.570970
2383,24.58598,-0.9121,0.0416,0.0071,0.91,2022-04-20 00:00:24.585980
2384,24.59677,-0.8351,0.1137,0.141,0.85,2022-04-20 00:00:24.596770
2385,24.60824,-0.6961,0.2067,0.1698,0.75,2022-04-20 00:00:24.608240
2386,24.61536,-0.583,0.2497,0.1273,0.65,2022-04-20 00:00:24.615360
2387,24.62762,-0.3443,0.2832,0.013,0.45,2022-04-20 00:00:24.627620
2388,24.63872,-0.1447,0.3101,-0.1158,0.36,2022-04-20 00:00:24.638720
2389,24.64992,-0.0702,0.3181,-0.2382,0.4,2022-04-20 00:00:24.649920
2390,24.66231,-0.1018,0.3616,-0.2679,0.46,2022-04-20 00:00:24.662310
2391,24.66312,-0.1018,0.3616,-0.2679,0.46,2022-04-20 00:00:24.663120
2392,24.67731,-0.0871,0.3677,-0.2027,0.43,2022-04-20 00:00:24.677310
2393,24.69855,0.0338,0.2849,-0.2262,0.37,2022-04-20 00:00:24.698550
2394,24.69873,0.0338,0.2849,-0.2262,0.37,2022-04-20 00:00:24.698730
2395,24.70493,0.0724,0.2732,-0.2777,0.4,2022-04-20 00:00:24.704930
2396,24.71616,0.068,0.2876,-0.3483,0.46,2022-04-20 00:00:24.716160
2397,24.72781,0.0153,0.3592,-0.3996,0.54,2022-04-20 00:00:24.727810
2398,24.73924,-0.0035,0.4901,-0.3513,0.6,2022-04-20 00:00:24.739240
2399,24.74961,0.0138,0.5641,-0.2931,0.64,2022-04-20 00:00:24.749610
2400,24.76576,0.2168,0.613,-0.4336,0.78,2022-04-20 00:00:24.765760
2401,24.76664,0.2588,0.6096,-0.4949,0.83,2022-04-20 00:00:24.766640
2402,24.78184,0.4821,0.593,-0.9681,1.23,2022-04-20 00:00:24.781840
2403,24.7953,0.5153,0.6059,-1.381,1.59,2022-04-20 00:00:24.795300
2404,24.80816,0.3419,0.5959,-1.5051,1.65,2022-04-20 00:00:24.808160
2405,24.80849,0.3419,0.5959,-1.5051,1.65,2022-04-20 00:00:24.808490
2406,24.8335,-0.1164,0.6631,-0.4942,0.84,2022-04-20 00:00:24.833500
2407,24.83368,-0.1164,0.6631,-0.4942,0.84,2022-04-20 00:00:24.833680
2408,24.83838,-0.0734,0.6719,-0.211,0.71,2022-04-20 00:00:24.838380
2409,24.84951,0.0925,0.6851,0.2771,0.74,2022-04-20 00:00:24.849510
2410,24.86176,0.4699,0.7234,0.7451,1.14,2022-04-20 00:00:24.861760
2411,24.87214,0.68,0.8038,0.8649,1.36,2022-04-20 00:00:24.872140
2412,24.88468,0.7061,0.8812,0.6152,1.29,2022-04-20 00:00:24.884680
2413,24.89554,0.5207,1.0107,0.0821,1.14,2022-04-20 00:00:24.895540
2414,24.90611,0.3268,1.1045,-0.2528,1.18,2022-04-20 00:00:24.906110
2415,24.91735,0.2498,1.1861,-0.4221,1.28,2022-04-20 00:00:24.917350
2416,24.93246,0.5036,1.1189,-0.4509,1.31,2022-04-20 00:00:24.932460
2417,24.93294,0.5649,1.1018,-0.4556,1.32,2022-04-20 00:00:24.932940
2418,24.96275,0.9321,1.0689,-0.5665,1.53,2022-04-20 00:00:24.962750
2419,24.96294,0.9321,1.0689,-0.5665,1.53,2022-04-20 00:00:24.962940
2420,24.96306,0.9321,1.0689,-0.5665,1.53,2022-04-20 00:00:24.963060
2421,24.97132,0.8564,1.0943,-0.6129,1.52,2022-04-20 00:00:24.971320
2422,24.98388,0.6517,1.1988,-0.6107,1.49,2022-04-20 00:00:24.983880
2423,24.99522,0.6436,1.2162,-0.553,1.48,2022-04-20 00:00:24.995220
2424,25.00641,0.8342,1.2936,-0.4072,1.59,2022-04-20 00:00:25.006410
