ID,time,gFx,gFy,gFz,TgF,TS
4568,47.09259,0.5637,0.8131,-0.3605,1.05,2022-04-20 00:00:47.092590
4569,47.09932,0.5896,0.7987,-0.2851,1.03,2022-04-20 00:00:47.099320
4570,47.10946,0.6289,0.775,-0.2064,1.02,2022-04-20 00:00:47.109460
4571,47.12178,0.6311,0.7491,-0.1673,0.99,2022-04-20 00:00:47.121780
4572,47.13307,0.5774,0.7386,-0.1353,0.95,2022-04-20 00:00:47.133070
4573,47.14483,0.5373,0.733,-0.0742,0.91,2022-04-20 00:00:47.144830
4574,47.15615,0.5068,0.7129,-0.0324,0.88,2022-04-20 00:00:47.156150
4575,47.16682,0.4721,0.6941,-0.0088,0.84,2022-04-20 00:00:47.166820
4576,47.1779,0.4296,0.6904,-0.0066,0.81,2022-04-20 00:00:47.177900
4577,47.19337,0.3898,0.6936,-0.0381,0.8,2022-04-20 00:00:47.193370
4578,47.19392,0.3856,0.6951,-0.0432,0.8,2022-04-20 00:00:47.193920
4579,47.21178,0.3893,0.687,-0.072,0.79,2022-04-20 00:00:47.211780
4580,47.22069,0.381,0.6751,-0.0918,0.78,2022-04-20 00:00:47.220690
4581,47.23392,0.3329,0.6841,-0.1126,0.77,2022-04-20 00:00:47.233920
4582,47.23518,0.327,0.6882,-0.1138,0.77,2022-04-20 00:00:47.235180
4583,47.24687,0.3353,0.7153,-0.0906,0.8,2022-04-20 00:00:47.246870
4584,47.25606,0.3502,0.7136,-0.082,0.8,2022-04-20 00:00:47.256060
4585,47.26774,0.3595,0.6985,-0.0669,0.79,2022-04-20 00:00:47.267740
4586,47.27814,0.3075,0.7251,-0.0571,0.79,2022-04-20 00:00:47.278140
4587,47.29797,0.2581,0.7735,-0.1021,0.82,2022-04-20 00:00:47.297970
4588,47.29842,0.2581,0.7735,-0.1021,0.82,2022-04-20 00:00:47.298420
4589,47.3152,0.2547,0.85,-0.1698,0.9,2022-04-20 00:00:47.315200
4590,47.31536,0.2547,0.85,-0.1698,0.9,2022-04-20 00:00:47.315360
4591,47.33336,0.1853,0.9103,-0.2022,0.95,2022-04-20 00:00:47.333360
4592,47.34462,0.1142,0.9672,-0.1942,0.99,2022-04-20 00:00:47.344620
4593,47.35536,0.0566,1.0075,-0.1839,1.03,2022-04-20 00:00:47.355360
4594,47.36681,0.0231,1.0505,-0.148,1.06,2022-04-20 00:00:47.366810
4595,47.36718,0.0231,1.0505,-0.148,1.06,2022-04-20 00:00:47.367180
4596,47.37816,0.0072,1.1116,-0.0881,1.12,2022-04-20 00:00:47.378160
4597,47.38894,0.0035,1.1602,-0.0271,1.16,2022-04-20 00:00:47.388940
4598,47.40058,0.004,1.2159,0.0096,1.22,2022-04-20 00:00:47.400580
4599,47.41321,0.0575,1.2731,0.0782,1.28,2022-04-20 00:00:47.413210
4600,47.43163,0.0959,1.3173,0.1112,1.33,2022-04-20 00:00:47.431630
4601,47.43187,0.0959,1.3173,0.1112,1.33,2022-04-20 00:00:47.431870
4602,47.44556,0.1193,1.3378,0.0812,1.35,2022-04-20 00:00:47.445560
4603,47.46879,0.1633,1.3342,0.0062,1.34,2022-04-20 00:00:47.468790
4604,47.46901,0.1633,1.3342,0.0062,1.34,2022-04-20 00:00:47.469010
4605,47.4776,0.1653,1.3161,-0.0229,1.33,2022-04-20 00:00:47.477600
4606,47.48806,0.144,1.299,-0.0564,1.31,2022-04-20 00:00:47.488060
4607,47.50295,0.1167,1.2584,-0.0982,1.27,2022-04-20 00:00:47.502950
4608,47.50436,0.1096,1.2501,-0.1067,1.26,2022-04-20 00:00:47.504360
4609,47.51373,0.071,1.2039,-0.1561,1.22,2022-04-20 00:00:47.513730
4610,47.52454,0.004,1.1583,-0.1893,1.17,2022-04-20 00:00:47.524540
4611,47.5362,-0.124,1.127,-0.1724,1.15,2022-04-20 00:00:47.536200
4612,47.54536,-0.2048,1.0987,-0.139,1.13,2022-04-20 00:00:47.545360
4613,47.55587,-0.26,1.0916,-0.1094,1.13,2022-04-20 00:00:47.555870
4614,47.57202,-0.282,1.0808,-0.0579,1.12,2022-04-20 00:00:47.572020
4615,47.59272,-0.2261,1.0486,0.046,1.07,2022-04-20 00:00:47.592720
4616,47.59289,-0.2261,1.0486,0.046,1.07,2022-04-20 00:00:47.592890
4617,47.59301,-0.2261,1.0486,0.046,1.07,2022-04-20 00:00:47.593010
4618,47.6104,-0.1648,1.0222,0.0758,1.04,2022-04-20 00:00:47.610400
4619,47.62258,-0.1271,0.9853,0.0447,0.99,2022-04-20 00:00:47.622580
4620,47.62296,-0.1271,0.9853,0.0447,0.99,2022-04-20 00:00:47.622960
4621,47.63551,-0.1447,0.9687,-0.0044,0.98,2022-04-20 00:00:47.635510
4622,47.64534,-0.1352,0.9526,-0.0254,0.96,2022-04-20 00:00:47.645340
4623,47.6563,-0.1035,0.9289,-0.0495,0.94,2022-04-20 00:00:47.656300
4624,47.66872,-0.0561,0.9176,-0.0767,0.92,2022-04-20 00:00:47.668720
4625,47.67886,-0.0175,0.9113,-0.0918,0.92,2022-04-20 00:00:47.678860
4626,47.69025,0.0202,0.8927,-0.1065,0.9,2022-04-20 00:00:47.690250
4627,47.70543,0.0209,0.8856,-0.116,0.89,2022-04-20 00:00:47.705430
4628,47.72155,-0.007,0.8707,-0.1441,0.88,2022-04-20 00:00:47.721550
4629,47.72182,-0.007,0.8707,-0.1441,0.88,2022-04-20 00:00:47.721820
4630,47.73592,-0.0693,0.8727,-0.2081,0.9,2022-04-20 00:00:47.735920
4631,47.74398,-0.0812,0.8773,-0.2218,0.91,2022-04-20 00:00:47.743980
4632,47.75686,-0.0822,0.8712,-0.2499,0.91,2022-04-20 00:00:47.756860
4633,47.76755,-0.0727,0.8766,-0.2679,0.92,2022-04-20 00:00:47.767550
4634,47.76785,-0.0727,0.8766,-0.2679,0.92,2022-04-20 00:00:47.767850
4635,47.77896,-0.0245,0.8979,-0.2731,0.94,2022-04-20 00:00:47.778960
4636,47.78952,0.0351,0.8908,-0.2621,0.93,2022-04-20 00:00:47.789520
4637,47.80224,0.0734,0.9025,-0.2325,0.93,2022-04-20 00:00:47.802240
4638,47.81233,0.0754,0.9108,-0.2193,0.94,2022-04-20 00:00:47.812330
4639,47.82458,0.0883,0.9338,-0.1893,0.96,2022-04-20 00:00:47.824580
4640,47.8358,0.146,0.9636,-0.1216,0.98,2022-04-20 00:00:47.835800
4641,47.85097,0.2139,0.9692,-0.0754,1.0,2022-04-20 00:00:47.850970
4642,47.85167,0.2207,0.9721,-0.073,1.0,2022-04-20 00:00:47.851670
4643,47.87191,0.2058,0.9985,-0.062,1.02,2022-04-20 00:00:47.871910
4644,47.87207,0.2058,0.9985,-0.062,1.02,2022-04-20 00:00:47.872070
4645,47.88855,0.1978,0.9875,-0.0708,1.01,2022-04-20 00:00:47.888550
4646,47.90136,0.1985,0.9809,-0.0625,1.0,2022-04-20 00:00:47.901360
4647,47.90208,0.1992,0.9787,-0.0571,1.0,2022-04-20 00:00:47.902080
4648,47.91341,0.2183,0.9728,-0.0461,1.0,2022-04-20 00:00:47.913410
4649,47.92395,0.2527,0.9572,-0.0456,0.99,2022-04-20 00:00:47.923950
4650,47.93561,0.2703,0.9453,-0.0896,0.99,2022-04-20 00:00:47.935610
4651,47.94634,0.2676,0.9345,-0.1536,0.98,2022-04-20 00:00:47.946340
4652,47.95805,0.2818,0.9245,-0.2496,1.0,2022-04-20 00:00:47.958050
4653,47.96872,0.2928,0.913,-0.3275,1.01,2022-04-20 00:00:47.968720
4654,47.97979,0.2906,0.8993,-0.3815,1.02,2022-04-20 00:00:47.979790
4655,47.9953,0.2523,0.9037,-0.4309,1.03,2022-04-20 00:00:47.995300
4656,47.99558,0.2523,0.9037,-0.4309,1.03,2022-04-20 00:00:47.995580
4657,48.01237,0.2344,0.8949,-0.3767,1.0,2022-04-20 00:00:48.012370
4658,48.02239,0.2427,0.8844,-0.3141,0.97,2022-04-20 00:00:48.022390
4659,48.03624,0.2383,0.8815,-0.2056,0.94,2022-04-20 00:00:48.036240
4660,48.03691,0.2383,0.8815,-0.2056,0.94,2022-04-20 00:00:48.036910
4661,48.04804,0.2163,0.8727,-0.1424,0.91,2022-04-20 00:00:48.048040
4662,48.05867,0.1865,0.8509,-0.1091,0.88,2022-04-20 00:00:48.058670
4663,48.06816,0.1382,0.838,-0.1062,0.86,2022-04-20 00:00:48.068160
4664,48.0796,0.0761,0.8265,-0.1182,0.84,2022-04-20 00:00:48.079600
4665,48.09025,0.0277,0.8285,-0.1287,0.84,2022-04-20 00:00:48.090250
4666,48.10231,-0.0233,0.8617,-0.1438,0.87,2022-04-20 00:00:48.102310
4667,48.11344,-0.0512,0.8932,-0.1426,0.91,2022-04-20 00:00:48.113440
4668,48.12914,-0.0448,0.954,-0.1289,0.96,2022-04-20 00:00:48.129140
4669,48.12945,-0.0448,0.954,-0.1289,0.96,2022-04-20 00:00:48.129450
4670,48.14647,0.0229,0.9846,-0.0759,0.99,2022-04-20 00:00:48.146470
4671,48.15687,0.0675,0.9963,-0.0339,1.0,2022-04-20 00:00:48.156870
4672,48.16693,0.0986,1.021,0.0338,1.03,2022-04-20 00:00:48.166930
4673,48.17997,0.1523,1.0176,0.0968,1.03,2022-04-20 00:00:48.179970
4674,48.18092,0.1633,1.0154,0.1068,1.03,2022-04-20 00:00:48.180920
4675,48.19026,0.2197,1.0163,0.1513,1.05,2022-04-20 00:00:48.190260
4676,48.20136,0.35,1.0178,0.2148,1.1,2022-04-20 00:00:48.201360
4677,48.21302,0.4924,0.9841,0.1593,1.11,2022-04-20 00:00:48.213020
4678,48.22877,0.6365,0.9245,-0.1163,1.13,2022-04-20 00:00:48.228770
4679,48.24648,0.5581,0.8297,-0.6281,1.18,2022-04-20 00:00:48.246480
4680,48.24677,0.5581,0.8297,-0.6281,1.18,2022-04-20 00:00:48.246770
4681,48.2574,0.4225,0.7713,-0.8946,1.25,2022-04-20 00:00:48.257400
4682,48.26713,0.2271,0.6961,-1.0734,1.3,2022-04-20 00:00:48.267130
4683,48.2802,0.0312,0.6469,-1.0436,1.23,2022-04-20 00:00:48.280200
4684,48.29104,-0.1276,0.636,-0.8381,1.06,2022-04-20 00:00:48.291040
4685,48.29143,-0.1276,0.636,-0.8381,1.06,2022-04-20 00:00:48.291430
4686,48.3031,-0.2244,0.6174,-0.5521,0.86,2022-04-20 00:00:48.303100
4687,48.31387,-0.2701,0.6152,-0.3625,0.76,2022-04-20 00:00:48.313870
4688,48.32497,-0.3246,0.6655,-0.1524,0.76,2022-04-20 00:00:48.324970
4689,48.33544,-0.3553,0.7388,0.0064,0.82,2022-04-20 00:00:48.335440
4690,48.34855,-0.327,0.8671,0.1987,0.95,2022-04-20 00:00:48.348550
4691,48.35987,-0.2925,0.9504,0.2976,1.04,2022-04-20 00:00:48.359870
4692,48.37705,-0.1951,1.1133,0.4625,1.22,2022-04-20 00:00:48.377050
4693,48.3772,-0.1951,1.1133,0.4625,1.22,2022-04-20 00:00:48.377200
4694,48.38927,-0.0311,1.1805,0.5346,1.3,2022-04-20 00:00:48.389270
4695,48.40082,0.1516,1.2198,0.5631,1.35,2022-04-20 00:00:48.400820
4696,48.41219,0.2916,1.2499,0.4984,1.38,2022-04-20 00:00:48.412190
4697,48.42492,0.389,1.2931,0.3799,1.4,2022-04-20 00:00:48.424920
4698,48.42542,0.389,1.2931,0.3799,1.4,2022-04-20 00:00:48.425420
4699,48.43584,0.4252,1.3158,0.2236,1.4,2022-04-20 00:00:48.435840
4700,48.45614,0.3023,1.3185,-0.0263,1.35,2022-04-20 00:00:48.456140
4701,48.45633,0.3023,1.3185,-0.0263,1.35,2022-04-20 00:00:48.456330
4702,48.46769,0.2014,1.3097,-0.063,1.33,2022-04-20 00:00:48.467690
4703,48.47846,0.1501,1.2733,-0.0339,1.28,2022-04-20 00:00:48.478460
4704,48.49191,0.1074,1.2245,-0.0085,1.23,2022-04-20 00:00:48.491910
4705,48.51334,0.0089,1.1803,0.0694,1.18,2022-04-20 00:00:48.513340
4706,48.51352,0.0089,1.1803,0.0694,1.18,2022-04-20 00:00:48.513520
4707,48.52379,-0.0067,1.1697,0.1459,1.18,2022-04-20 00:00:48.523790
4708,48.53457,0.0035,1.148,0.2214,1.17,2022-04-20 00:00:48.534570
4709,48.54769,0.0062,1.1253,0.2522,1.15,2022-04-20 00:00:48.547690
4710,48.54905,-0.0001,1.1221,0.2529,1.15,2022-04-20 00:00:48.549050
4711,48.5577,-0.0236,1.1248,0.2678,1.16,2022-04-20 00:00:48.557700
4712,48.56891,-0.039,1.1189,0.2957,1.16,2022-04-20 00:00:48.568910
4713,48.58028,-0.0216,1.0957,0.3518,1.15,2022-04-20 00:00:48.580280
4714,48.59146,0.0133,1.0987,0.3968,1.17,2022-04-20 00:00:48.591460
4715,48.60302,0.0798,1.0794,0.3897,1.15,2022-04-20 00:00:48.603020
4716,48.61435,0.1572,1.0522,0.3531,1.12,2022-04-20 00:00:48.614350
4717,48.62923,0.2385,1.0224,0.2925,1.09,2022-04-20 00:00:48.629230
4718,48.62952,0.2385,1.0224,0.2925,1.09,2022-04-20 00:00:48.629520
4719,48.64578,0.2092,0.9746,0.1474,1.01,2022-04-20 00:00:48.645780
4720,48.65677,0.1841,0.9518,0.0697,0.97,2022-04-20 00:00:48.656770
4721,48.66782,0.1682,0.9101,0.0089,0.93,2022-04-20 00:00:48.667820
4722,48.68044,0.1399,0.8619,-0.0544,0.87,2022-04-20 00:00:48.680440
4723,48.68116,0.1399,0.8619,-0.0544,0.87,2022-04-20 00:00:48.681160
4724,48.69203,0.0798,0.8314,-0.1074,0.84,2022-04-20 00:00:48.692030
4725,48.70248,0.027,0.816,-0.1141,0.82,2022-04-20 00:00:48.702480
4726,48.71535,-0.0646,0.8223,-0.1133,0.83,2022-04-20 00:00:48.715350
4727,48.72566,-0.0959,0.8285,-0.1023,0.84,2022-04-20 00:00:48.725660
4728,48.73593,-0.123,0.8331,-0.0691,0.84,2022-04-20 00:00:48.735930
4729,48.74742,-0.1428,0.8397,-0.0224,0.85,2022-04-20 00:00:48.747420
4730,48.76313,-0.1152,0.8622,0.0386,0.87,2022-04-20 00:00:48.763130
4731,48.76342,-0.1152,0.8622,0.0386,0.87,2022-04-20 00:00:48.763420
4732,48.7795,-0.0966,0.8954,0.0606,0.9,2022-04-20 00:00:48.779500
4733,48.79024,-0.0822,0.9264,0.0552,0.93,2022-04-20 00:00:48.790240
4734,48.80164,-0.0512,0.9655,0.0484,0.97,2022-04-20 00:00:48.801640
4735,48.81573,0.0202,1.0041,0.0753,1.01,2022-04-20 00:00:48.815730
4736,48.81617,0.0202,1.0041,0.0753,1.01,2022-04-20 00:00:48.816170
4737,48.82594,0.0781,1.0347,0.1239,1.04,2022-04-20 00:00:48.825940
4738,48.83703,0.1484,1.0561,0.1984,1.08,2022-04-20 00:00:48.837030
4739,48.8483,0.2305,1.0791,0.2688,1.14,2022-04-20 00:00:48.848300
4740,48.85955,0.2752,1.0991,0.3079,1.17,2022-04-20 00:00:48.859550
4741,48.87457,0.3622,1.1135,0.3154,1.21,2022-04-20 00:00:48.874570
4742,48.89497,0.3412,1.1421,0.1891,1.21,2022-04-20 00:00:48.894970
4743,48.89513,0.3412,1.1421,0.1891,1.21,2022-04-20 00:00:48.895130
4744,48.90221,0.3307,1.1439,0.1153,1.2,2022-04-20 00:00:48.902210
4745,48.91556,0.3294,1.1336,0.003,1.18,2022-04-20 00:00:48.915560
4746,48.92588,0.3102,1.1287,-0.0493,1.17,2022-04-20 00:00:48.925880
4747,48.93604,0.293,1.1241,-0.0835,1.16,2022-04-20 00:00:48.936040
4748,48.94794,0.2879,1.1138,-0.0994,1.15,2022-04-20 00:00:48.947940
4749,48.95928,0.3123,1.0928,-0.0552,1.14,2022-04-20 00:00:48.959280
4750,48.95989,0.3123,1.0928,-0.0552,1.14,2022-04-20 00:00:48.959890
4751,48.97497,0.3629,1.0508,0.0548,1.11,2022-04-20 00:00:48.974970
4752,48.99027,0.3925,1.0134,0.0943,1.09,2022-04-20 00:00:48.990270
4753,49.00192,0.4057,1.0093,0.1198,1.09,2022-04-20 00:00:49.001920
4754,49.00209,0.4057,1.0093,0.1198,1.09,2022-04-20 00:00:49.002090
4755,49.0156,0.4161,1.0027,0.152,1.1,2022-04-20 00:00:49.015600
4756,49.02563,0.4113,0.9968,0.1325,1.09,2022-04-20 00:00:49.025630
4757,49.03705,0.3873,0.9692,0.0816,1.05,2022-04-20 00:00:49.037050
4758,49.04816,0.3431,0.9567,0.0594,1.02,2022-04-20 00:00:49.048160
4759,49.05912,0.2806,0.9494,0.0347,0.99,2022-04-20 00:00:49.059120
4760,49.07471,0.2161,0.9025,-0.0122,0.93,2022-04-20 00:00:49.074710
4761,49.07505,0.2161,0.9025,-0.0122,0.93,2022-04-20 00:00:49.075050
4762,49.09077,0.1885,0.8812,-0.0212,0.9,2022-04-20 00:00:49.090770
4763,49.1025,0.2166,0.8683,0.0027,0.89,2022-04-20 00:00:49.102500
4764,49.11669,0.329,0.8446,0.0535,0.91,2022-04-20 00:00:49.116690
4765,49.11803,0.3465,0.8363,0.0582,0.91,2022-04-20 00:00:49.118030
4766,49.12556,0.3917,0.8111,0.0516,0.9,2022-04-20 00:00:49.125560
4767,49.13673,0.4242,0.7852,-0.0173,0.89,2022-04-20 00:00:49.136730
4768,49.14813,0.4003,0.761,-0.168,0.88,2022-04-20 00:00:49.148130
4769,49.1594,0.3556,0.7442,-0.2843,0.87,2022-04-20 00:00:49.159400
4770,49.17527,0.3255,0.679,-0.3124,0.82,2022-04-20 00:00:49.175270
4771,49.19081,0.2886,0.612,-0.2413,0.72,2022-04-20 00:00:49.190810
4772,49.19126,0.2703,0.6032,-0.2257,0.7,2022-04-20 00:00:49.191260
4773,49.20201,0.2029,0.5751,-0.1619,0.63,2022-04-20 00:00:49.202010
4774,49.2167,0.0548,0.5578,-0.1045,0.57,2022-04-20 00:00:49.216700
4775,49.22588,-0.0536,0.5695,-0.0776,0.58,2022-04-20 00:00:49.225880
4776,49.23766,-0.2219,0.6321,-0.0498,0.67,2022-04-20 00:00:49.237660
4777,49.23816,-0.2219,0.6321,-0.0498,0.67,2022-04-20 00:00:49.238160
4778,49.24915,-0.303,0.699,0.0208,0.76,2022-04-20 00:00:49.249150
4779,49.25976,-0.3138,0.7583,0.0902,0.83,2022-04-20 00:00:49.259760
4780,49.27125,-0.2542,0.8351,0.1889,0.89,2022-04-20 00:00:49.271250
4781,49.28317,-0.1638,0.9057,0.2507,0.95,2022-04-20 00:00:49.283170
4782,49.2936,-0.113,0.965,0.2507,1.0,2022-04-20 00:00:49.293600
4783,49.30522,-0.0981,1.052,0.2048,1.08,2022-04-20 00:00:49.305220
4784,49.32039,-0.0407,1.1649,0.1796,1.18,2022-04-20 00:00:49.320390
4785,49.33511,0.0854,1.235,0.1867,1.25,2022-04-20 00:00:49.335110
4786,49.33527,0.0854,1.235,0.1867,1.25,2022-04-20 00:00:49.335270
4787,49.3469,0.2908,1.2479,0.2739,1.31,2022-04-20 00:00:49.346900
4788,49.35862,0.4655,1.2633,0.3506,1.39,2022-04-20 00:00:49.358620
4789,49.36986,0.5498,1.2648,0.3367,1.42,2022-04-20 00:00:49.369860
4790,49.38173,0.5686,1.2604,0.2338,1.4,2022-04-20 00:00:49.381730
4791,49.38253,0.5583,1.2599,0.2043,1.39,2022-04-20 00:00:49.382530
4792,49.39348,0.4939,1.2648,0.0829,1.36,2022-04-20 00:00:49.393480
4793,49.40487,0.4132,1.2535,-0.0498,1.32,2022-04-20 00:00:49.404870
4794,49.41791,0.3519,1.2127,-0.104,1.27,2022-04-20 00:00:49.417910
4795,49.43411,0.2571,1.1612,-0.0684,1.19,2022-04-20 00:00:49.434110
4796,49.43453,0.2571,1.1612,-0.0684,1.19,2022-04-20 00:00:49.434530
4797,49.45328,0.1902,1.0757,0.0,1.09,2022-04-20 00:00:49.453280
4798,49.45828,0.1633,1.0596,0.0054,1.07,2022-04-20 00:00:49.458280
4799,49.46932,0.1149,1.0344,0.0098,1.04,2022-04-20 00:00:49.469320
4800,49.48077,0.0373,1.0234,0.0118,1.02,2022-04-20 00:00:49.480770
4801,49.49277,0.036,0.999,0.066,1.0,2022-04-20 00:00:49.492770
4802,49.50285,0.0199,0.9919,0.1229,1.0,2022-04-20 00:00:49.502850
4803,49.51717,0.014,0.9919,0.194,1.01,2022-04-20 00:00:49.517170
4804,49.51855,0.0121,0.9921,0.2043,1.01,2022-04-20 00:00:49.518550
4805,49.52692,0.0246,0.9909,0.2311,1.02,2022-04-20 00:00:49.526920
4806,49.54211,0.0602,0.9916,0.2727,1.03,2022-04-20 00:00:49.542110
4807,49.55416,0.0817,0.9982,0.292,1.04,2022-04-20 00:00:49.554160
4808,49.55804,0.0803,0.9943,0.2885,1.04,2022-04-20 00:00:49.558040
4809,49.56966,0.083,0.9931,0.2678,1.03,2022-04-20 00:00:49.569660
4810,49.58079,0.0707,1.0068,0.2556,1.04,2022-04-20 00:00:49.580790
4811,49.59331,0.0729,1.0002,0.2485,1.03,2022-04-20 00:00:49.593310
4812,49.6056,0.0575,0.9934,0.2475,1.03,2022-04-20 00:00:49.605600
4813,49.61581,0.0507,1.0156,0.2697,1.05,2022-04-20 00:00:49.615810
4814,49.62692,0.0886,1.0171,0.3066,1.07,2022-04-20 00:00:49.626920
4815,49.64218,0.1345,1.0176,0.2873,1.07,2022-04-20 00:00:49.642180
4816,49.64245,0.1345,1.0176,0.2873,1.07,2022-04-20 00:00:49.642450
4817,49.66591,0.1154,1.0198,0.239,1.05,2022-04-20 00:00:49.665910
4818,49.66614,0.1154,1.0198,0.239,1.05,2022-04-20 00:00:49.666140
4819,49.67062,0.1167,1.0183,0.2331,1.05,2022-04-20 00:00:49.670620
4820,49.68195,0.1086,1.0051,0.2123,1.03,2022-04-20 00:00:49.681950
4821,49.6938,0.1013,0.9873,0.1908,1.01,2022-04-20 00:00:49.693800
4822,49.70529,0.1042,0.9758,0.1962,1.0,2022-04-20 00:00:49.705290
4823,49.71554,0.1027,0.9704,0.2016,1.0,2022-04-20 00:00:49.715540
4824,49.72702,0.1157,0.965,0.2045,0.99,2022-04-20 00:00:49.727020
4825,49.74241,0.1623,0.9567,0.1974,0.99,2022-04-20 00:00:49.742410
4826,49.74282,0.1623,0.9567,0.1974,0.99,2022-04-20 00:00:49.742820
4827,49.76678,0.1816,0.956,0.1503,0.98,2022-04-20 00:00:49.766780
4828,49.76701,0.1816,0.956,0.1503,0.98,2022-04-20 00:00:49.767010
4829,49.78126,0.1855,0.9499,0.1254,0.98,2022-04-20 00:00:49.781260
4830,49.79362,0.1741,0.9418,0.1085,0.96,2022-04-20 00:00:49.793620
4831,49.79411,0.1741,0.9418,0.1085,0.96,2022-04-20 00:00:49.794110
4832,49.80485,0.154,0.956,0.1146,0.98,2022-04-20 00:00:49.804850
4833,49.81547,0.1516,0.9638,0.1337,0.98,2022-04-20 00:00:49.815470
4834,49.8272,0.1655,0.9545,0.1527,0.98,2022-04-20 00:00:49.827200
4835,49.83886,0.1653,0.965,0.1818,1.0,2022-04-20 00:00:49.838860
4836,49.85034,0.1843,0.9897,0.205,1.03,2022-04-20 00:00:49.850340
4837,49.8615,0.2195,0.9973,0.1926,1.04,2022-04-20 00:00:49.861500
4838,49.87205,0.2266,1.0117,0.185,1.05,2022-04-20 00:00:49.872050
4839,49.88734,0.2735,1.0144,0.1984,1.07,2022-04-20 00:00:49.887340
4840,49.88771,0.2735,1.0144,0.1984,1.07,2022-04-20 00:00:49.887710
4841,49.9102,0.2908,0.9758,0.151,1.03,2022-04-20 00:00:49.910200
4842,49.91045,0.2908,0.9758,0.151,1.03,2022-04-20 00:00:49.910450
4843,49.91612,0.2681,0.9677,0.1305,1.01,2022-04-20 00:00:49.916120
4844,49.92636,0.2302,0.9457,0.0992,0.98,2022-04-20 00:00:49.926360
4845,49.93813,0.1719,0.9281,0.0724,0.95,2022-04-20 00:00:49.938130
4846,49.9485,0.1401,0.9181,0.0794,0.93,2022-04-20 00:00:49.948500
4847,49.96068,0.1333,0.8947,0.1244,0.91,2022-04-20 00:00:49.960680
4848,49.97198,0.1369,0.8712,0.1659,0.9,2022-04-20 00:00:49.971980
4849,49.98314,0.1289,0.8617,0.1642,0.89,2022-04-20 00:00:49.983140
4850,49.99605,0.1125,0.8519,0.1229,0.87,2022-04-20 00:00:49.996050
4851,50.00531,0.0942,0.8461,0.0697,0.85,2022-04-20 00:00:50.005310
4852,50.01958,0.0683,0.847,0.0325,0.85,2022-04-20 00:00:50.019580
4853,50.0199,0.0683,0.847,0.0325,0.85,2022-04-20 00:00:50.019900
4854,50.03758,0.1003,0.8509,0.0638,0.86,2022-04-20 00:00:50.037580
4855,50.04827,0.1281,0.86,0.1041,0.88,2022-04-20 00:00:50.048270
4856,50.0594,0.1897,0.8741,0.1464,0.91,2022-04-20 00:00:50.059400
4857,50.07251,0.2366,0.8851,0.1559,0.93,2022-04-20 00:00:50.072510
4858,50.07354,0.2366,0.8851,0.1559,0.93,2022-04-20 00:00:50.073540
4859,50.0827,0.2476,0.894,0.1344,0.94,2022-04-20 00:00:50.082700
4860,50.09511,0.2415,0.8905,0.0731,0.93,2022-04-20 00:00:50.095110
4861,50.10608,0.2154,0.8957,0.0523,0.92,2022-04-20 00:00:50.106080
4862,50.11636,0.1924,0.9093,0.0552,0.93,2022-04-20 00:00:50.116360
4863,50.12832,0.1858,0.9169,0.1036,0.94,2022-04-20 00:00:50.128320
4864,50.1391,0.1831,0.9286,0.13,0.96,2022-04-20 00:00:50.139100
4865,50.15005,0.1833,0.9687,0.1547,1.0,2022-04-20 00:00:50.150050
4866,50.16556,0.2088,1.0115,0.1373,1.04,2022-04-20 00:00:50.165560
4867,50.18902,0.273,1.0811,0.0958,1.12,2022-04-20 00:00:50.189020
4868,50.18924,0.273,1.0811,0.0958,1.12,2022-04-20 00:00:50.189240
4869,50.18938,0.273,1.0811,0.0958,1.12,2022-04-20 00:00:50.189380
4870,50.20591,0.3343,1.0882,0.0753,1.14,2022-04-20 00:00:50.205910
4871,50.21611,0.3485,1.0789,0.0298,1.13,2022-04-20 00:00:50.216110
4872,50.22799,0.3363,1.0725,-0.0205,1.12,2022-04-20 00:00:50.227990
4873,50.22874,0.328,1.0701,-0.0266,1.12,2022-04-20 00:00:50.228740
4874,50.23916,0.2618,1.0652,-0.0393,1.1,2022-04-20 00:00:50.239160
4875,50.2497,0.1931,1.0591,-0.0136,1.08,2022-04-20 00:00:50.249700
4876,50.2624,0.1162,1.0373,0.0545,1.05,2022-04-20 00:00:50.262400
4877,50.27318,0.0954,1.0212,0.1078,1.03,2022-04-20 00:00:50.273180
4878,50.28862,0.0644,1.0054,0.193,1.03,2022-04-20 00:00:50.288620
4879,50.30825,0.0326,0.9958,0.185,1.01,2022-04-20 00:00:50.308250
4880,50.30847,0.0326,0.9958,0.185,1.01,2022-04-20 00:00:50.308470
4881,50.31517,0.0157,1.0027,0.1693,1.02,2022-04-20 00:00:50.315170
4882,50.32681,0.0197,1.0124,0.1696,1.03,2022-04-20 00:00:50.326810
4883,50.33994,0.0424,1.0234,0.1845,1.04,2022-04-20 00:00:50.339940
4884,50.3409,0.0431,1.0285,0.1865,1.05,2022-04-20 00:00:50.340900
4885,50.34966,0.0529,1.0417,0.1935,1.06,2022-04-20 00:00:50.349660
4886,50.3618,0.0842,1.0491,0.2082,1.07,2022-04-20 00:00:50.361800
4887,50.37553,0.0988,1.0637,0.2346,1.09,2022-04-20 00:00:50.375530
4888,50.3867,0.1372,1.0723,0.2705,1.11,2022-04-20 00:00:50.386700
4889,50.39485,0.1623,1.0672,0.2827,1.12,2022-04-20 00:00:50.394850
