time,gFx,gFy,gFz,TgF
30.794605,-0.9719,0.9497,0.5685,1.47
30.795497,-0.9482,0.9619,0.592,1.47
30.805935,-0.8522,0.9838,0.667,1.46
30.815624,-0.7875,1.0239,0.6941,1.47
30.826141,-0.7535,1.0769,0.6775,1.48
30.838445,-0.7374,1.1575,0.5177,1.47
30.849111,-0.7296,1.2301,0.4407,1.5
30.860493,-0.6202,1.2579,0.5199,1.5
30.871528,-0.4623,1.2271,0.6303,1.45
30.887412,-0.2105,1.1487,0.7039,1.36
30.887872,-0.2105,1.1487,0.7039,1.36
30.908272,-0.0783,1.0938,0.5089,1.21
30.908592,-0.0783,1.0938,0.5089,1.21
30.926083,-0.1425,0.9999,0.3355,1.06
30.939346,-0.1714,0.954,0.3289,1.02
30.956594,-0.0924,0.7972,0.2062,0.83
30.959252,-0.0905,0.786,0.1808,0.81
30.959489,-0.0905,0.786,0.1808,0.81
30.971076,-0.0597,0.7813,-0.0356,0.78
30.981664,0.0285,0.7508,-0.3329,0.82
30.996695,0.1315,0.7566,-0.6273,0.99
31.005652,0.1296,0.807,-0.7519,1.11
31.017299,0.1113,0.8426,-0.8315,1.19
31.031314,0.1601,0.8429,-0.8213,1.19
31.03154,0.1601,0.8429,-0.8213,1.19
31.049724,0.1912,0.807,-0.7218,1.1
31.060023,0.1345,0.8299,-0.5843,1.02
31.071339,0.0663,0.8864,-0.3227,0.95
31.072339,0.0705,0.9025,-0.2704,0.94
31.084611,0.1944,0.9665,-0.0144,0.99
31.095205,0.3277,0.9941,0.1234,1.05
31.10631,0.422,1.0583,0.2649,1.17
31.11771,0.4306,1.1285,0.3963,1.27
31.128313,0.4259,1.1815,0.4899,1.35
31.144271,0.489,1.2206,0.6479,1.47
31.144624,0.489,1.2206,0.6479,1.47
31.160868,0.6397,1.1903,0.6643,1.51
31.171134,0.6895,1.1705,0.5646,1.47
31.182802,0.6744,1.1441,0.3159,1.37
31.197673,0.6133,1.1018,-0.0439,1.26
31.199432,0.6053,1.0894,-0.0982,1.25
31.207911,0.5769,1.0547,-0.246,1.23
31.21754,0.499,0.9851,-0.4265,1.18
31.228406,0.4279,0.9338,-0.4986,1.14
31.244378,0.3016,0.8402,-0.4612,1
31.261765,0.2295,0.7425,-0.3241,0.84
31.261986,0.2295,0.7425,-0.3241,0.84
31.271038,0.2014,0.7063,-0.2318,0.77
31.283099,0.1811,0.6677,-0.1451,0.71
31.296218,0.1284,0.6491,-0.1263,0.67
31.305753,0.0756,0.6668,-0.1258,0.68
31.317685,0.0353,0.6826,-0.1446,0.7
31.329028,0.0138,0.6834,-0.1514,0.7
31.329871,0.0013,0.6863,-0.1526,0.7
31.339482,-0.0172,0.6985,-0.1358,0.71
31.350948,-0.0333,0.7095,-0.1309,0.72
31.36582,-0.0172,0.754,-0.1123,0.76
31.384304,0.112,0.8082,-0.0708,0.82
31.384587,0.112,0.8082,-0.0708,0.82
31.394578,0.1623,0.8189,-0.0537,0.84
31.404731,0.1963,0.8568,-0.0234,0.88
31.419299,0.2505,0.9093,0.0665,0.95
31.428803,0.293,0.932,0.1486,0.99
31.439222,0.3226,0.9318,0.281,1.03
31.450772,0.2762,0.9352,0.3675,1.04
31.461848,0.136,0.9687,0.4515,1.08
31.477811,0.0062,1.0405,0.3843,1.11
31.478164,0.0062,1.0405,0.3843,1.11
31.496183,-0.092,1.0478,0.2485,1.08
31.496362,-0.092,1.0478,0.2485,1.08
31.505552,-0.1474,1.0623,0.2595,1.1
31.516071,-0.1872,1.0811,0.3345,1.15
31.529997,-0.1792,1.0449,0.4073,1.14
31.539718,-0.2112,1.0498,0.4972,1.18
31.550753,-0.1955,1.1067,0.6303,1.29
31.562426,-0.0534,1.1463,0.7349,1.36
31.573601,0.1711,1.1424,0.7513,1.38
31.585006,0.3092,1.1761,0.6941,1.4
31.599708,0.4372,1.1414,0.5121,1.33
31.599977,0.4372,1.1414,0.5121,1.33
31.6176,0.4807,1.0701,0.2111,1.19
31.617941,0.478,1.0645,0.1603,1.18
31.628123,0.4592,1.0359,-0.061,1.13
31.640021,0.4389,0.9838,-0.338,1.13
31.651109,0.4122,0.9572,-0.5025,1.16
31.661857,0.3311,0.9531,-0.608,1.18
31.67422,0.2642,0.9286,-0.5855,1.13
31.684824,0.219,0.8915,-0.457,1.03
31.699013,0.1702,0.8412,-0.2635,0.9
31.699287,0.1702,0.8412,-0.2635,0.9
31.715754,0.082,0.7865,-0.0395,0.79
31.727316,-0.006,0.7938,0.1092,0.8
31.739582,-0.0439,0.8023,0.2517,0.84
31.739923,-0.0439,0.8023,0.2517,0.84
31.751299,-0.0255,0.8016,0.346,0.87
31.762758,0.0165,0.8365,0.431,0.94
31.774208,0.0556,0.8854,0.4747,1.01
31.784978,0.0852,0.9076,0.4285,1.01
31.80424,0.1125,0.975,0.3389,1.04
31.805612,0.1184,0.9829,0.332,1.04
31.816851,0.1682,0.998,0.2783,1.05
31.828567,0.1858,1.0251,0.2321,1.07
31.838698,0.1892,1.0581,0.2216,1.1
31.850068,0.2364,1.0716,0.2243,1.12
31.862774,0.2679,1.0701,0.2079,1.12
31.873519,0.264,1.0698,0.1979,1.12
31.884432,0.2412,1.0713,0.205,1.12
31.885165,0.2344,1.0708,0.2089,1.12
31.895862,0.2144,1.0676,0.2187,1.11
31.906958,0.1961,1.0601,0.2262,1.1
31.918247,0.1643,1.0469,0.2011,1.08
31.933925,0.0922,1.0439,0.1544,1.06
31.952363,0.0314,1.0266,0.1366,1.04
31.952535,0.0314,1.0266,0.1366,1.04
31.961183,0.0148,1.0132,0.1601,1.03
31.973385,-0.0104,1.0019,0.1808,1.02
31.983662,-0.0328,0.9934,0.163,1.01
31.995919,-0.0609,0.9892,0.1117,1
32.006679,-0.0754,0.9858,0.0555,0.99
32.017856,-0.0849,0.9885,0.0118,0.99
32.018408,-0.0834,0.9895,0.0005,0.99
32.028864,-0.0722,0.9951,-0.0437,1
32.040796,-0.0651,0.9921,-0.0811,1
32.051216,-0.0717,1.0024,-0.084,1.01
32.063923,-0.0458,1.0217,-0.0534,1.02
32.079262,0.0143,1.0249,-0.0285,1.03
32.079801,0.0204,1.029,-0.0273,1.03
32.093495,0.0106,1.0586,-0.0085,1.06
32.106348,-0.0094,1.1065,0.0208,1.11
32.117857,-0.0001,1.1312,0.0423,1.13
32.129286,0.0268,1.1656,0.0562,1.17
32.140661,0.0766,1.203,0.0572,1.21
32.141061,0.0766,1.203,0.0572,1.21
32.151288,0.1465,1.2284,0.0785,1.24
32.163769,0.2571,1.2758,0.0985,1.31
32.189481,0.232,1.3285,0.0743,1.35
32.189777,0.232,1.3285,0.0743,1.35
32.209337,0.1875,1.3088,0.0782,1.32
32.209673,0.1875,1.3088,0.0782,1.32
32.217479,0.1711,1.2855,0.0877,1.3
32.228521,0.1416,1.2733,0.0858,1.28
32.240706,0.1384,1.2467,0.0443,1.26
32.251385,0.1303,1.2186,-0.0156,1.23
32.264456,0.0959,1.1886,-0.0801,1.2
32.275255,0.0685,1.16,-0.0933,1.17
32.285946,0.0212,1.1162,-0.0828,1.12
32.297485,-0.0121,1.0618,-0.0576,1.06
32.312815,-0.0834,0.9934,-0.0217,1
32.313469,-0.0888,0.9814,-0.0078,0.99
32.32884,-0.1279,0.9152,0.0208,0.92
32.329154,-0.1279,0.9152,0.0208,0.92
32.341334,-0.1833,0.8676,0.0035,0.89
32.350455,-0.229,0.8502,-0.0456,0.88
32.364328,-0.3069,0.8079,-0.1475,0.88
32.374733,-0.3402,0.776,-0.203,0.87
32.385127,-0.3851,0.7383,-0.2496,0.87
32.39658,-0.4081,0.6729,-0.2677,0.83
32.408139,-0.4308,0.6128,-0.2731,0.8
32.419147,-0.4557,0.5597,-0.3224,0.79
32.429908,-0.4616,0.5216,-0.3749,0.79
32.441381,-0.4714,0.5297,-0.4551,0.84
32.442023,-0.4714,0.5297,-0.4551,0.84
32.457331,-0.4643,0.615,-0.5086,0.92
32.471471,-0.3656,0.6797,-0.4876,0.91
32.474104,-0.349,0.6992,-0.4646,0.91
32.484548,-0.2539,0.7945,-0.3327,0.9
32.496137,-0.1091,0.8937,-0.1607,0.91
32.507583,0.0338,1.0046,-0.0383,1.01
32.518931,0.1501,1.0864,0.0064,1.1
32.530423,0.1978,1.1431,0.0059,1.16
32.541205,0.176,1.1761,-0.0124,1.19
32.552503,0.1162,1.2052,-0.0305,1.21
32.564365,0.1005,1.1558,-0.0539,1.16
32.574935,0.0522,1.0984,-0.0891,1.1
32.575582,0.0302,1.0835,-0.0977,1.09
32.588991,-0.0583,1.0293,-0.1265,1.04
32.610953,-0.208,0.9384,-0.0759,0.96
32.611485,-0.2219,0.9264,-0.0701,0.96
32.618197,-0.249,0.9076,-0.0706,0.94
32.629406,-0.2943,0.8707,-0.0635,0.92
32.641812,-0.3429,0.8248,-0.0772,0.9
32.652946,-0.3817,0.771,-0.1651,0.88
32.664204,-0.3856,0.6921,-0.2843,0.84
32.675411,-0.4841,0.6203,-0.3979,0.88
32.686096,-0.6807,0.5866,-0.5069,1.03
32.701013,-0.9397,0.6184,-0.609,1.28
32.701441,-0.9397,0.6184,-0.609,1.28
32.718949,-1.0281,0.7623,-0.7766,1.5
32.729927,-0.8977,0.8001,-0.8013,1.45
32.730215,-0.8977,0.8001,-0.8013,1.45
32.741064,-0.5945,0.8886,-0.7111,1.28
32.75252,-0.338,0.9741,-0.7568,1.28
32.763941,-0.1208,1.0049,-0.9346,1.38
32.77531,-0.1692,1.0493,-1.0748,1.51
32.786602,-0.2234,1.0908,-1.0934,1.56
32.801049,-0.1142,1.0132,-0.9381,1.39
32.821646,0.015,1.0667,-0.2931,1.11
32.821905,0.015,1.0667,-0.2931,1.11
32.829551,0.1269,1.0689,-0.1052,1.08
32.842109,0.3387,1.0425,0.0863,1.1
32.851456,0.4552,1.008,0.0799,1.11
32.863349,0.5254,0.986,-0.0855,1.12
32.863928,0.5254,0.986,-0.0855,1.12
32.876485,0.5623,0.8856,-0.4018,1.12
32.886435,0.5637,0.8119,-0.6026,1.16
32.897351,0.5251,0.7342,-0.7512,1.17
32.908455,0.4413,0.6518,-0.8193,1.14
32.919591,0.2925,0.6526,-0.7451,1.03
32.930908,0.2036,0.6452,-0.6361,0.93
32.946652,0.2041,0.5671,-0.554,0.82
32.947029,0.2041,0.5671,-0.554,0.82
32.96813,0.1841,0.4794,-0.4566,0.69
32.96843,0.1841,0.4794,-0.4566,0.69
32.986085,0.092,0.4166,-0.428,0.6
32.998112,0.0412,0.3895,-0.4258,0.58
33.02499,-0.1772,0.4295,-0.3935,0.61
33.028093,-0.1858,0.44,-0.3881,0.62
33.029098,-0.1907,0.4469,-0.3859,0.62
33.031623,-0.2004,0.4564,-0.3891,0.63
33.042865,-0.187,0.4887,-0.4236,0.67
33.055325,-0.1245,0.5011,-0.545,0.75
33.063156,-0.1037,0.5199,-0.6165,0.81
33.075459,-0.1096,0.5783,-0.7458,0.95
33.086446,-0.0981,0.6294,-0.8205,1.04
33.097569,-0.0922,0.6545,-0.8188,1.05
33.110853,-0.1824,0.71,-0.671,0.99
33.120691,-0.2639,0.7855,-0.4311,0.93
33.13213,-0.3152,0.8793,-0.1495,0.95
33.143186,-0.2588,0.9763,0.0648,1.01
33.143652,-0.2588,0.9763,0.0648,1.01
33.154559,-0.1208,1.0674,0.2297,1.1
33.165108,0.0517,1.168,0.3699,1.23
33.180185,0.1662,1.2726,0.4036,1.35
33.199471,0.0712,1.4678,0.3902,1.52
33.19976,0.0712,1.4678,0.3902,1.52
33.208059,0.0148,1.5272,0.3291,1.56
33.219024,0.0101,1.5374,0.2436,1.56
33.230537,-0.0052,1.5377,0.1312,1.54
33.242717,-0.0116,1.5433,0.0467,1.54
33.254121,0.0304,1.5093,-0.0168,1.51
33.265567,0.0568,1.4524,-0.0498,1.45
33.277693,0.0192,1.3896,-0.0476,1.39
33.278157,0.0192,1.3896,-0.0476,1.39
33.29154,-0.1167,1.3031,-0.0486,1.31
33.315899,-0.2872,1.139,0.045,1.18
33.316111,-0.2872,1.139,0.045,1.18
33.320578,-0.3069,1.1126,0.0601,1.16
33.330528,-0.3524,1.0681,0.0824,1.13
33.343039,-0.3832,1.0049,0.0731,1.08
33.355935,-0.4186,0.9421,0.0636,1.03
33.364741,-0.4643,0.9186,0.0308,1.03
33.376782,-0.5041,0.8702,-0.0251,1.01
33.387204,-0.507,0.8395,-0.0378,0.98
33.398709,-0.5,0.8006,-0.0588,0.95
33.414031,-0.5266,0.7671,-0.0921,0.94
33.414539,-0.5332,0.7645,-0.0938,0.94
33.431811,-0.5747,0.7855,-0.1363,0.98
33.432026,-0.5747,0.7855,-0.1363,0.98
33.443305,-0.5845,0.8048,-0.137,1
33.455887,-0.5962,0.8468,-0.0974,1.04
33.468304,-0.551,0.8937,-0.021,1.05
33.477615,-0.4963,0.9342,0.0474,1.06
33.487484,-0.3739,0.977,0.1608,1.06
33.498383,-0.2461,1.0051,0.2356,1.06
33.510525,-0.1135,1.0156,0.2548,1.05
33.521724,-0.1699,1.0447,0.2048,1.08
33.537198,-0.3333,1.0806,0.0892,1.13
33.537589,-0.3333,1.0806,0.0892,1.13
33.554129,-0.4088,1.0606,0.0313,1.14
33.565391,-0.4254,1.0349,0.0345,1.12
33.576239,-0.454,0.9997,0.0391,1.1
33.57715,-0.4574,0.9934,0.0489,1.09
33.588797,-0.5488,0.9567,0.0746,1.11
33.598175,-0.6106,0.9088,0.0311,1.1
33.60992,-0.6209,0.932,0.0401,1.12
33.621267,-0.5974,0.9086,0.023,1.09
33.637153,-0.52,0.8908,0.0179,1.03
33.653061,-0.4472,0.9213,-0.0215,1.02
33.653537,-0.435,0.9272,-0.0305,1.02
33.665517,-0.3934,0.977,-0.0784,1.06
33.677391,-0.3866,1.039,-0.0786,1.11
33.687681,-0.3482,1.0625,-0.0801,1.12
33.698243,-0.3084,1.0718,-0.042,1.12
33.709761,-0.2515,1.1121,0.0716,1.14
33.710583,-0.2427,1.1194,0.1009,1.15
33.721499,-0.1897,1.1365,0.1935,1.17
33.737567,-0.0353,1.2137,0.3284,1.26
33.753905,0.0397,1.1949,0.3518,1.25
33.754074,0.0397,1.1949,0.3518,1.25
33.764826,-0.0021,1.2035,0.3726,1.26
33.776224,0.0021,1.1624,0.4315,1.24
33.789385,0.0602,1.0488,0.4867,1.16
33.79916,0.1005,0.9582,0.5414,1.11
33.811179,0.0852,0.7305,0.5165,0.9
33.821269,-0.1543,0.4874,0.4346,0.67
33.832931,-0.6707,0.2966,0.3909,0.83
33.844186,-1.3809,0.0186,0.4183,1.44
33.844699,-1.3809,0.0186,0.4183,1.44
33.855041,-1.6134,-0.6434,-0.2032,1.75
33.872322,-2.6475,-2.7813,-5.8421,6.99
33.890257,-7.9905,-0.6947,-8.0283,11.35
33.890617,-7.9905,-0.6947,-8.0283,11.35
33.897843,-7.9905,0.0242,-6.2564,10.15
33.909029,-5.1889,-0.1057,-0.5333,5.22
33.922159,-2.801,-0.3263,3.0926,4.19
33.932479,-2.7419,-2.1585,0.1398,3.49
33.944461,-2.5178,-3.7799,-5.6737,7.27
33.955213,-1.2534,-4.0101,-7.5829,8.67
33.966133,3.7662,-4.3457,-3.4377,6.7
33.982065,8.0079,-0.0713,5.8768,9.93
33.982311,8.0079,-0.0713,5.8768,9.93
33.995614,8.0079,2.4147,7.9766,11.56
34.009233,8.0079,4.2005,-0.7394,9.07
34.012299,8.0079,4.35,-2.7029,9.51
34.020699,8.0079,0.8798,-6.6517,10.45
34.032047,4.6288,-2.737,-2.1534,5.79
34.042677,-4.0738,-2.8641,7.9766,9.4
34.054344,-5.7115,-3.4621,5.645,8.74
34.064904,-6.8101,-3.4208,-5.9236,9.65
34.076759,-7.7028,-1.5825,-8.0283,11.24
34.087656,-5.7494,-2.2355,-5.4739,8.25
34.099097,-7.5579,-1.6692,-1.5532,7.89
34.114519,-5.3141,-0.7238,0.2072,5.37
34.114943,-5.3141,-0.7238,0.2072,5.37
34.133143,3.7271,-1.2632,-3.8654,5.52
34.13339,3.7271,-1.2632,-3.8654,5.52
34.143132,4.3239,-1.1799,-5.9808,7.47
34.15525,4.2069,-0.8081,-0.8679,4.37
34.166849,8.0067,1.0242,6.3278,10.26
34.177508,8.0079,1.8389,3.9227,9.1
34.188344,8.0079,1.5132,-2.619,8.56
34.199843,6.7859,-0.1736,-5.0911,8.49
34.210836,4.5995,-2.5379,-0.0158,5.25
34.222636,1.6936,-3.3546,4.2928,5.71
34.234034,-0.627,-2.4844,3.7832,4.57
34.249608,-1.4529,-0.842,0.4586,1.74
34.249937,-1.4529,-0.842,0.4586,1.74
34.268806,-1.3457,-0.413,-2.7102,3.05
34.269113,-1.3457,-0.413,-2.7102,3.05
34.277048,-1.7864,-0.4297,-3.1941,3.68
34.287259,-2.3556,-0.5967,-3.1462,3.98
34.299901,-2.5493,-0.6598,-1.7054,3.14
34.310583,-2.5616,-0.5344,-0.2826,2.63
34.322246,-2.5459,-0.3529,1.1568,2.82
34.333841,-2.6124,0.0729,2.025,3.31
34.344168,-2.2374,0.4816,2.1154,3.12
34.35564,-1.0455,1.0317,1.8332,2.35
34.366883,0.476,1.5648,1.105,1.97
34.377689,1.1852,1.9691,0.1571,2.3
34.378481,1.2631,2.1015,-0.0808,2.45
34.391173,1.4991,2.7369,-0.942,3.26
34.410953,1.848,2.3993,-1.392,3.33
34.411245,1.848,2.3993,-1.392,3.33
34.422213,1.4336,2.0441,-0.835,2.63
34.431955,0.6319,1.8198,0.0802,1.93
34.443909,0.1123,1.565,0.869,1.79
34.455482,0.263,1.148,1.3178,1.77
34.466905,0.6089,0.9389,0.9829,1.49
34.477624,0.9402,0.8026,0.2505,1.26
34.489083,1.3428,0.7383,-0.9532,1.8
34.504774,1.3399,0.8111,-2.1014,2.62
34.505037,1.3399,0.8111,-2.1014,2.62
34.519289,1.5226,1.3102,-1.5246,2.52
34.522179,1.7029,1.4048,-1.3277,2.58
34.532056,2.3752,1.8276,-0.8308,3.11
34.5444,2.2462,2.5156,-1.3551,3.63
34.55705,1.0027,3.6283,-1.9387,4.23
34.566796,0.5608,4.5843,-2.0692,5.06
34.578828,1.2631,5.8893,-2.1031,6.38
34.58941,1.7639,7.2356,-2.0171,7.72
34.600873,1.7097,7.9966,-1.9878,8.42
34.612222,2.0673,7.9966,-1.7303,8.44
34.628604,2.0637,7.9966,2.0729,8.51
34.628998,2.0637,7.9966,2.0729,8.51
34.646084,4.2511,7.9966,6.6696,11.25
34.646373,4.2511,7.9966,6.6696,11.25
34.656329,6.1928,7.9966,7.2315,12.43
34.66552,7.5474,7.9966,5.8551,12.46
34.67797,8.0079,7.7037,5.1838,12.26
34.689486,8.0079,6.4089,7.905,12.95
34.700212,8.0079,5.1476,7.9766,12.42
34.711329,8.0079,3.4615,7.9766,11.82
34.724338,8.0079,4.2257,7.9766,12.07
34.738513,8.0079,2.3355,7.9766,11.54
34.754609,8.0079,-0.4409,2.6687,8.45
34.754786,8.0079,-0.4409,2.6687,8.45
34.766338,8.0079,-2.2697,3.3865,8.99
34.778572,8.0079,-4.9015,6.8826,11.64
34.791363,6.323,-6.3653,6.0683,10.83
34.792179,6.323,-6.3653,6.0683,10.83
34.800855,4.2384,-6.8046,3.2817,8.66
34.81136,3.1249,-6.6968,1.0473,7.46
34.823686,2.5948,-6.4166,-1.3785,7.06
34.834753,2.5462,-5.9713,-2.29,6.88
34.849597,3.5654,-4.9362,-2.8479,6.72
34.870971,4.9967,-3.1706,-2.5113,6.43
34.871215,4.9967,-3.1706,-2.5113,6.43
34.877887,4.9977,-2.7444,-2.1046,6.08
34.888538,4.6862,-1.9125,-1.2644,5.22
34.901057,3.7283,-0.8274,-0.2704,3.83
34.911529,3.0064,0.0611,-0.0222,3.01
34.92649,2.1773,2.4061,-0.4903,3.28
34.927163,2.1773,2.4061,-0.4903,3.28
34.934951,2.6737,3.441,-0.6647,4.41
34.94468,3.4381,4.3954,-0.6757,5.62
34.957467,3.3189,5.3948,1.1157,6.43
34.967844,2.4956,4.9256,1.7446,5.79
34.983753,0.0661,3.1671,1.6693,3.58
34.999099,-1.3941,1.6996,0.9237,2.38
34.999273,-1.3941,1.6996,0.9237,2.38
35.011408,-1.5355,1.041,0.1955,1.87
35.0221,-0.9614,0.5527,-0.1822,1.12
35.034743,-0.5581,0.1161,-0.5694,0.81
35.044876,-0.4538,-0.3246,-0.9661,1.12
35.05642,-0.7787,-0.6635,-1.2131,1.59
35.076401,-1.3606,-0.6598,-0.2277,1.53
35.078295,-1.3606,-0.6598,-0.2277,1.53
35.078866,-1.3933,-0.6249,-0.0711,1.53
35.088446,-1.4603,-0.3911,0.3516,1.55
35.099892,-1.42,-0.1231,0.3699,1.47
35.111235,-1.3154,-0.0065,0.0213,1.32
35.129857,-1.2648,0.3748,-0.5885,1.44
35.130343,-1.2648,0.3748,-0.5885,1.44
35.148964,-1.3792,0.7247,-0.7648,1.74
35.156868,-1.324,0.9396,-0.607,1.73
35.16636,-0.9795,1.1026,-0.2775,1.5
35.17904,-0.7413,1.2895,-0.0574,1.49
35.189637,-0.6749,1.3564,-0.0461,1.52
35.201624,-0.6609,1.3647,-0.1121,1.52
35.212281,-0.6944,1.3718,-0.0964,1.54
35.224605,-0.6592,1.1795,-0.1148,1.36
35.225135,-0.6592,1.1795,-0.1148,1.36
35.23527,-0.6905,1.0019,-0.1272,1.22
35.245864,-0.8818,0.8392,-0.0874,1.22
35.262051,-1.0711,0.6303,0.022,1.24
35.279121,-0.8957,0.5124,0.0584,1.03
35.279361,-0.8957,0.5124,0.0584,1.03
35.290289,-0.7816,0.4637,-0.0036,0.91
35.300355,-0.7311,0.4762,-0.138,0.88
35.311859,-0.6724,0.4847,-0.3092,0.88
35.325056,-0.5908,0.4268,-0.6322,0.96
35.334829,-0.617,0.3824,-0.7431,1.04
35.345638,-0.6839,0.3399,-0.7522,1.07
35.35747,-0.8046,0.3245,-0.6454,1.08
35.357895,-0.8046,0.3245,-0.6454,1.08
35.372759,-0.8087,0.3399,-0.4463,0.98
35.398849,-0.7912,0.4664,0.1083,0.92
35.399121,-0.7912,0.4664,0.1083,0.92
35.399289,-0.7912,0.4664,0.1083,0.92
35.411007,-0.8119,0.504,0.1982,0.98
35.424944,-0.8017,0.5651,0.0682,0.98
35.435771,-0.7562,0.5908,-0.1304,0.97
35.446224,-0.7352,0.6389,-0.3618,1.04
35.457459,-0.7279,0.7078,-0.4551,1.11
35.468896,-0.6155,0.7733,-0.4568,1.09
35.480192,-0.4887,0.8131,-0.3676,1.02
35.480763,-0.4887,0.8131,-0.3676,1.02
35.490694,-0.4657,0.8605,-0.2716,1.02
35.506375,-0.4784,0.8991,-0.2054,1.04
35.523495,-0.5759,0.9821,-0.138,1.15
35.523761,-0.5759,0.9821,-0.138,1.15
35.53506,-0.5481,1.0498,-0.1759,1.2
35.544835,-0.5227,1.083,-0.2281,1.22
35.557044,-0.4587,1.0906,-0.2479,1.21
35.568457,-0.3392,1.0613,-0.2254,1.14
35.578817,-0.2825,0.996,-0.2961,1.08
35.590421,-0.3534,0.9062,-0.395,1.05
35.602551,-0.5344,0.8304,-0.4075,1.07
35.614083,-0.7142,0.7605,-0.2391,1.07
35.625421,-0.82,0.7647,0.0748,1.12
35.625945,-0.82,0.7647,0.0748,1.12
35.637265,-0.7775,0.7361,0.334,1.12
35.651201,-0.69,0.6511,0.4466,1.05
35.672794,-0.4306,0.1984,0.3824,0.61
35.67299,-0.4306,0.1984,0.3824,0.61
35.678466,-0.4684,0.0685,0.3259,0.57
35.689882,-0.721,-0.1536,0.3821,0.83
35.702747,-1.2707,-0.4167,0.7493,1.53
35.71369,-2.0207,-0.6737,1.2228,2.46
35.725009,-1.7974,-2.1102,0.494,2.82
35.735177,-1.3244,-3.9251,-1.4757,4.4
35.746951,-4.1895,-4.0352,-6.8996,9.02
35.757678,-7.5327,-2.4795,-8.0283,11.28
35.768705,-6.8985,-1.1838,-5.7561,9.06
35.784331,-2.532,-1.0555,-1.7736,3.27
35.784607,-2.532,-1.0555,-1.7736,3.27
35.803618,-2.6754,-2.0955,-2.5125,4.23
35.80388,-2.6754,-2.0955,-2.5125,4.23
35.814088,-1.9924,-2.6513,-3.4575,4.79
35.823908,-0.2947,-3.5566,-3.0991,4.73
35.836656,2.7406,-4.4017,-1.6692,5.45
35.847563,6.846,-3.7985,0.7339,7.86
35.859339,8.0079,2.1855,5.9819,10.23
35.869063,8.0079,3.5832,6.1932,10.74
35.882749,8.0079,5.0633,-6.9186,11.73
35.894771,8.0079,-0.7123,-7.8792,11.26
35.895001,8.0079,-0.7123,-7.8792,11.26
35.932548,-7.7697,-3.7973,-0.8704,8.69
35.932695,-7.7697,-3.7973,-0.8704,8.69
35.932828,-7.7697,-3.7973,-0.8704,8.69
35.935112,-7.9517,-3.5816,-3.071,9.25
35.945431,-6.9041,-3.3087,-7.4026,10.65
35.957038,-4.2206,-4.4903,-3.7484,7.21
35.968275,-4.7292,-4.2473,-0.0625,6.36
35.97992,-2.1824,-3.1438,0.8043,3.91
35.995829,3.9509,-2.1426,-0.3119,4.51
36.012115,8.0079,1.4258,-0.5042,8.15
36.012278,8.0079,1.4258,-0.5042,8.15
36.023573,8.0079,2.2525,-1.2564,8.41
36.035819,8.0079,0.816,-1.4665,8.18
36.04757,4.7874,-1.2258,-0.4421,4.96
36.049285,4.1263,-1.5441,0.1808,4.41
36.057833,2.4973,-2.1243,2.0727,3.88
36.069,0.3568,-2.2787,3.5541,4.24
36.080331,-0.8703,-1.8082,3.0494,3.65
36.100082,-0.3917,-1.1775,0.2837,1.27
36.100565,-0.3917,-1.1775,0.2837,1.27
36.115354,1.1473,-0.6021,-1.1618,1.74
36.129339,1.5839,-0.4473,-0.8547,1.85
36.129493,1.5839,-0.4473,-0.8547,1.85
36.146618,1.0135,-0.1209,1.6202,1.91
36.15775,1.1417,0.3738,3.8941,4.08
36.169095,2.1944,1.4094,5.8062,6.37
36.180022,4.1727,2.327,4.85,6.81
36.190921,4.8374,3.4959,2.742,6.57
36.191842,4.8304,3.7986,2.2429,6.54
36.202653,4.8831,4.7277,1.4346,6.95
36.213887,5.2557,5.4869,3.109,8.21
36.224635,4.1517,5.7237,4.9287,8.62
36.235985,1.2617,5.3238,6.3598,8.39
36.247038,-1.4779,5.0413,6.7253,8.53
36.258543,-2.4704,5.4699,4.8657,7.73
36.271996,-2.2625,6.544,1.4209,7.07
36.287152,-0.8925,7.991,-1.5192,8.18
36.28736,-0.8925,7.991,-1.5192,8.18
36.301985,-0.4604,7.9966,-1.7068,8.19
36.315044,-1.1835,7.7877,-1.3363,7.99
36.315899,-1.3892,7.5266,-1.2112,7.75
36.325688,-2.7482,6.3369,-0.3078,6.91
36.336268,-4.157,5.5898,1.5274,7.13
36.346892,-4.2174,5.4527,4.7157,8.35
36.358242,-2.6849,5.7517,6.9297,9.4
36.369777,0.3956,7.0868,7.9766,10.68
36.38323,5.4384,7.9903,7.9766,12.53
36.39817,6.9452,7.9966,7.9766,13.26
36.398334,6.9452,7.9966,7.9766,13.26
36.413808,8.0079,7.9966,7.9766,13.85
36.424197,8.0079,7.9966,7.9766,13.85
36.435943,8.0079,7.9966,7.9766,13.85
36.447264,8.0079,7.0871,5.6946,12.12
36.447622,8.0079,7.0871,5.6946,12.12
36.458279,8.0079,5.357,5.4344,11.06
36.469665,8.0079,1.3691,5.3316,9.72
36.481073,8.0079,-2.6256,3.9103,9.29
36.495285,8.0079,-5.2819,3.9855,10.39
36.514044,5.3016,-6.2415,5.4708,9.85
36.514213,5.3016,-6.2415,5.4708,9.85
36.52478,5.446,-6.6807,4.6214,9.78
36.536781,5.3158,-7.0576,0.7549,8.87
36.548579,4.3904,-6.8112,-2.4735,8.47
